year,state_name,state_abbr,adm_type,m,f
1999,New Jersey,NJ,adm_viol_new,195,5
1999,New Jersey,NJ,adm_viol_tech,4627,544
1999,New Jersey,NJ,adm_oth,43,6
2000,New Jersey,NJ,adm_total,12370,1283
2000,New Jersey,NJ,adm_new_commit,7911,846
2000,New Jersey,NJ,adm_viol_new,283,4
2000,New Jersey,NJ,adm_viol_tech,4139,428
2000,New Jersey,NJ,adm_oth,37,5
2001,New Jersey,NJ,adm_total,13067,1355
2001,New Jersey,NJ,adm_new_commit,8524,814
2001,New Jersey,NJ,adm_viol_new,89,1
2001,New Jersey,NJ,adm_viol_tech,4418,536
2001,New Jersey,NJ,adm_oth,36,4
2002,New Jersey,NJ,adm_total,13281,1295
2002,New Jersey,NJ,adm_new_commit,8999,845
2002,New Jersey,NJ,adm_viol_new,102,5
2002,New Jersey,NJ,adm_viol_tech,4142,443
2002,New Jersey,NJ,adm_oth,38,2
2003,New Jersey,NJ,adm_total,13162,1236
2003,New Jersey,NJ,adm_new_commit,9305,838
2003,New Jersey,NJ,adm_viol_new,118,5
2003,New Jersey,NJ,adm_viol_tech,3678,391
2003,New Jersey,NJ,adm_oth,61,2
2004,New Jersey,NJ,adm_total,12795,1091
2004,New Jersey,NJ,adm_new_commit,8971,785
2004,New Jersey,NJ,adm_viol_new,148,4
2004,New Jersey,NJ,adm_viol_tech,3625,295
2004,New Jersey,NJ,adm_oth,51,7
2005,New Jersey,NJ,adm_total,13205,1046
2005,New Jersey,NJ,adm_new_commit,9147,733
2005,New Jersey,NJ,adm_viol_new,147,2
2005,New Jersey,NJ,adm_viol_tech,3872,309
2005,New Jersey,NJ,adm_oth,39,2
2006,New Jersey,NJ,adm_total,12939,1059
2006,New Jersey,NJ,adm_new_commit,9209,798
2006,New Jersey,NJ,adm_viol_new,182,7
2006,New Jersey,NJ,adm_viol_tech,3476,243
2006,New Jersey,NJ,adm_oth,72,11
2007,New Jersey,NJ,adm_total,12701,1113
2007,New Jersey,NJ,adm_new_commit,9156,813
2007,New Jersey,NJ,adm_viol_new,158,4
2007,New Jersey,NJ,adm_viol_tech,3300,289
2007,New Jersey,NJ,adm_oth,87,7
2008,New Jersey,NJ,adm_total,11989,1022
2008,New Jersey,NJ,adm_new_commit,8945,770
2008,New Jersey,NJ,adm_viol_new,125,2
2008,New Jersey,NJ,adm_viol_tech,2826,248
2008,New Jersey,NJ,adm_oth,93,2
2009,New Jersey,NJ,adm_total,11414,875
2009,New Jersey,NJ,adm_new_commit,8722,660
2009,New Jersey,NJ,adm_viol_new,139,6
2009,New Jersey,NJ,adm_viol_tech,2476,200
2009,New Jersey,NJ,adm_oth,77,9
2010,New Jersey,NJ,adm_total,11604,842
2010,New Jersey,NJ,adm_new_commit,8841,660
2010,New Jersey,NJ,adm_viol_new,118,0
2010,New Jersey,NJ,adm_viol_tech,2560,172
2010,New Jersey,NJ,adm_oth,85,2
2011,New Jersey,NJ,adm_total,9803,768
2011,New Jersey,NJ,adm_new_commit,6944,571
2011,New Jersey,NJ,adm_viol_new,1152,64
2011,New Jersey,NJ,adm_viol_tech,1268,111
2011,New Jersey,NJ,adm_oth,244,22
2012,New Jersey,NJ,adm_total,9742,705
2012,New Jersey,NJ,adm_new_commit,6976,528
2012,New Jersey,NJ,adm_viol_new,583,31
2012,New Jersey,NJ,adm_viol_tech,1738,120
2012,New Jersey,NJ,adm_oth,224,26
2013,New Jersey,NJ,adm_total,9477,702
2013,New Jersey,NJ,adm_new_commit,6667,536
2013,New Jersey,NJ,adm_viol_new,602,50
2013,New Jersey,NJ,adm_viol_tech,1852,94
2013,New Jersey,NJ,adm_oth,195,22
2014,New Jersey,NJ,adm_total,8930,655
2014,New Jersey,NJ,adm_new_commit,6347,480
2014,New Jersey,NJ,adm_viol_new,645,69
2014,New Jersey,NJ,adm_viol_tech,1625,91
2014,New Jersey,NJ,adm_oth,173,15
2015,New Jersey,NJ,adm_total,8721,614
2015,New Jersey,NJ,adm_new_commit,5999,457
2015,New Jersey,NJ,adm_viol_new,576,56
2015,New Jersey,NJ,adm_viol_tech,1858,82
2015,New Jersey,NJ,adm_oth,148,19
2016,New Jersey,NJ,adm_total,8617,544
2016,New Jersey,NJ,adm_new_commit,5744,372
2016,New Jersey,NJ,adm_viol_new,605,58
2016,New Jersey,NJ,adm_viol_tech,1962,96
2016,New Jersey,NJ,adm_oth,157,18
2017,New Jersey,NJ,adm_total,8418,518
2017,New Jersey,NJ,adm_new_commit,5806,383
2017,New Jersey,NJ,adm_viol_new,524,43
2017,New Jersey,NJ,adm_viol_tech,1775,80
2017,New Jersey,NJ,adm_oth,155,12
2018,New Jersey,NJ,adm_total,7549,501
2018,New Jersey,NJ,adm_new_commit,5228,367
2018,New Jersey,NJ,adm_viol_new,485,44
2018,New Jersey,NJ,adm_viol_tech,1603,81
2018,New Jersey,NJ,adm_oth,121,9
2019,New Jersey,NJ,adm_total,7026,453
2019,New Jersey,NJ,adm_new_commit,4739,324
2019,New Jersey,NJ,adm_viol_new,445,56
2019,New Jersey,NJ,adm_viol_tech,1595,57
2019,New Jersey,NJ,adm_oth,149,16
2020,New Jersey,NJ,adm_total,3726,246
2020,New Jersey,NJ,adm_new_commit,2394,170
2020,New Jersey,NJ,adm_viol_new,247,26
2020,New Jersey,NJ,adm_viol_tech,963,45
2020,New Jersey,NJ,adm_oth,91,5
2021,New Jersey,NJ,adm_total,4299,241
2021,New Jersey,NJ,adm_new_commit,2681,157
2021,New Jersey,NJ,adm_viol_new,239,25
2021,New Jersey,NJ,adm_viol_tech,1229,50
2021,New Jersey,NJ,adm_oth,129,9
2022,New Jersey,NJ,adm_total,5202,245
2022,New Jersey,NJ,adm_new_commit,3599,187
2022,New Jersey,NJ,adm_viol_new,185,14
2022,New Jersey,NJ,adm_viol_tech,1333,40
2022,New Jersey,NJ,adm_oth,47,4
1978,New Mexico,NM,adm_total,730,36
1978,New Mexico,NM,adm_new_commit,525,29
1978,New Mexico,NM,adm_viol_new,25,0
1978,New Mexico,NM,adm_viol_tech,100,4
1978,New Mexico,NM,adm_oth,58,3
1979,New Mexico,NM,adm_total,793,44
1979,New Mexico,NM,adm_new_commit,570,25
1979,New Mexico,NM,adm_viol_new,14,1
1979,New Mexico,NM,adm_viol_tech,149,7
1979,New Mexico,NM,adm_oth,60,11
1980,New Mexico,NM,adm_total,636,31
1980,New Mexico,NM,adm_new_commit,446,26
1980,New Mexico,NM,adm_viol_new,17,1
1980,New Mexico,NM,adm_viol_tech,143,3
1980,New Mexico,NM,adm_oth,30,1
1981,New Mexico,NM,adm_total,1200,55
1981,New Mexico,NM,adm_new_commit,365,23
1981,New Mexico,NM,adm_viol_new,52,4
1981,New Mexico,NM,adm_viol_tech,324,21
1981,New Mexico,NM,adm_oth,459,7
1982,New Mexico,NM,adm_total,987,60
1982,New Mexico,NM,adm_new_commit,730,41
1982,New Mexico,NM,adm_viol_new,4,1
1982,New Mexico,NM,adm_viol_tech,219,8
1982,New Mexico,NM,adm_oth,34,10
1983,New Mexico,NM,adm_total,1250,96
1983,New Mexico,NM,adm_new_commit,865,52
1983,New Mexico,NM,adm_viol_new,18,4
1983,New Mexico,NM,adm_viol_tech,331,30
1983,New Mexico,NM,adm_oth,36,10
1984,New Mexico,NM,adm_total,1419,111
1984,New Mexico,NM,adm_new_commit,1014,86
1984,New Mexico,NM,adm_viol_new,0,0
1984,New Mexico,NM,adm_viol_tech,346,24
1984,New Mexico,NM,adm_oth,59,1
1985,New Mexico,NM,adm_total,1643,154
1985,New Mexico,NM,adm_new_commit,1244,125
1985,New Mexico,NM,adm_viol_new,0,0
1985,New Mexico,NM,adm_viol_tech,335,24
1985,New Mexico,NM,adm_oth,64,5
1986,New Mexico,NM,adm_total,1723,120
1986,New Mexico,NM,adm_new_commit,1266,96
1986,New Mexico,NM,adm_viol_new,0,0
1986,New Mexico,NM,adm_viol_tech,399,20
1986,New Mexico,NM,adm_oth,58,4
1987,New Mexico,NM,adm_total,1570,109
1987,New Mexico,NM,adm_new_commit,1115,82
1987,New Mexico,NM,adm_viol_new,0,0
1987,New Mexico,NM,adm_viol_tech,376,19
1987,New Mexico,NM,adm_oth,79,8
1988,New Mexico,NM,adm_total,1909,151
1988,New Mexico,NM,adm_new_commit,1038,80
1988,New Mexico,NM,adm_viol_new,69,9
1988,New Mexico,NM,adm_viol_tech,436,25
1988,New Mexico,NM,adm_oth,366,37
1989,New Mexico,NM,adm_total,1876,150
1989,New Mexico,NM,adm_new_commit,1346,111
1989,New Mexico,NM,adm_viol_new,0,0
1989,New Mexico,NM,adm_viol_tech,488,36
1989,New Mexico,NM,adm_oth,42,3
1990,New Mexico,NM,adm_total,1733,181
1990,New Mexico,NM,adm_new_commit,1208,124
1990,New Mexico,NM,adm_viol_new,0,0
1990,New Mexico,NM,adm_viol_tech,484,52
1990,New Mexico,NM,adm_oth,41,5
1991,New Mexico,NM,adm_total,1519,113
1991,New Mexico,NM,adm_new_commit,1075,77
1991,New Mexico,NM,adm_viol_new,0,0
1991,New Mexico,NM,adm_viol_tech,409,35
1991,New Mexico,NM,adm_oth,35,1
1992,New Mexico,NM,adm_total,2082,173
1992,New Mexico,NM,adm_new_commit,1321,114
1992,New Mexico,NM,adm_viol_new,0,0
1992,New Mexico,NM,adm_viol_tech,706,51
1992,New Mexico,NM,adm_oth,55,8
1993,New Mexico,NM,adm_total,2136,198
1993,New Mexico,NM,adm_new_commit,1130,133
1993,New Mexico,NM,adm_viol_new,0,0
1993,New Mexico,NM,adm_viol_tech,933,64
1993,New Mexico,NM,adm_oth,73,1
1994,New Mexico,NM,adm_total,2163,155
1994,New Mexico,NM,adm_new_commit,1101,96
1994,New Mexico,NM,adm_viol_new,0,0
1994,New Mexico,NM,adm_viol_tech,1001,53
1994,New Mexico,NM,adm_oth,61,6
1995,New Mexico,NM,adm_total,2136,210
1995,New Mexico,NM,adm_new_commit,1138,122
1995,New Mexico,NM,adm_viol_new,0,0
1995,New Mexico,NM,adm_viol_tech,948,88
1995,New Mexico,NM,adm_oth,50,0
1996,New Mexico,NM,adm_total,2494,351
1996,New Mexico,NM,adm_new_commit,1412,230
1996,New Mexico,NM,adm_viol_new,0,0
1996,New Mexico,NM,adm_viol_tech,1033,120
1996,New Mexico,NM,adm_oth,49,1
1997,New Mexico,NM,adm_total,2699,334
1997,New Mexico,NM,adm_new_commit,1587,252
1997,New Mexico,NM,adm_viol_new,0,0
1997,New Mexico,NM,adm_viol_tech,1056,81
1997,New Mexico,NM,adm_oth,56,1
1998,New Mexico,NM,adm_total,2194,153
1998,New Mexico,NM,adm_new_commit,1530,101
1998,New Mexico,NM,adm_viol_new,0,0
1998,New Mexico,NM,adm_viol_tech,619,52
1998,New Mexico,NM,adm_oth,45,0
1999,New Mexico,NM,adm_total,1814,144
1999,New Mexico,NM,adm_new_commit,998,99
1999,New Mexico,NM,adm_viol_new,374,45
1999,New Mexico,NM,adm_viol_tech,233,0
1999,New Mexico,NM,adm_oth,205,0
2000,New Mexico,NM,adm_total,2786,399
2000,New Mexico,NM,adm_new_commit,1939,292
2000,New Mexico,NM,adm_viol_new,823,107
2000,New Mexico,NM,adm_viol_tech,0,0
2000,New Mexico,NM,adm_oth,23,0
2001,New Mexico,NM,adm_total,2233,329
2001,New Mexico,NM,adm_new_commit,2013,267
2001,New Mexico,NM,adm_viol_new,34,1
2001,New Mexico,NM,adm_viol_tech,168,20
2001,New Mexico,NM,adm_oth,18,41
2002,New Mexico,NM,adm_total,1788,232
2002,New Mexico,NM,adm_new_commit,1125,117
2002,New Mexico,NM,adm_viol_new,77,3
2002,New Mexico,NM,adm_viol_tech,352,50
2002,New Mexico,NM,adm_oth,233,62
2003,New Mexico,NM,adm_total,3629,542
2003,New Mexico,NM,adm_new_commit,2282,331
2003,New Mexico,NM,adm_viol_new,16,7
2003,New Mexico,NM,adm_viol_tech,867,117
2003,New Mexico,NM,adm_oth,463,87
2004,New Mexico,NM,adm_total,3766,532
2004,New Mexico,NM,adm_new_commit,2330,320
2004,New Mexico,NM,adm_viol_new,14,49
2004,New Mexico,NM,adm_viol_tech,958,60
2004,New Mexico,NM,adm_oth,462,103
2005,New Mexico,NM,adm_total,3697,574
2005,New Mexico,NM,adm_new_commit,2191,385
2005,New Mexico,NM,adm_viol_new,0,0
2005,New Mexico,NM,adm_viol_tech,1166,110
2005,New Mexico,NM,adm_oth,338,79
2006,New Mexico,NM,adm_total,3741,602
2006,New Mexico,NM,adm_new_commit,2190,320
2006,New Mexico,NM,adm_viol_new,0,0
2006,New Mexico,NM,adm_viol_tech,1239,188
2006,New Mexico,NM,adm_oth,311,94
2007,New Mexico,NM,adm_total,3641,512
2007,New Mexico,NM,adm_new_commit,2115,289
2007,New Mexico,NM,adm_viol_new,0,0
2007,New Mexico,NM,adm_viol_tech,1184,145
2007,New Mexico,NM,adm_oth,340,78
2008,New Mexico,NM,adm_total,3552,551
2008,New Mexico,NM,adm_new_commit,2085,307
2008,New Mexico,NM,adm_viol_new,81,0
2008,New Mexico,NM,adm_viol_tech,1135,179
2008,New Mexico,NM,adm_oth,249,65
2009,New Mexico,NM,adm_total,5581,476
2009,New Mexico,NM,adm_new_commit,2027,38
2009,New Mexico,NM,adm_viol_new,859,57
2009,New Mexico,NM,adm_viol_tech,1992,313
2009,New Mexico,NM,adm_oth,698,68
2010,New Mexico,NM,adm_total,3727,522
2010,New Mexico,NM,adm_new_commit,1209,260
2010,New Mexico,NM,adm_viol_new,366,1
2010,New Mexico,NM,adm_viol_tech,1759,189
2010,New Mexico,NM,adm_oth,391,70
2011,New Mexico,NM,adm_total,3076,416
2011,New Mexico,NM,adm_new_commit,2000,297
2011,New Mexico,NM,adm_viol_new,362,1
2011,New Mexico,NM,adm_viol_tech,713,118
2011,New Mexico,NM,adm_oth,0,0
2012,New Mexico,NM,adm_total,3166,415
2012,New Mexico,NM,adm_new_commit,1933,292
2012,New Mexico,NM,adm_viol_new,373,4
2012,New Mexico,NM,adm_viol_tech,859,119
2012,New Mexico,NM,adm_oth,0,0
2013,New Mexico,NM,adm_total,3110,459
2013,New Mexico,NM,adm_new_commit,2109,344
2013,New Mexico,NM,adm_viol_new,284,0
2013,New Mexico,NM,adm_viol_tech,715,115
2013,New Mexico,NM,adm_oth,0,0
2014,New Mexico,NM,adm_total,3271,527
2014,New Mexico,NM,adm_new_commit,2119,381
2014,New Mexico,NM,adm_viol_new,240,1
2014,New Mexico,NM,adm_viol_tech,912,145
2014,New Mexico,NM,adm_oth,0,0
2015,New Mexico,NM,adm_total,3444,552
2015,New Mexico,NM,adm_new_commit,2268,385
2015,New Mexico,NM,adm_viol_new,184,0
2015,New Mexico,NM,adm_viol_tech,991,166
2015,New Mexico,NM,adm_oth,1,1
2016,New Mexico,NM,adm_total,3085,531
2016,New Mexico,NM,adm_new_commit,1949,362
2016,New Mexico,NM,adm_viol_new,284,13
2016,New Mexico,NM,adm_viol_tech,851,156
2016,New Mexico,NM,adm_oth,0,0
2017,New Mexico,NM,adm_total,3256,593
2017,New Mexico,NM,adm_new_commit,2057,404
2017,New Mexico,NM,adm_viol_new,300,15
2017,New Mexico,NM,adm_viol_tech,898,174
2017,New Mexico,NM,adm_oth,0,0
2018,New Mexico,NM,adm_total,3010,581
2018,New Mexico,NM,adm_new_commit,1743,390
2018,New Mexico,NM,adm_viol_new,0,0
2018,New Mexico,NM,adm_viol_tech,1070,137
2018,New Mexico,NM,adm_oth,193,54
2019,New Mexico,NM,adm_total,2652,471
2019,New Mexico,NM,adm_new_commit,1591,301
2019,New Mexico,NM,adm_viol_new,0,0
2019,New Mexico,NM,adm_viol_tech,885,125
2019,New Mexico,NM,adm_oth,175,45
2020,New Mexico,NM,adm_total,2027,353
2020,New Mexico,NM,adm_new_commit,1198,223
2020,New Mexico,NM,adm_viol_new,0,0
2020,New Mexico,NM,adm_viol_tech,724,110
2020,New Mexico,NM,adm_oth,105,20
2021,New Mexico,NM,adm_total,2027,337
2021,New Mexico,NM,adm_new_commit,1152,195
2021,New Mexico,NM,adm_viol_new,0,0
2021,New Mexico,NM,adm_viol_tech,786,121
2021,New Mexico,NM,adm_oth,89,21
2022,New Mexico,NM,adm_total,2031,333
2022,New Mexico,NM,adm_new_commit,1209,217
2022,New Mexico,NM,adm_viol_new,0,0
2022,New Mexico,NM,adm_viol_tech,689,88
2022,New Mexico,NM,adm_oth,132,28
1978,New York,NY,adm_total,8572,300
1978,New York,NY,adm_new_commit,6294,247
1978,New York,NY,adm_viol_new,700,20
1978,New York,NY,adm_viol_tech,1145,26
1978,New York,NY,adm_oth,416,7
1979,New York,NY,adm_total,9169,346
1979,New York,NY,adm_new_commit,6706,259
1979,New York,NY,adm_viol_new,667,22
1979,New York,NY,adm_viol_tech,1284,28
1979,New York,NY,adm_oth,512,37
1980,New York,NY,adm_total,9919,346
1980,New York,NY,adm_new_commit,6905,279
1980,New York,NY,adm_viol_new,762,5
1980,New York,NY,adm_viol_tech,1675,31
1980,New York,NY,adm_oth,577,31
1981,New York,NY,adm_total,12008,473
1981,New York,NY,adm_new_commit,8652,383
1981,New York,NY,adm_viol_new,1239,19
1981,New York,NY,adm_viol_tech,1737,63
1981,New York,NY,adm_oth,380,8
1982,New York,NY,adm_total,12272,444
1982,New York,NY,adm_new_commit,8748,368
1982,New York,NY,adm_viol_new,1277,8
1982,New York,NY,adm_viol_tech,1624,39
1982,New York,NY,adm_oth,623,29
1983,New York,NY,adm_total,14223,524
1983,New York,NY,adm_new_commit,9993,422
1983,New York,NY,adm_viol_new,2052,13
1983,New York,NY,adm_viol_tech,1545,63
1983,New York,NY,adm_oth,633,26
1984,New York,NY,adm_total,14216,632
1984,New York,NY,adm_new_commit,9298,497
1984,New York,NY,adm_viol_new,2427,25
1984,New York,NY,adm_viol_tech,1779,75
1984,New York,NY,adm_oth,712,35
1985,New York,NY,adm_total,14959,610
1985,New York,NY,adm_new_commit,11925,495
1985,New York,NY,adm_viol_new,0,0
1985,New York,NY,adm_viol_tech,2068,83
1985,New York,NY,adm_oth,966,32
1986,New York,NY,adm_total,18255,856
1986,New York,NY,adm_new_commit,14198,721
1986,New York,NY,adm_viol_new,0,0
1986,New York,NY,adm_viol_tech,3055,115
1986,New York,NY,adm_oth,1002,20
1987,New York,NY,adm_total,19300,955
1987,New York,NY,adm_new_commit,14850,802
1987,New York,NY,adm_viol_new,0,0
1987,New York,NY,adm_viol_tech,3278,114
1987,New York,NY,adm_oth,1172,39
1988,New York,NY,adm_total,22450,1177
1988,New York,NY,adm_new_commit,16372,1014
1988,New York,NY,adm_viol_new,0,0
1988,New York,NY,adm_viol_tech,4658,112
1988,New York,NY,adm_oth,1420,51
1989,New York,NY,adm_total,26600,1898
1989,New York,NY,adm_new_commit,19923,1612
1989,New York,NY,adm_viol_new,0,0
1989,New York,NY,adm_viol_tech,5083,243
1989,New York,NY,adm_oth,1594,43
1990,New York,NY,adm_total,28244,1935
1990,New York,NY,adm_new_commit,21432,1683
1990,New York,NY,adm_viol_new,0,0
1990,New York,NY,adm_viol_tech,4935,202
1990,New York,NY,adm_oth,1877,50
1991,New York,NY,adm_total,27162,2581
1991,New York,NY,adm_new_commit,21856,2263
1991,New York,NY,adm_viol_new,0,0
1991,New York,NY,adm_viol_tech,3070,214
1991,New York,NY,adm_oth,2236,104
1992,New York,NY,adm_total,29709,2318
1992,New York,NY,adm_new_commit,23265,1888
1992,New York,NY,adm_viol_new,0,0
1992,New York,NY,adm_viol_tech,4174,309
1992,New York,NY,adm_oth,2270,121
1993,New York,NY,adm_total,33289,2513
1993,New York,NY,adm_new_commit,23016,1881
1993,New York,NY,adm_viol_new,0,0
1993,New York,NY,adm_viol_tech,5983,372
1993,New York,NY,adm_oth,4290,260
1994,New York,NY,adm_total,32103,2454
1994,New York,NY,adm_new_commit,21357,1796
1994,New York,NY,adm_viol_new,0,0
1994,New York,NY,adm_viol_tech,6208,340
1994,New York,NY,adm_oth,4538,318
1995,New York,NY,adm_total,32163,2525
1995,New York,NY,adm_new_commit,21145,1835
1995,New York,NY,adm_viol_new,0,0
1995,New York,NY,adm_viol_tech,7350,432
1995,New York,NY,adm_oth,3668,258
1996,New York,NY,adm_total,29760,2392
1996,New York,NY,adm_new_commit,19482,1710
1996,New York,NY,adm_viol_new,0,0
1996,New York,NY,adm_viol_tech,7761,479
1996,New York,NY,adm_oth,2517,203
1997,New York,NY,adm_total,27639,2229
1997,New York,NY,adm_new_commit,19129,1675
1997,New York,NY,adm_viol_new,0,0
1997,New York,NY,adm_viol_tech,6480,354
1997,New York,NY,adm_oth,2030,200
1998,New York,NY,adm_total,26702,2169
1998,New York,NY,adm_new_commit,17962,1535
1998,New York,NY,adm_viol_new,0,0
1998,New York,NY,adm_viol_tech,7137,476
1998,New York,NY,adm_oth,1603,158
1999,New York,NY,adm_total,27285,2220
1999,New York,NY,adm_new_commit,17668,1498
1999,New York,NY,adm_viol_new,0,0
1999,New York,NY,adm_viol_tech,8251,614
1999,New York,NY,adm_oth,1361,108
2000,New York,NY,adm_total,26622,2052
2000,New York,NY,adm_new_commit,17226,1337
2000,New York,NY,adm_viol_new,0,0
2000,New York,NY,adm_viol_tech,8352,630
2000,New York,NY,adm_oth,1038,85
2001,New York,NY,adm_total,24517,1908
2001,New York,NY,adm_new_commit,15287,1212
2001,New York,NY,adm_viol_new,0,0
2001,New York,NY,adm_viol_tech,8290,582
2001,New York,NY,adm_oth,935,114
2002,New York,NY,adm_total,25319,1892
2002,New York,NY,adm_new_commit,15796,1213
2002,New York,NY,adm_viol_new,0,0
2002,New York,NY,adm_viol_tech,8570,571
2002,New York,NY,adm_oth,949,108
2003,New York,NY,adm_total,25198,1757
2003,New York,NY,adm_new_commit,16181,1162
2003,New York,NY,adm_viol_new,0,0
2003,New York,NY,adm_viol_tech,8117,520
2003,New York,NY,adm_oth,894,75
2004,New York,NY,adm_total,23818,1706
2004,New York,NY,adm_new_commit,15259,1129
2004,New York,NY,adm_viol_new,0,0
2004,New York,NY,adm_viol_tech,7707,508
2004,New York,NY,adm_oth,850,69
2005,New York,NY,adm_total,23157,1709
2005,New York,NY,adm_new_commit,14888,1166
2005,New York,NY,adm_viol_new,0,0
2005,New York,NY,adm_viol_tech,7593,490
2005,New York,NY,adm_oth,676,53
2006,New York,NY,adm_total,24553,1740
2006,New York,NY,adm_new_commit,15072,1180
2006,New York,NY,adm_viol_new,0,0
2006,New York,NY,adm_viol_tech,8858,529
2006,New York,NY,adm_oth,620,31
2007,New York,NY,adm_total,25157,1761
2007,New York,NY,adm_new_commit,15288,1173
2007,New York,NY,adm_viol_new,0,0
2007,New York,NY,adm_viol_tech,9188,536
2007,New York,NY,adm_oth,679,52
2008,New York,NY,adm_total,24257,1682
2008,New York,NY,adm_new_commit,14108,1070
2008,New York,NY,adm_viol_new,0,0
2008,New York,NY,adm_viol_tech,9451,576
2008,New York,NY,adm_oth,698,36
2009,New York,NY,adm_total,23031,1517
2009,New York,NY,adm_new_commit,13892,982
2009,New York,NY,adm_viol_new,0,0
2009,New York,NY,adm_viol_tech,8609,496
2009,New York,NY,adm_oth,529,39
2010,New York,NY,adm_total,22512,1346
2010,New York,NY,adm_new_commit,13575,882
2010,New York,NY,adm_viol_new,0,0
2010,New York,NY,adm_viol_tech,8419,429
2010,New York,NY,adm_oth,515,6
2011,New York,NY,adm_total,22131,1522
2011,New York,NY,adm_new_commit,13158,1009
2011,New York,NY,adm_viol_new,0,0
2011,New York,NY,adm_viol_tech,8543,477
2011,New York,NY,adm_oth,429,36
2012,New York,NY,adm_total,21916,1443
2012,New York,NY,adm_new_commit,12873,980
2012,New York,NY,adm_viol_new,0,0
2012,New York,NY,adm_viol_tech,8736,422
2012,New York,NY,adm_oth,307,41
2013,New York,NY,adm_total,21568,1443
2013,New York,NY,adm_new_commit,12494,947
2013,New York,NY,adm_viol_new,0,0
2013,New York,NY,adm_viol_tech,8755,451
2013,New York,NY,adm_oth,318,45
2014,New York,NY,adm_total,20739,1466
2014,New York,NY,adm_new_commit,12038,1016
2014,New York,NY,adm_viol_new,0,0
2014,New York,NY,adm_viol_tech,8005,422
2014,New York,NY,adm_oth,696,28
2015,New York,NY,adm_total,19842,1410
2015,New York,NY,adm_new_commit,11412,978
2015,New York,NY,adm_viol_new,0,0
2015,New York,NY,adm_viol_tech,7727,413
2015,New York,NY,adm_oth,701,19
2016,New York,NY,adm_total,19916,1460
2016,New York,NY,adm_new_commit,11698,956
2016,New York,NY,adm_viol_new,0,0
2016,New York,NY,adm_viol_tech,7869,462
2016,New York,NY,adm_oth,349,42
2017,New York,NY,adm_total,19249,1484
2017,New York,NY,adm_new_commit,11647,947
2017,New York,NY,adm_viol_new,0,0
2017,New York,NY,adm_viol_tech,7221,506
2017,New York,NY,adm_oth,381,31
2018,New York,NY,adm_total,17721,1451
2018,New York,NY,adm_new_commit,10495,934
2018,New York,NY,adm_viol_new,0,0
2018,New York,NY,adm_viol_tech,6961,491
2018,New York,NY,adm_oth,264,26
2019,New York,NY,adm_total,16519,1257
2019,New York,NY,adm_new_commit,9539,740
2019,New York,NY,adm_viol_new,0,0
2019,New York,NY,adm_viol_tech,6732,491
2019,New York,NY,adm_oth,248,26
2020,New York,NY,adm_total,6734,487
2020,New York,NY,adm_new_commit,3606,294
2020,New York,NY,adm_viol_new,0,0
2020,New York,NY,adm_viol_tech,2873,174
2020,New York,NY,adm_oth,254,19
2021,New York,NY,adm_total,8250,552
2021,New York,NY,adm_new_commit,5579,399
2021,New York,NY,adm_viol_new,0,0
2021,New York,NY,adm_viol_tech,2451,134
2021,New York,NY,adm_oth,220,19
2022,New York,NY,adm_total,9586,629
2022,New York,NY,adm_new_commit,8401,573
2022,New York,NY,adm_viol_new,0,0
2022,New York,NY,adm_viol_tech,978,43
2022,New York,NY,adm_oth,207,13
1978,North Carolina,NC,adm_total,7243,348
1978,North Carolina,NC,adm_new_commit,5657,301
1978,North Carolina,NC,adm_viol_new,656,26
1978,North Carolina,NC,adm_viol_tech,0,0
1978,North Carolina,NC,adm_oth,21,21
1979,North Carolina,NC,adm_total,8282,428
1979,North Carolina,NC,adm_new_commit,6146,359
1979,North Carolina,NC,adm_viol_new,976,21
1979,North Carolina,NC,adm_viol_tech,0,0
1979,North Carolina,NC,adm_oth,1160,48
1980,North Carolina,NC,adm_total,7941,413
1980,North Carolina,NC,adm_new_commit,6324,350
1980,North Carolina,NC,adm_viol_new,858,28
1980,North Carolina,NC,adm_viol_tech,0,0
1980,North Carolina,NC,adm_oth,759,35
1981,North Carolina,NC,adm_total,8881,521
1981,North Carolina,NC,adm_new_commit,7177,451
1981,North Carolina,NC,adm_viol_new,935,30
1981,North Carolina,NC,adm_viol_tech,0,0
1981,North Carolina,NC,adm_oth,769,40
1982,North Carolina,NC,adm_total,8943,542
1982,North Carolina,NC,adm_new_commit,7253,490
1982,North Carolina,NC,adm_viol_new,1007,25
1982,North Carolina,NC,adm_viol_tech,0,0
1982,North Carolina,NC,adm_oth,683,27
1983,North Carolina,NC,adm_total,8460,483
1983,North Carolina,NC,adm_new_commit,7193,455
1983,North Carolina,NC,adm_viol_new,789,17
1983,North Carolina,NC,adm_viol_tech,0,0
1983,North Carolina,NC,adm_oth,478,11
1984,North Carolina,NC,adm_total,8429,520
1984,North Carolina,NC,adm_new_commit,7369,475
1984,North Carolina,NC,adm_viol_new,635,27
1984,North Carolina,NC,adm_viol_tech,0,0
1984,North Carolina,NC,adm_oth,425,18
1985,North Carolina,NC,adm_total,8731,538
1985,North Carolina,NC,adm_new_commit,7764,510
1985,North Carolina,NC,adm_viol_new,511,23
1985,North Carolina,NC,adm_viol_tech,0,0
1985,North Carolina,NC,adm_oth,456,5
1986,North Carolina,NC,adm_total,9041,599
