"person_id","sex","race","start_year","end_year","start_date","end_date","supervision_type","end_reason","offense_category"
"10291204","Male","Hispanic, any race",2017,NA,2017-02-04,NA,"Probation",NA,"Violent"
"10291260","Male","Hispanic, any race",2013,2022,2013-04-09,2022-08-04,"Probation","Completed","Violent"
"10291285","Female","White, non-Hispanic",2019,2020,2019-02-28,2020-10-19,"Probation","Completed","Drugs"
"10291351","Male","Missing",2009,2021,2009-12-11,2021-07-10,"Probation","Completed","Violent"
"10291441","Male","Hispanic, any race",2020,2022,2020-11-17,2022-01-14,"Probation","Revoked","Other"
"10291471","Male","White, non-Hispanic",2019,NA,2019-04-03,NA,"Parole",NA,"Violent"
"10291665","Male","White, non-Hispanic",2006,NA,2006-06-11,NA,"Probation",NA,"Violent"
"10291759","Male","White, non-Hispanic",2021,NA,2021-11-01,NA,"Probation",NA,"Property"
"10291825","Male","Black, non-Hispanic",2014,NA,2014-06-29,NA,"Parole",NA,"Violent"
"10291845","Male","White, non-Hispanic",2021,2022,2021-07-02,2022-07-28,"Parole","Other","Property"
"10292124","Male","Black, non-Hispanic",2008,2022,2008-10-05,2022-04-09,"Probation","Completed","Violent"
"10292126","Male","Black, non-Hispanic",2019,NA,2019-09-27,NA,"Probation",NA,"Violent"
"10292271","Male","Black, non-Hispanic",2022,2022,2022-05-02,2022-10-28,"Probation","Revoked","Property"
"10292372","Male","Black, non-Hispanic",2021,NA,2021-10-23,NA,"Parole",NA,"Violent"
"10292395","Male","Black, non-Hispanic",2017,2021,2017-04-15,2021-05-15,"Probation","Completed","Violent"
"10292410","Male","Hispanic, any race",2020,2022,2020-12-11,2022-11-11,"Parole","Other","Property"
"10292587","Female","Missing",2019,NA,2019-10-14,NA,"Parole",NA,"Violent"
"10292630","Female","White, non-Hispanic",2022,2022,2022-01-12,2022-10-30,"Parole","Completed","Drugs"
"10292801","Female","White, non-Hispanic",2017,2020,2017-08-02,2020-03-07,"Probation","Revoked","Violent"
"10292838","Female","White, non-Hispanic",2021,2023,2021-03-17,2023-10-08,"Probation","Revoked","Property"
"10292871","Male","White, non-Hispanic",2002,NA,2002-09-13,NA,"Probation",NA,"Violent"
"10293016","Male","White, non-Hispanic",2023,NA,2023-01-15,NA,"Probation",NA,"Violent"
"10293045","Male","Black, non-Hispanic",2019,2020,2019-06-09,2020-10-13,"Probation","Revoked","Other"
"10293136","Male","Black, non-Hispanic",2019,2019,2019-06-24,2019-12-19,"Parole","Revoked","Other"
"10293199","Male","Missing",1995,NA,1995-01-15,NA,"Probation",NA,"Violent"
"10293201","Male","Black, non-Hispanic",2006,NA,2006-03-21,NA,"Probation",NA,"Violent"
"10293248","Female","White, non-Hispanic",2019,2020,2019-05-30,2020-11-24,"Probation","Completed","Property"
"10293251","Male","White, non-Hispanic",2021,2023,2021-12-28,2023-01-31,"Probation","Completed","Violent"
"10293368","Male","Hispanic, any race",2019,2020,2019-04-08,2020-12-29,"Probation","Revoked","Violent"
"10293504","Male","Black, non-Hispanic",2017,NA,2017-04-09,NA,"Probation",NA,"Violent"
"10293555","Male","White, non-Hispanic",2016,2020,2016-04-22,2020-05-21,"Parole","Revoked","Drugs"
"10293562","Male","Hispanic, any race",2021,NA,2021-01-28,NA,"Probation",NA,"Drugs"
"10293626","Female","White, non-Hispanic",2020,2022,2020-08-23,2022-10-24,"Parole","Revoked","Violent"
"10293690","Male","White, non-Hispanic",2019,2020,2019-01-27,2020-10-09,"Probation","Revoked","Violent"
"10293732","Male","White, non-Hispanic",2019,2021,2019-03-28,2021-08-13,"Probation","Other","Drugs"
"10293754","Male","Black, non-Hispanic",2020,NA,2020-07-02,NA,"Probation",NA,"Other"
"10293793","Male","Black, non-Hispanic",2021,2023,2021-07-05,2023-11-04,"Probation","Completed","Other"
"10293812","Female","White, non-Hispanic",2019,2019,2019-04-20,2019-10-05,"Probation","Revoked","Other"
"10293861","Female","Hispanic, any race",2019,2021,2019-12-11,2021-08-21,"Probation","Completed","Property"
"10293986","Male","Black, non-Hispanic",2020,2020,2020-04-08,2020-12-11,"Probation","Revoked","Other"
"10294021","Male","White, non-Hispanic",2017,2019,2017-01-06,2019-09-24,"Parole","Completed","Other"
"10294123","Female","Black, non-Hispanic",2021,2022,2021-01-04,2022-12-03,"Probation","Other","Drugs"
"10294209","Male","Black, non-Hispanic",2022,2023,2022-06-27,2023-10-09,"Probation","Other","Violent"
"10294240","Male","White, non-Hispanic",2020,2023,2020-07-02,2023-01-17,"Parole","Completed","Property"
"10294310","Male","Missing",2020,2020,2020-05-15,2020-10-30,"Probation","Revoked","Property"
"10294332","Male","Hispanic, any race",2018,NA,2018-04-14,NA,"Parole",NA,"Drugs"
"10294389","Female","Hispanic, any race",2017,2020,2017-06-23,2020-11-11,"Probation","Revoked","Violent"
"10294537","Male","White, non-Hispanic",2022,2022,2022-02-02,2022-07-06,"Parole","Completed","Property"
"10294637","Male","White, non-Hispanic",2018,2020,2018-06-18,2020-03-03,"Parole","Revoked","Violent"
"10294659","Male","Hispanic, any race",2023,NA,2023-03-03,NA,"Probation",NA,"Other"
"10294700","Male","Black, non-Hispanic",2020,2021,2020-05-21,2021-06-25,"Probation","Revoked","Property"
"10294704","Male","Black, non-Hispanic",2023,NA,2023-06-02,NA,"Probation",NA,"Other"
"10294758","Male","White, non-Hispanic",2010,2021,2010-06-17,2021-06-06,"Probation","Completed","Violent"
"10294861","Male","White, non-Hispanic",2021,2023,2021-11-26,2023-05-21,"Probation","Completed","Property"
"10294900","Male","White, non-Hispanic",2018,2019,2018-11-29,2019-12-04,"Parole","Other","Violent"
"10294908","Male","Missing",2018,NA,2018-07-04,NA,"Probation",NA,"Violent"
"10294959","Female","Other, non-Hispanic",2021,2021,2021-09-14,2021-12-10,"Probation","Completed","Violent"
"10295045","Male","White, non-Hispanic",2019,NA,2019-11-24,NA,"Probation",NA,"Property"
"10295062","Male","Hispanic, any race",2021,NA,2021-12-15,NA,"Probation",NA,"Other"
"10295073","Male","Black, non-Hispanic",2016,NA,2016-03-19,NA,"Parole",NA,"Other"
"10295078","Female","White, non-Hispanic",2021,2023,2021-09-04,2023-02-16,"Probation","Completed","Other"
"10295185","Male","Black, non-Hispanic",2018,NA,2018-07-27,NA,"Probation",NA,"Violent"
"10295222","Male","Black, non-Hispanic",2018,2022,2018-07-28,2022-06-01,"Parole","Completed","Other"
"10295289","Female","Missing",2021,NA,2021-08-14,NA,"Parole",NA,"Drugs"
"10295291","Female","Black, non-Hispanic",2016,2021,2016-04-22,2021-06-07,"Probation","Other","Violent"
"10295305","Male","Missing",1994,NA,1994-03-13,NA,"Parole",NA,"Violent"
"10295565","Male","White, non-Hispanic",2020,NA,2020-06-02,NA,"Parole",NA,"Violent"
"10295657","Male","White, non-Hispanic",2019,2021,2019-07-02,2021-06-04,"Probation","Other","Drugs"
"10295712","Male","Missing",2020,NA,2020-05-23,NA,"Probation",NA,"Violent"
"10295774","Female","Hispanic, any race",2021,2022,2021-01-22,2022-02-15,"Probation","Revoked","Property"
"10295779","Male","Hispanic, any race",2015,2020,2015-06-03,2020-04-28,"Probation","Completed","Violent"
"10295897","Male","Black, non-Hispanic",2020,NA,2020-04-09,NA,"Parole",NA,"Drugs"
"10296058","Female","White, non-Hispanic",2017,2021,2017-12-02,2021-01-19,"Parole","Completed","Violent"
"10296065","Male","Black, non-Hispanic",2015,2020,2015-02-06,2020-09-19,"Parole","Completed","Other"
"10296198","Male","Black, non-Hispanic",2018,2020,2018-05-20,2020-02-21,"Probation","Revoked","Property"
"10296228","Male","Black, non-Hispanic",2020,2020,2020-09-06,2020-11-27,"Probation","Completed","Violent"
"10296291","Male","White, non-Hispanic",2022,NA,2022-09-01,NA,"Probation",NA,"Violent"
"10296309","Male","Black, non-Hispanic",2021,2023,2021-05-07,2023-09-09,"Parole","Completed","Violent"
"10296315","Male","White, non-Hispanic",2020,2021,2020-07-12,2021-08-09,"Probation","Completed","Violent"
"10296375","Male","White, non-Hispanic",2017,2023,2017-04-01,2023-09-14,"Probation","Completed","Violent"
"10296417","Female","White, non-Hispanic",2020,2023,2020-10-01,2023-06-07,"Parole","Revoked","Other"
"10296503","Male","White, non-Hispanic",2021,2023,2021-05-23,2023-06-27,"Probation","Completed","Other"
"10296550","Male","White, non-Hispanic",2022,2022,2022-01-29,2022-07-22,"Probation","Completed","Other"
"10296717","Male","Hispanic, any race",2016,2020,2016-11-25,2020-01-27,"Probation","Revoked","Missing"
"10296829","Male","Missing",2003,NA,2003-09-28,NA,"Probation",NA,"Violent"
"10296833","Male","Black, non-Hispanic",2020,2021,2020-03-27,2021-12-31,"Parole","Completed","Violent"
"10296915","Male","Black, non-Hispanic",2020,NA,2020-10-29,NA,"Parole",NA,"Drugs"
"10296919","Male","White, non-Hispanic",2018,2019,2018-09-10,2019-12-27,"Probation","Completed","Other"
"10296990","Male","Black, non-Hispanic",2010,2019,2010-01-28,2019-06-12,"Parole","Completed","Violent"
"10297002","Female","White, non-Hispanic",2019,2019,2019-03-03,2019-03-05,"Parole","Completed","Property"
"10297014","Male","White, non-Hispanic",2019,2021,2019-01-20,2021-12-07,"Parole","Completed","Property"
"10297016","Male","White, non-Hispanic",1982,2023,1982-06-18,2023-10-04,"Parole","Other","Violent"
"10297104","Female","White, non-Hispanic",2020,2021,2020-03-31,2021-12-01,"Parole","Completed","Other"
"10297107","Male","Missing",2022,2023,2022-07-07,2023-10-16,"Probation","Completed","Property"
"10297177","Male","Hispanic, any race",2016,2019,2016-03-17,2019-12-18,"Probation","Revoked","Violent"
"10297379","Male","White, non-Hispanic",2023,NA,2023-08-02,NA,"Probation",NA,"Violent"
"10297404","Male","Black, non-Hispanic",2008,NA,2008-02-24,NA,"Probation",NA,"Violent"
"10297490","Male","Missing",2017,2019,2017-01-21,2019-03-06,"Probation","Completed","Drugs"
"10297570","Male","Hispanic, any race",2022,2023,2022-02-18,2023-10-31,"Probation","Revoked","Other"
"10297665","Male","White, non-Hispanic",2018,2020,2018-06-18,2020-04-13,"Probation","Completed","Property"
"10297777","Male","White, non-Hispanic",2017,2020,2017-11-15,2020-03-02,"Probation","Other","Property"
"10297803","Male","Black, non-Hispanic",2021,2023,2021-12-25,2023-11-17,"Probation","Completed","Property"
"10297873","Male","Black, non-Hispanic",2012,NA,2012-09-12,NA,"Probation",NA,"Violent"
"10297950","Male","White, non-Hispanic",2020,2021,2020-05-10,2021-10-05,"Probation","Completed","Violent"
"10298075","Male","Missing",2007,NA,2007-05-31,NA,"Probation",NA,"Violent"
"10298083","Male","Black, non-Hispanic",2023,NA,2023-02-06,NA,"Probation",NA,"Property"
"10298118","Male","White, non-Hispanic",2016,2021,2016-05-13,2021-07-17,"Probation","Completed","Drugs"
"10298133","Male","Missing",2019,NA,2019-09-16,NA,"Probation",NA,"Violent"
"10298281","Female","White, non-Hispanic",2020,2022,2020-06-07,2022-02-27,"Probation","Other","Violent"
"10298320","Female","White, non-Hispanic",2020,2021,2020-02-08,2021-08-14,"Parole","Revoked","Violent"
"10298361","Female","Black, non-Hispanic",2022,2023,2022-02-11,2023-03-16,"Probation","Completed","Drugs"
"10298444","Male","Black, non-Hispanic",2015,2021,2015-05-24,2021-07-16,"Parole","Revoked","Other"
"10298469","Male","Black, non-Hispanic",2020,2022,2020-06-16,2022-01-22,"Parole","Revoked","Property"
"10298489","Male","Missing",2019,2019,2019-02-28,2019-03-27,"Probation","Revoked","Other"
"10298489","Male","Missing",2022,2022,2022-12-16,2022-12-17,"Probation","Other","Violent"
"10298627","Male","Hispanic, any race",2020,2022,2020-04-05,2022-10-06,"Probation","Revoked","Violent"
"10298706","Male","Missing",2020,2022,2020-10-06,2022-03-01,"Probation","Completed","Other"
"10298721","Male","Missing",2001,NA,2001-01-24,NA,"Probation",NA,"Violent"
"10298815","Male","White, non-Hispanic",2014,2022,2014-06-12,2022-09-27,"Parole","Revoked","Violent"
"10298823","Male","Missing",2014,2020,2014-08-01,2020-09-03,"Parole","Revoked","Violent"
"10298827","Male","White, non-Hispanic",2022,NA,2022-11-26,NA,"Probation",NA,"Property"
"10298831","Male","Black, non-Hispanic",2019,2019,2019-06-06,2019-10-20,"Parole","Completed","Drugs"
"10298850","Male","Black, non-Hispanic",2021,2021,2021-06-16,2021-07-29,"Probation","Completed","Other"
"10298917","Male","Black, non-Hispanic",2019,2019,2019-01-25,2019-08-25,"Probation","Completed","Violent"
"10298950","Male","White, non-Hispanic",2015,2021,2015-05-09,2021-07-01,"Probation","Completed","Other"
"10299113","Male","Black, non-Hispanic",2017,2022,2017-12-22,2022-06-09,"Probation","Revoked","Drugs"
"10299158","Male","Black, non-Hispanic",2023,NA,2023-05-18,NA,"Probation",NA,"Violent"
"10299304","Male","White, non-Hispanic",2015,2020,2015-09-05,2020-08-17,"Parole","Completed","Other"
"10299505","Male","Missing",2016,2022,2016-09-09,2022-08-08,"Probation","Revoked","Other"
"10299633","Male","Hispanic, any race",2016,2020,2016-02-06,2020-01-15,"Probation","Completed","Property"
"10299694","Male","Other, non-Hispanic",2023,NA,2023-08-21,NA,"Parole",NA,"Drugs"
"10299763","Male","White, non-Hispanic",2021,2023,2021-08-17,2023-02-25,"Probation","Other","Other"
"10299860","Male","White, non-Hispanic",2019,2021,2019-08-11,2021-06-17,"Probation","Completed","Other"
"10299895","Male","Black, non-Hispanic",2021,2021,2021-02-11,2021-10-07,"Parole","Revoked","Other"
"10299964","Male","Black, non-Hispanic",2021,2022,2021-11-19,2022-12-21,"Probation","Revoked","Property"
"10300017","Male","White, non-Hispanic",2017,2021,2017-11-22,2021-05-20,"Probation","Completed","Violent"
"10300077","Male","Missing",2012,2021,2012-07-12,2021-07-20,"Parole","Completed","Violent"
"10300154","Male","Hispanic, any race",2023,NA,2023-03-27,NA,"Probation",NA,"Other"
"10300212","Male","White, non-Hispanic",2019,2021,2019-05-28,2021-09-12,"Parole","Revoked","Other"
"10300402","Male","Black, non-Hispanic",2023,NA,2023-07-30,NA,"Parole",NA,"Drugs"
"10300477","Male","Black, non-Hispanic",2021,2022,2021-02-05,2022-04-24,"Probation","Completed","Drugs"
"10300511","Male","White, non-Hispanic",2018,2022,2018-02-11,2022-04-29,"Probation","Completed","Other"
"10300739","Female","White, non-Hispanic",2023,2023,2023-02-11,2023-09-08,"Probation","Revoked","Property"
"10300808","Male","White, non-Hispanic",2021,2021,2021-07-21,2021-07-29,"Probation","Revoked","Violent"
"10300834","Male","White, non-Hispanic",2017,2021,2017-07-02,2021-04-25,"Probation","Completed","Violent"
"10300852","Male","Black, non-Hispanic",2018,2020,2018-10-28,2020-02-19,"Probation","Completed","Drugs"
"10300922","Male","White, non-Hispanic",2021,2021,2021-01-25,2021-04-19,"Probation","Completed","Other"
"10301069","Male","Hispanic, any race",2019,2019,2019-09-02,2019-11-16,"Probation","Completed","Property"
"10301132","Male","Black, non-Hispanic",2021,2023,2021-07-30,2023-12-21,"Parole","Revoked","Property"
"10301139","Male","Black, non-Hispanic",2011,2020,2011-12-09,2020-10-05,"Parole","Revoked","Violent"
"10301194","Female","White, non-Hispanic",2019,2023,2019-05-30,2023-01-07,"Probation","Revoked","Other"
"10301333","Male","Black, non-Hispanic",2019,2020,2019-04-18,2020-10-09,"Parole","Completed","Drugs"
"10301349","Female","Black, non-Hispanic",2023,2023,2023-06-15,2023-08-03,"Probation","Completed","Property"
"10301367","Female","White, non-Hispanic",2019,2019,2019-11-11,2019-12-17,"Parole","Completed","Other"
"10301641","Male","White, non-Hispanic",2020,2022,2020-04-18,2022-03-23,"Parole","Revoked","Violent"
"10301715","Male","Hispanic, any race",2021,NA,2021-06-11,NA,"Probation",NA,"Violent"
"10301795","Male","Hispanic, any race",2017,2019,2017-07-22,2019-10-06,"Parole","Completed","Property"
"10301816","Male","Hispanic, any race",2016,2020,2016-05-15,2020-05-22,"Probation","Completed","Other"
"10301921","Male","Black, non-Hispanic",2021,2023,2021-03-19,2023-05-10,"Probation","Revoked","Property"
"10301921","Male","Black, non-Hispanic",2021,2021,2021-09-25,2021-11-08,"Probation","Completed","Other"
"10301974","Male","Hispanic, any race",2022,NA,2022-11-09,NA,"Probation",NA,"Violent"
"10301976","Male","Black, non-Hispanic",2015,2020,2015-09-08,2020-02-06,"Probation","Revoked","Violent"
"10301988","Male","Black, non-Hispanic",2017,2019,2017-04-11,2019-08-06,"Parole","Revoked","Violent"
"10302040","Female","Hispanic, any race",2019,2019,2019-04-27,2019-06-19,"Probation","Completed","Drugs"
"10302042","Male","Black, non-Hispanic",2003,NA,2003-05-30,NA,"Parole",NA,"Violent"
"10302081","Female","White, non-Hispanic",2020,2020,2020-01-04,2020-11-30,"Parole","Revoked","Property"
"10302150","Male","White, non-Hispanic",2017,2023,2017-01-17,2023-07-28,"Probation","Other","Violent"
"10302237","Male","Black, non-Hispanic",2022,2022,2022-04-30,2022-07-31,"Probation","Other","Drugs"
"10302342","Male","White, non-Hispanic",2014,2022,2014-01-17,2022-04-21,"Parole","Completed","Violent"
"10302442","Male","Black, non-Hispanic",2020,2021,2020-09-19,2021-11-19,"Probation","Revoked","Property"
"10302464","Male","White, non-Hispanic",2019,2019,2019-11-13,2019-11-28,"Probation","Completed","Drugs"
"10302473","Male","Other, non-Hispanic",2023,NA,2023-01-27,NA,"Parole",NA,"Property"
"10302567","Male","White, non-Hispanic",2015,2022,2015-12-07,2022-08-27,"Probation","Other","Violent"
"10302605","Male","White, non-Hispanic",2021,2023,2021-06-11,2023-02-16,"Probation","Completed","Other"
"10302645","Female","Black, non-Hispanic",2018,NA,2018-07-18,NA,"Parole",NA,"Violent"
"10302716","Male","Black, non-Hispanic",2006,NA,2006-08-26,NA,"Probation",NA,"Violent"
"10302745","Male","White, non-Hispanic",2023,NA,2023-07-25,NA,"Probation",NA,"Violent"
"10302746","Female","Missing",2021,2021,2021-08-28,2021-09-08,"Probation","Completed","Drugs"
"10302817","Female","Missing",2020,2020,2020-06-26,2020-11-01,"Parole","Completed","Drugs"
"10302889","Male","Black, non-Hispanic",2020,2022,2020-05-30,2022-07-27,"Parole","Completed","Violent"
"10303007","Male","Black, non-Hispanic",2014,2023,2014-08-11,2023-02-18,"Parole","Completed","Violent"
"10303020","Male","Black, non-Hispanic",2019,2019,2019-07-20,2019-09-18,"Probation","Other","Other"
"10303039","Male","White, non-Hispanic",2011,NA,2011-05-01,NA,"Probation",NA,"Violent"
"10303333","Male","Black, non-Hispanic",2018,2020,2018-09-14,2020-08-30,"Probation","Completed","Violent"
"10303403","Male","White, non-Hispanic",2022,2022,2022-01-21,2022-10-18,"Parole","Completed","Drugs"
"10303463","Male","Black, non-Hispanic",2014,NA,2014-02-10,NA,"Parole",NA,"Violent"
"10303493","Male","Hispanic, any race",2020,2020,2020-09-02,2020-10-02,"Probation","Completed","Drugs"
"10303560","Female","White, non-Hispanic",2023,NA,2023-03-19,NA,"Probation",NA,"Drugs"
"10303596","Male","Black, non-Hispanic",2006,NA,2006-04-03,NA,"Probation",NA,"Violent"
"10303653","Male","White, non-Hispanic",2016,2020,2016-09-20,2020-08-13,"Probation","Revoked","Drugs"
"10303730","Male","Black, non-Hispanic",2020,2020,2020-04-23,2020-07-26,"Probation","Revoked","Property"
"10303770","Male","Hispanic, any race",2021,NA,2021-08-29,NA,"Probation",NA,"Other"
"10303797","Male","Missing",2019,NA,2019-05-13,NA,"Probation",NA,"Violent"
"10303816","Male","White, non-Hispanic",2018,2020,2018-04-08,2020-08-28,"Probation","Completed","Drugs"
"10303825","Male","White, non-Hispanic",2022,2022,2022-05-30,2022-09-12,"Probation","Other","Property"
"10303839","Male","Black, non-Hispanic",2020,2021,2020-01-01,2021-11-28,"Probation","Completed","Property"
"10303859","Male","Missing",2012,NA,2012-11-19,NA,"Probation",NA,"Violent"
"10303914","Male","Hispanic, any race",2018,NA,2018-10-05,NA,"Probation",NA,"Property"
"10303925","Male","Black, non-Hispanic",2021,2021,2021-12-09,2021-12-21,"Probation","Completed","Property"
"10304037","Male","Missing",2006,NA,2006-02-20,NA,"Parole",NA,"Property"
"10304047","Male","White, non-Hispanic",2021,NA,2021-12-08,NA,"Parole",NA,"Violent"
"10304056","Male","White, non-Hispanic",2021,2023,2021-11-06,2023-01-11,"Parole","Revoked","Property"
"10304076","Female","Missing",2023,2023,2023-01-23,2023-07-20,"Probation","Completed","Drugs"
"10304204","Male","Black, non-Hispanic",2014,2019,2014-03-08,2019-05-22,"Parole","Revoked","Drugs"
"10304211","Female","Black, non-Hispanic",2019,2021,2019-11-07,2021-02-10,"Parole","Revoked","Other"
"10304219","Male","Hispanic, any race",2018,2023,2018-01-08,2023-02-19,"Probation","Revoked","Violent"
"10304236","Male","Black, non-Hispanic",2019,2022,2019-11-30,2022-10-19,"Parole","Completed","Violent"
"10304267","Male","Hispanic, any race",2020,2022,2020-05-23,2022-07-30,"Probation","Revoked","Other"
"10304406","Male","Black, non-Hispanic",1997,2021,1997-03-04,2021-12-21,"Probation","Completed","Violent"
"10304456","Male","White, non-Hispanic",2003,NA,2003-12-28,NA,"Parole",NA,"Violent"
"10304498","Male","Missing",2016,2021,2016-07-25,2021-02-27,"Probation","Other","Violent"
"10304523","Male","White, non-Hispanic",2021,2021,2021-04-26,2021-12-30,"Parole","Completed","Property"
"10304547","Male","Black, non-Hispanic",2019,2019,2019-04-29,2019-11-03,"Parole","Revoked","Property"
"10304564","Male","Black, non-Hispanic",2014,2020,2014-07-13,2020-01-21,"Probation","Completed","Violent"
"10304728","Male","White, non-Hispanic",2007,NA,2007-07-04,NA,"Parole",NA,"Violent"
"10304774","Male","Hispanic, any race",2015,2019,2015-02-04,2019-11-07,"Parole","Revoked","Property"
"10304848","Male","Black, non-Hispanic",2019,2019,2019-03-22,2019-05-22,"Probation","Completed","Drugs"
"10305037","Male","White, non-Hispanic",2019,2022,2019-10-26,2022-06-08,"Parole","Completed","Drugs"
"10305238","Male","Black, non-Hispanic",2020,2023,2020-11-01,2023-09-03,"Probation","Revoked","Drugs"
"10305330","Male","White, non-Hispanic",2018,NA,2018-06-01,NA,"Probation",NA,"Property"
"10305518","Male","White, non-Hispanic",2021,NA,2021-07-20,NA,"Probation",NA,"Violent"
"10305521","Male","Missing",2020,NA,2020-03-08,NA,"Parole",NA,"Violent"
"10305644","Male","Hispanic, any race",2022,2022,2022-07-17,2022-09-17,"Parole","Completed","Property"
"10305685","Male","Hispanic, any race",2020,2020,2020-07-12,2020-08-24,"Probation","Completed","Drugs"
"10305809","Female","White, non-Hispanic",2020,2020,2020-03-29,2020-12-12,"Parole","Completed","Violent"
"10305956","Male","Missing",2021,2021,2021-06-21,2021-08-16,"Parole","Other","Other"
"10306055","Male","White, non-Hispanic",2020,2020,2020-01-28,2020-07-31,"Parole","Completed","Property"
"10306101","Male","White, non-Hispanic",2020,2020,2020-09-04,2020-11-24,"Probation","Revoked","Other"
"10306146","Male","Black, non-Hispanic",2018,2019,2018-03-04,2019-08-09,"Parole","Other","Other"
"10306167","Female","White, non-Hispanic",2021,2022,2021-02-22,2022-09-21,"Parole","Completed","Drugs"
"10306227","Male","Hispanic, any race",2017,2020,2017-09-14,2020-03-17,"Parole","Revoked","Violent"
"10306252","Female","White, non-Hispanic",2019,2019,2019-09-03,2019-10-19,"Probation","Completed","Drugs"
"10306379","Male","Black, non-Hispanic",2023,NA,2023-11-28,NA,"Probation",NA,"Violent"
"10306420","Male","Hispanic, any race",2020,NA,2020-10-16,NA,"Probation",NA,"Property"
"10306425","Male","White, non-Hispanic",2023,2023,2023-03-30,2023-06-21,"Probation","Other","Other"
"10306496","Male","Black, non-Hispanic",2021,2023,2021-12-02,2023-03-17,"Probation","Revoked","Property"
"10306520","Male","White, non-Hispanic",2022,2022,2022-03-27,2022-06-07,"Probation","Completed","Other"
"10306592","Male","White, non-Hispanic",2014,2021,2014-09-11,2021-04-04,"Probation","Completed","Violent"
"10306608","Male","White, non-Hispanic",2003,NA,2003-10-15,NA,"Probation",NA,"Violent"
"10306658","Male","Missing",2023,2023,2023-09-11,2023-12-17,"Probation","Completed","Drugs"
"10306812","Male","Black, non-Hispanic",2021,NA,2021-08-19,NA,"Probation",NA,"Violent"
"10306815","Male","Black, non-Hispanic",2019,2020,2019-02-14,2020-10-06,"Parole","Completed","Other"
"10306821","Male","Missing",2003,NA,2003-01-13,NA,"Parole",NA,"Violent"
"10306867","Male","Black, non-Hispanic",2021,2021,2021-08-15,2021-10-31,"Parole","Revoked","Drugs"
"10306881","Male","White, non-Hispanic",2021,2023,2021-09-29,2023-04-29,"Probation","Other","Other"
"10306941","Male","Hispanic, any race",2023,NA,2023-06-04,NA,"Probation",NA,"Violent"
"10306950","Male","Hispanic, any race",2013,2020,2013-08-21,2020-03-11,"Parole","Completed","Property"
"10306999","Male","Missing",2009,NA,2009-01-26,NA,"Parole",NA,"Violent"
"10307021","Female","White, non-Hispanic",2020,2020,2020-01-01,2020-04-23,"Probation","Completed","Drugs"
"10307024","Female","Hispanic, any race",2023,NA,2023-01-20,NA,"Probation",NA,"Property"
"10307111","Male","Other, non-Hispanic",2019,2019,2019-12-21,2019-12-28,"Parole","Completed","Drugs"
"10307120","Male","White, non-Hispanic",2020,2022,2020-11-24,2022-09-09,"Probation","Completed","Other"
"10307273","Male","Missing",2015,NA,2015-12-30,NA,"Parole",NA,"Violent"
"10307328","Male","Black, non-Hispanic",2018,2020,2018-12-24,2020-05-02,"Probation","Completed","Other"
"10307366","Male","Black, non-Hispanic",2020,2021,2020-06-08,2021-07-03,"Parole","Revoked","Violent"
"10307397","Female","White, non-Hispanic",2020,NA,2020-07-15,NA,"Probation",NA,"Violent"
"10307443","Male","Black, non-Hispanic",2021,2023,2021-02-18,2023-02-07,"Probation","Other","Property"
"10307590","Male","Black, non-Hispanic",2018,NA,2018-09-22,NA,"Probation",NA,"Drugs"
"10307590","Male","Black, non-Hispanic",2019,2019,2019-04-17,2019-10-22,"Probation","Completed","Drugs"
"10307702","Male","Black, non-Hispanic",2021,NA,2021-07-30,NA,"Parole",NA,"Violent"
"10307705","Male","Missing",2023,2023,2023-08-05,2023-10-22,"Parole","Completed","Other"
"10307715","Male","White, non-Hispanic",2020,NA,2020-12-31,NA,"Parole",NA,"Violent"
"10307891","Male","Black, non-Hispanic",2019,2019,2019-05-04,2019-06-06,"Parole","Completed","Violent"
"10307967","Male","Black, non-Hispanic",2019,2019,2019-08-02,2019-08-30,"Probation","Other","Property"
"10308029","Male","Black, non-Hispanic",2023,NA,2023-09-06,NA,"Parole",NA,"Violent"
"10308127","Male","White, non-Hispanic",2019,NA,2019-09-14,NA,"Parole",NA,"Violent"
"10308228","Male","White, non-Hispanic",2021,2023,2021-10-25,2023-08-12,"Probation","Completed","Other"
"10308230","Male","White, non-Hispanic",2019,2019,2019-01-12,2019-03-31,"Parole","Completed","Drugs"
"10308320","Male","White, non-Hispanic",2016,2020,2016-12-26,2020-03-12,"Parole","Completed","Property"
"10308385","Male","Missing",2019,2021,2019-02-19,2021-11-19,"Probation","Completed","Drugs"
"10308394","Male","White, non-Hispanic",2019,NA,2019-11-27,NA,"Parole",NA,"Violent"
"10308412","Male","White, non-Hispanic",2018,2019,2018-02-20,2019-07-18,"Probation","Revoked","Property"
"10308416","Male","Black, non-Hispanic",2017,NA,2017-12-30,NA,"Parole",NA,"Drugs"
"10308462","Male","White, non-Hispanic",2023,NA,2023-10-08,NA,"Parole",NA,"Drugs"
"10308518","Male","Black, non-Hispanic",2021,2022,2021-04-09,2022-09-11,"Probation","Revoked","Other"
"10308571","Male","Black, non-Hispanic",2022,NA,2022-07-31,NA,"Probation",NA,"Drugs"
"10308930","Male","Black, non-Hispanic",2020,2022,2020-10-24,2022-04-10,"Probation","Completed","Violent"
"10308939","Male","White, non-Hispanic",2023,NA,2023-01-27,NA,"Probation",NA,"Violent"
