person_id,start_date,end_date,offense_category,sex,race,start_year,end_year,supervision_type,end_reason
10227966,2019-05-09,2019-09-25,Violent,Male,"White, non-Hispanic",2019,2019,Parole,Completed
10228037,2023-08-13,,Public order,Male,Missing,2023,,Probation,
10228062,2017-11-23,2019-09-16,Property,Male,"White, non-Hispanic",2017,2019,Probation,Revoked
10228074,1999-05-27,2019-01-10,Violent,Male,"Black, non-Hispanic",1999,2019,Probation,Completed
10228083,2021-02-18,2022-07-12,Other/unspecified,Female,Missing,2021,2022,Probation,Completed
10228125,2018-01-27,2019-03-03,Property,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10228175,2022-01-20,,Violent,Male,"White, non-Hispanic",2022,,Probation,
10228178,2010-07-07,2021-12-29,Violent,Male,"Black, non-Hispanic",2010,2021,Probation,Completed
10228184,2021-04-23,,Violent,Male,"Hispanic, any race",2021,,Probation,
10228435,2017-02-06,2022-11-07,Violent,Male,"Hispanic, any race",2017,2022,Probation,Completed
10228538,2022-10-27,,Public order,Male,"White, non-Hispanic",2022,,Probation,
10228565,2019-05-23,2019-08-25,Public order,Male,"Black, non-Hispanic",2019,2019,Parole,Revoked
10228591,2022-05-02,2022-06-30,Public order,Female,"White, non-Hispanic",2022,2022,Probation,Completed
10228657,2018-03-21,2019-03-04,Other/unspecified,Male,Missing,2018,2019,Parole,Revoked
10228678,2019-03-11,,Violent,Male,"Black, non-Hispanic",2019,,Probation,
10228679,2017-05-01,,Violent,Male,Missing,2017,,Probation,
10228718,2012-04-04,,Violent,Male,"White, non-Hispanic",2012,,Probation,
10228861,2016-11-30,2019-12-18,Drugs,Male,"Black, non-Hispanic",2016,2019,Probation,Completed
10228907,2015-10-19,,Violent,Male,Missing,2015,,Parole,
10228955,2020-12-30,2023-05-11,Violent,Male,"Hispanic, any race",2020,2023,Parole,Completed
10228963,2022-12-07,2023-04-15,Violent,Male,"White, non-Hispanic",2022,2023,Parole,Revoked
10228972,2019-03-08,2019-06-18,Public order,Male,"White, non-Hispanic",2019,2019,Parole,Revoked
10228981,2021-10-31,2021-12-29,Property,Male,"White, non-Hispanic",2021,2021,Probation,Completed
10228984,2021-05-19,2021-09-25,Drugs,Male,"White, non-Hispanic",2021,2021,Parole,Other
10229112,2021-10-25,2023-12-15,Violent,Male,"White, non-Hispanic",2021,2023,Probation,Completed
10229116,2019-01-06,2021-12-29,Drugs,Male,"White, non-Hispanic",2019,2021,Probation,Completed
10229120,2021-06-03,2021-11-02,Public order,Male,"White, non-Hispanic",2021,2021,Probation,Completed
10229135,2011-03-06,,Drugs,Female,"Black, non-Hispanic",2011,,Parole,
10229207,2020-02-18,2023-10-13,Violent,Male,"White, non-Hispanic",2020,2023,Probation,Completed
10229227,2018-09-19,2019-11-30,Public order,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10229266,2022-06-09,2023-01-16,Public order,Male,"Black, non-Hispanic",2022,2023,Probation,Completed
10229311,2021-08-30,2023-10-31,Violent,Male,"Black, non-Hispanic",2021,2023,Parole,Completed
10229437,2020-05-08,2021-08-11,Public order,Male,"Black, non-Hispanic",2020,2021,Probation,Other
10229499,2019-07-20,2020-07-21,Drugs,Male,"Black, non-Hispanic",2019,2020,Probation,Completed
10229500,2014-04-26,2023-08-09,Drugs,Male,Missing,2014,2023,Probation,Completed
10229729,2022-12-18,2023-08-06,Property,Male,"Black, non-Hispanic",2022,2023,Probation,Other
10229742,2023-03-24,2023-06-05,Public order,Male,"White, non-Hispanic",2023,2023,Parole,Completed
10229779,1993-08-01,,Violent,Male,"White, non-Hispanic",1993,,Probation,
10229816,2022-02-01,2023-08-21,Property,Male,"White, non-Hispanic",2022,2023,Probation,Revoked
10229870,2018-12-25,,Violent,Female,"White, non-Hispanic",2018,,Probation,
10229983,2016-09-24,2020-10-28,Violent,Female,"White, non-Hispanic",2016,2020,Probation,Completed
10230016,2020-07-26,2021-12-09,Property,Male,"White, non-Hispanic",2020,2021,Probation,Revoked
10230078,2017-07-31,2019-03-24,Violent,Male,"White, non-Hispanic",2017,2019,Probation,Revoked
10230080,1997-01-12,2021-04-12,Violent,Male,"White, non-Hispanic",1997,2021,Probation,Revoked
10230088,2013-03-09,,Other/unspecified,Male,"White, non-Hispanic",2013,,Parole,
10230137,2018-08-03,2020-05-04,Violent,Male,"Black, non-Hispanic",2018,2020,Probation,Other
10230167,2020-01-26,,Property,Male,"Black, non-Hispanic",2020,,Probation,
10230212,2013-03-01,2019-02-25,Property,Male,"White, non-Hispanic",2013,2019,Probation,Other
10230238,2017-10-04,,Violent,Male,"Hispanic, any race",2017,,Probation,
10230249,2019-09-15,2019-11-28,Property,Male,"White, non-Hispanic",2019,2019,Probation,Other
10230307,2017-10-03,2020-03-30,Violent,Male,Missing,2017,2020,Probation,Revoked
10230327,2018-12-10,2019-07-01,Public order,Male,"Hispanic, any race",2018,2019,Parole,Completed
10230470,2023-10-17,,Property,Male,Missing,2023,,Parole,
10230513,2018-10-12,2020-02-01,Drugs,Female,Missing,2018,2020,Probation,Other
10230651,2018-12-19,2022-12-05,Property,Male,"Other race(s), non-Hispanic",2018,2022,Probation,Other
10230780,2018-10-21,2020-04-26,Property,Female,"Black, non-Hispanic",2018,2020,Probation,Completed
10230794,2023-06-04,,Violent,Male,"White, non-Hispanic",2023,,Parole,
10230819,2019-02-25,2020-09-14,Property,Male,Missing,2019,2020,Parole,Completed
10230853,2016-06-14,2019-10-22,Drugs,Male,"White, non-Hispanic",2016,2019,Probation,Completed
10230954,2017-08-30,,Violent,Male,"White, non-Hispanic",2017,,Parole,
10231025,2021-01-11,,Violent,Male,"White, non-Hispanic",2021,,Parole,
10231034,2021-07-05,,Violent,Male,"White, non-Hispanic",2021,,Probation,
10231130,2017-03-20,2021-01-09,Public order,Male,"Black, non-Hispanic",2017,2021,Probation,Completed
10231161,2022-01-19,2022-03-21,Violent,Male,"Black, non-Hispanic",2022,2022,Probation,Completed
10231179,2019-01-02,,Violent,Male,"Black, non-Hispanic",2019,,Probation,
10231202,2018-04-30,2019-08-07,Public order,Male,"Black, non-Hispanic",2018,2019,Probation,Revoked
10231204,2008-12-12,2021-10-30,Violent,Male,"Black, non-Hispanic",2008,2021,Probation,Completed
10231236,2020-12-02,2021-02-21,Public order,Female,"White, non-Hispanic",2020,2021,Probation,Completed
10231252,2023-09-16,,Public order,Male,"Hispanic, any race",2023,,Probation,
10231260,2020-01-06,2021-05-20,Drugs,Male,"White, non-Hispanic",2020,2021,Parole,Other
10231282,2022-04-26,,Drugs,Male,Missing,2022,,Parole,
10231362,2019-09-10,2021-12-31,Property,Male,"Hispanic, any race",2019,2021,Probation,Revoked
10231394,2021-07-15,2021-11-29,Property,Male,"White, non-Hispanic",2021,2021,Probation,Revoked
10231444,2012-02-15,2022-07-20,Violent,Male,"White, non-Hispanic",2012,2022,Probation,Completed
10231459,2023-02-05,,Drugs,Male,"Black, non-Hispanic",2023,,Parole,
10231468,2020-09-04,,Drugs,Male,"Black, non-Hispanic",2020,,Parole,
10231513,2019-07-11,2019-10-26,Drugs,Male,"White, non-Hispanic",2019,2019,Parole,Revoked
10231629,2019-04-22,2020-02-14,Property,Female,"Black, non-Hispanic",2019,2020,Probation,Other
10231687,2020-11-18,2022-10-30,Public order,Male,Missing,2020,2022,Parole,Revoked
10231688,2018-03-07,,Violent,Male,"White, non-Hispanic",2018,,Probation,
10231698,2019-05-14,2020-12-09,Public order,Male,"White, non-Hispanic",2019,2020,Probation,Revoked
10231713,2021-03-20,2022-07-01,Public order,Male,"White, non-Hispanic",2021,2022,Probation,Completed
10231789,2023-05-28,2023-10-16,Property,Male,"Black, non-Hispanic",2023,2023,Parole,Completed
10231855,2019-03-29,2020-11-03,Property,Male,"White, non-Hispanic",2019,2020,Probation,Revoked
10231877,2013-04-26,,Violent,Male,"White, non-Hispanic",2013,,Probation,
10231914,1978-01-11,,Violent,Male,"White, non-Hispanic",1978,,Probation,
10231956,1993-12-24,,Violent,Male,"White, non-Hispanic",1993,,Probation,
10231993,2013-10-21,2022-09-21,Property,Male,Missing,2013,2022,Probation,Completed
10232060,2017-07-06,,Violent,Male,"White, non-Hispanic",2017,,Parole,
10232142,2019-12-25,2019-12-26,Property,Male,Missing,2019,2019,Probation,Completed
10232172,2018-02-07,2021-02-10,Violent,Male,"Black, non-Hispanic",2018,2021,Probation,Revoked
10232246,2019-10-30,,Violent,Male,"White, non-Hispanic",2019,,Parole,
10232275,2023-08-10,,Violent,Male,"Black, non-Hispanic",2023,,Probation,
10232277,2019-04-26,2020-11-24,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10232290,2018-11-12,2020-06-22,Property,Male,"Other race(s), non-Hispanic",2018,2020,Parole,Other
10232294,2017-10-04,2019-12-03,Drugs,Male,Missing,2017,2019,Probation,Completed
10232303,2011-03-30,2022-07-06,Violent,Male,"Black, non-Hispanic",2011,2022,Probation,Completed
10232306,2016-02-17,2019-11-07,Violent,Male,"Black, non-Hispanic",2016,2019,Probation,Completed
10232321,2020-11-23,2021-12-07,Drugs,Female,"White, non-Hispanic",2020,2021,Probation,Completed
10232400,2020-04-09,2021-02-12,Drugs,Male,Missing,2020,2021,Probation,Completed
10232401,2017-06-15,2019-10-24,Property,Male,"White, non-Hispanic",2017,2019,Parole,Completed
10232418,2021-09-07,2022-08-18,Property,Male,"White, non-Hispanic",2021,2022,Probation,Revoked
10232461,2016-06-24,2023-07-15,Violent,Male,"Hispanic, any race",2016,2023,Probation,Completed
10232521,2018-08-28,2019-07-04,Property,Male,"Black, non-Hispanic",2018,2019,Parole,Completed
10232540,2019-11-05,,Violent,Male,Missing,2019,,Parole,
10232556,2021-06-13,,Violent,Male,"White, non-Hispanic",2021,,Probation,
10232742,2021-07-08,,Violent,Male,"White, non-Hispanic",2021,,Probation,
10232746,2019-12-31,2021-12-05,Violent,Male,"Hispanic, any race",2019,2021,Probation,Other
10232778,2017-06-10,,Violent,Male,"Black, non-Hispanic",2017,,Probation,
10232788,2020-06-03,,Violent,Male,"Black, non-Hispanic",2020,,Probation,
10232822,2023-04-09,,Violent,Male,"White, non-Hispanic",2023,,Probation,
10232919,2020-02-25,2020-06-27,Property,Male,"Black, non-Hispanic",2020,2020,Probation,Completed
10232962,2018-03-24,2019-05-23,Violent,Male,"Black, non-Hispanic",2018,2019,Probation,Completed
10232980,2019-10-05,2021-11-23,Violent,Male,Missing,2019,2021,Parole,Completed
10232983,2018-08-04,2019-02-26,Drugs,Male,"White, non-Hispanic",2018,2019,Probation,Revoked
10232999,2006-01-11,,Violent,Male,"White, non-Hispanic",2006,,Probation,
10233034,2020-07-14,2022-04-13,Violent,Male,"White, non-Hispanic",2020,2022,Probation,Completed
10233076,2004-04-16,2020-06-17,Violent,Male,"Black, non-Hispanic",2004,2020,Probation,Completed
10233122,2021-09-22,2022-08-13,Drugs,Male,"Black, non-Hispanic",2021,2022,Probation,Completed
10233165,2019-09-03,2019-12-25,Property,Male,"Black, non-Hispanic",2019,2019,Probation,Completed
10233217,2021-12-26,2022-03-28,Drugs,Female,"Hispanic, any race",2021,2022,Parole,Completed
10233269,2018-12-11,2019-08-16,Public order,Male,"White, non-Hispanic",2018,2019,Parole,Completed
10233355,2020-05-20,,Property,Male,Missing,2020,,Probation,
10233465,2014-08-10,,Violent,Male,"Black, non-Hispanic",2014,,Parole,
10233466,2021-04-25,2022-11-21,Drugs,Male,Missing,2021,2022,Probation,Completed
10233499,2018-04-08,2020-10-15,Drugs,Male,"White, non-Hispanic",2018,2020,Parole,Completed
10233533,2021-11-23,2022-12-07,Property,Male,"White, non-Hispanic",2021,2022,Probation,Other
10233533,2023-02-15,,Property,Male,"White, non-Hispanic",2023,,Probation,
10233538,2019-12-17,2019-12-18,Property,Male,"Hispanic, any race",2019,2019,Probation,Revoked
10233605,2018-06-27,2019-05-01,Public order,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10233615,2020-05-30,,Violent,Male,"White, non-Hispanic",2020,,Probation,
10233619,2019-04-23,2022-08-13,Drugs,Male,"White, non-Hispanic",2019,2022,Probation,Other
10233624,2021-05-18,2023-03-11,Public order,Male,"White, non-Hispanic",2021,2023,Probation,Completed
10233716,2019-07-24,,Missing,Male,"Black, non-Hispanic",2019,,Parole,
10233730,2021-07-12,2022-06-01,Violent,Male,"White, non-Hispanic",2021,2022,Parole,Completed
10233734,2020-08-13,,Violent,Male,"Black, non-Hispanic",2020,,Probation,
10233747,2022-01-09,2023-06-13,Drugs,Male,"Black, non-Hispanic",2022,2023,Probation,Completed
10233766,2018-08-16,2019-02-18,Drugs,Male,"Black, non-Hispanic",2018,2019,Parole,Completed
10233805,2021-04-01,2022-02-13,Property,Male,"White, non-Hispanic",2021,2022,Probation,Revoked
10233836,2019-07-24,2021-07-17,Property,Male,"Black, non-Hispanic",2019,2021,Probation,Completed
10233874,2019-11-30,2020-07-22,Violent,Male,"White, non-Hispanic",2019,2020,Parole,Completed
10233886,2019-05-09,2020-09-02,Drugs,Male,"Black, non-Hispanic",2019,2020,Probation,Completed
10233891,2023-07-29,2023-08-05,Property,Male,"Black, non-Hispanic",2023,2023,Probation,Completed
10233912,2021-08-13,2021-11-16,Violent,Male,Missing,2021,2021,Probation,Completed
10233921,2023-02-07,2023-06-22,Violent,Male,"White, non-Hispanic",2023,2023,Parole,Completed
10234062,2021-09-10,,Violent,Male,Missing,2021,,Probation,
10234124,2022-03-27,,Violent,Male,"White, non-Hispanic",2022,,Parole,
10234175,2017-11-14,2020-01-15,Property,Male,"White, non-Hispanic",2017,2020,Parole,Completed
10234218,2020-12-03,,Property,Male,"White, non-Hispanic",2020,,Parole,
10234288,2021-06-10,2023-08-22,Violent,Female,"Hispanic, any race",2021,2023,Parole,Completed
10234324,2016-06-27,,Violent,Male,Missing,2016,,Probation,
10234326,2014-01-29,2023-02-19,Violent,Male,"Hispanic, any race",2014,2023,Parole,Revoked
10234332,1996-09-01,,Violent,Male,"Black, non-Hispanic",1996,,Probation,
10234332,2017-09-17,,Violent,Male,"Black, non-Hispanic",2017,,Probation,
10234369,2020-01-07,2020-03-31,Property,Male,"Hispanic, any race",2020,2020,Probation,Completed
10234410,2012-03-02,2021-09-28,Violent,Male,"Hispanic, any race",2012,2021,Probation,Completed
10234414,2019-10-12,,Property,Male,"Black, non-Hispanic",2019,,Probation,
10234442,2020-03-08,2021-03-21,Drugs,Male,"Black, non-Hispanic",2020,2021,Probation,Completed
10234449,2016-11-28,2020-11-18,Drugs,Male,"Black, non-Hispanic",2016,2020,Probation,Other
10234548,2022-03-25,2022-10-26,Drugs,Male,"Black, non-Hispanic",2022,2022,Probation,Revoked
10234634,2020-05-24,2020-09-05,Drugs,Female,"White, non-Hispanic",2020,2020,Parole,Completed
10234662,2019-01-25,2020-10-13,Drugs,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10234696,2020-07-29,2021-09-07,Violent,Male,"White, non-Hispanic",2020,2021,Probation,Revoked
10234736,2020-02-10,2020-07-04,Violent,Male,"Hispanic, any race",2020,2020,Parole,Completed
10234744,1998-04-27,,Violent,Male,"White, non-Hispanic",1998,,Probation,
10234771,2021-06-18,2022-01-02,Public order,Male,"Other race(s), non-Hispanic",2021,2022,Probation,Completed
10234822,2021-11-08,2022-06-23,Drugs,Male,"White, non-Hispanic",2021,2022,Parole,Completed
10234883,2021-01-23,2022-09-15,Violent,Male,"Hispanic, any race",2021,2022,Probation,Completed
10234884,2021-01-12,2023-01-20,Property,Male,"White, non-Hispanic",2021,2023,Parole,Other
10234974,2019-04-10,2020-02-01,Property,Male,"White, non-Hispanic",2019,2020,Probation,Revoked
10235076,2022-06-13,2023-08-27,Violent,Male,"Black, non-Hispanic",2022,2023,Parole,Completed
10235111,2020-09-23,2021-02-25,Public order,Male,"White, non-Hispanic",2020,2021,Probation,Completed
10235123,2019-08-18,2020-12-28,Violent,Male,"Hispanic, any race",2019,2020,Probation,Completed
10235140,2019-06-05,2020-09-16,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10235199,2022-04-08,2022-11-25,Violent,Male,"White, non-Hispanic",2022,2022,Probation,Completed
10235289,2004-09-08,2019-10-01,Violent,Male,Missing,2004,2019,Probation,Revoked
10235364,2021-04-22,2022-11-24,Violent,Male,"Hispanic, any race",2021,2022,Probation,Completed
10235374,2010-03-12,2019-09-20,Violent,Male,"Hispanic, any race",2010,2019,Probation,Completed
10235417,2018-03-22,2019-01-07,Violent,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10235428,2018-04-05,,Violent,Male,"Black, non-Hispanic",2018,,Parole,
10235433,2018-01-16,,Public order,Male,"Black, non-Hispanic",2018,,Parole,
10235456,2021-12-23,,Violent,Male,"Other race(s), non-Hispanic",2021,,Probation,
10235507,2019-01-20,,Violent,Male,"White, non-Hispanic",2019,,Probation,
10235569,2021-03-18,2021-05-26,Violent,Female,"White, non-Hispanic",2021,2021,Parole,Completed
10235605,2018-06-24,2019-02-15,Violent,Male,Missing,2018,2019,Probation,Completed
10235652,2014-11-03,2021-04-24,Drugs,Male,Missing,2014,2021,Probation,Completed
10235681,2020-05-25,2022-03-09,Drugs,Male,"Black, non-Hispanic",2020,2022,Probation,Other
10235686,2018-10-08,2019-04-24,Public order,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10235755,2019-06-25,2021-12-27,Property,Male,"White, non-Hispanic",2019,2021,Probation,Revoked
10235758,2021-04-03,2021-07-21,Public order,Male,Missing,2021,2021,Parole,Revoked
10235938,2020-07-22,2022-01-25,Violent,Male,"White, non-Hispanic",2020,2022,Probation,Completed
10235950,2019-09-23,2019-10-22,Drugs,Male,"White, non-Hispanic",2019,2019,Parole,Completed
10235999,2021-03-23,2022-02-21,Drugs,Male,"White, non-Hispanic",2021,2022,Probation,Completed
10236006,2018-06-23,2019-12-09,Violent,Male,"Hispanic, any race",2018,2019,Probation,Revoked
10236056,2014-09-15,,Violent,Female,Missing,2014,,Probation,
10236144,2017-09-05,2022-09-03,Property,Male,"Black, non-Hispanic",2017,2022,Parole,Revoked
10236193,2011-06-10,2019-01-27,Violent,Male,"White, non-Hispanic",2011,2019,Parole,Completed
10236322,2019-06-09,,Violent,Male,"Black, non-Hispanic",2019,,Probation,
10236353,2023-06-03,2023-07-05,Drugs,Male,Missing,2023,2023,Probation,Revoked
10236405,2001-05-25,,Violent,Male,"Black, non-Hispanic",2001,,Probation,
10236458,2019-04-18,2019-05-12,Drugs,Male,"White, non-Hispanic",2019,2019,Probation,Completed
10236465,2021-11-13,,Public order,Male,"White, non-Hispanic",2021,,Probation,
10236523,2015-08-07,2019-05-20,Drugs,Male,"Hispanic, any race",2015,2019,Parole,Other
10236570,2018-09-02,,Violent,Male,"White, non-Hispanic",2018,,Parole,
10236614,2017-04-15,2019-02-18,Violent,Male,"Black, non-Hispanic",2017,2019,Probation,Completed
10236631,2019-08-26,2019-12-26,Public order,Male,Missing,2019,2019,Probation,Completed
10236640,2019-06-08,2022-08-20,Violent,Male,"White, non-Hispanic",2019,2022,Parole,Completed
10236670,2020-03-28,2020-05-13,Violent,Female,"Hispanic, any race",2020,2020,Probation,Completed
10236856,2019-09-16,2021-01-28,Property,Male,Missing,2019,2021,Probation,Completed
10237059,2021-03-17,2021-06-09,Violent,Male,Missing,2021,2021,Probation,Other
10237084,2023-02-28,2023-05-31,Public order,Male,"Black, non-Hispanic",2023,2023,Parole,Completed
10237239,2016-11-06,2019-12-04,Drugs,Male,"Black, non-Hispanic",2016,2019,Parole,Completed
10237277,2018-09-08,2020-12-12,Violent,Male,"Black, non-Hispanic",2018,2020,Parole,Completed
10237397,2019-09-30,2019-12-18,Violent,Male,"Black, non-Hispanic",2019,2019,Probation,Completed
10237424,2020-09-26,2022-06-17,Drugs,Male,"White, non-Hispanic",2020,2022,Probation,Completed
10237512,2020-11-25,2021-01-14,Public order,Male,Missing,2020,2021,Probation,Revoked
10237551,1993-09-30,,Violent,Male,"Black, non-Hispanic",1993,,Parole,
10237555,2018-08-08,2019-04-10,Property,Male,"Black, non-Hispanic",2018,2019,Probation,Completed
10237579,2020-01-29,2020-02-20,Property,Female,"White, non-Hispanic",2020,2020,Probation,Completed
10237651,2017-05-15,,Violent,Male,"White, non-Hispanic",2017,,Probation,
10237655,2022-01-27,2023-05-05,Property,Male,"White, non-Hispanic",2022,2023,Probation,Other
10237695,2022-12-19,2023-01-21,Violent,Male,"White, non-Hispanic",2022,2023,Probation,Revoked
10237748,2023-04-18,2023-09-30,Drugs,Male,"White, non-Hispanic",2023,2023,Parole,Completed
10237756,2020-03-30,,Property,Male,Missing,2020,,Parole,
10237792,2019-01-12,2020-12-13,Public order,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10237853,2023-01-12,,Public order,Male,Missing,2023,,Parole,
10237870,2010-04-02,2023-09-27,Drugs,Male,"Black, non-Hispanic",2010,2023,Parole,Other
10237905,2020-12-28,2021-08-04,Drugs,Male,"White, non-Hispanic",2020,2021,Probation,Completed
10237924,2019-03-30,2019-09-01,Drugs,Male,"Black, non-Hispanic",2019,2019,Parole,Completed
10237984,2020-02-13,,Drugs,Male,"Other race(s), non-Hispanic",2020,,Probation,
10237994,2022-07-28,,Violent,Male,"White, non-Hispanic",2022,,Parole,
10238018,2018-10-22,2020-06-02,Violent,Male,Missing,2018,2020,Probation,Completed
10238031,2022-12-28,2022-12-29,Public order,Male,"Black, non-Hispanic",2022,2022,Parole,Completed
10238085,2017-11-16,2019-09-17,Violent,Male,Missing,2017,2019,Parole,Revoked
10238144,2019-09-20,,Property,Male,"Black, non-Hispanic",2019,,Probation,
10238159,2023-04-28,2023-10-28,Drugs,Male,Missing,2023,2023,Parole,Revoked
10238186,2022-01-21,2023-01-31,Drugs,Male,"White, non-Hispanic",2022,2023,Probation,Completed
10238271,2019-05-25,2019-10-11,Missing,Male,Missing,2019,2019,Parole,Completed
10238319,2018-08-17,2019-05-30,Public order,Male,"White, non-Hispanic",2018,2019,Probation,Revoked
10238467,2019-03-27,2020-03-19,Property,Male,"Hispanic, any race",2019,2020,Probation,Other
10238508,2018-12-19,2020-05-13,Violent,Male,"Black, non-Hispanic",2018,2020,Parole,Completed
10238522,2018-04-24,2020-02-27,Violent,Male,"Black, non-Hispanic",2018,2020,Probation,Completed
10238599,2009-03-13,,Violent,Male,"Black, non-Hispanic",2009,,Probation,
10238613,2019-09-24,2019-10-28,Property,Male,"Hispanic, any race",2019,2019,Probation,Completed
10238668,2021-05-12,2023-07-04,Violent,Male,"Black, non-Hispanic",2021,2023,Probation,Completed
10238692,2014-07-29,2019-03-20,Property,Male,"Hispanic, any race",2014,2019,Probation,Completed
10238813,2012-04-25,2019-09-06,Property,Male,"Black, non-Hispanic",2012,2019,Probation,Other
10238893,2015-09-15,,Violent,Male,"Hispanic, any race",2015,,Probation,
10238917,2019-02-02,2020-07-16,Public order,Male,Missing,2019,2020,Parole,Other
10238924,2019-03-15,2019-06-03,Missing,Male,"Black, non-Hispanic",2019,2019,Probation,Completed
10238964,1988-10-06,2020-06-03,Violent,Male,"Hispanic, any race",1988,2020,Probation,Completed
10239013,2022-01-28,2022-12-15,Violent,Male,"Hispanic, any race",2022,2022,Parole,Completed
10239015,2021-05-25,2022-11-19,Property,Male,"White, non-Hispanic",2021,2022,Probation,Completed
10239049,2022-12-04,2023-08-21,Drugs,Male,"Black, non-Hispanic",2022,2023,Probation,Completed
10239122,2008-06-19,,Violent,Male,"White, non-Hispanic",2008,,Parole,
10239143,2021-05-06,2021-07-25,Violent,Male,Missing,2021,2021,Probation,Completed
10239226,2015-03-24,2019-07-22,Public order,Female,"Black, non-Hispanic",2015,2019,Parole,Completed
10239309,2018-04-27,2021-09-07,Public order,Male,"Black, non-Hispanic",2018,2021,Probation,Completed
10239312,2019-08-13,2021-03-07,Drugs,Male,"Black, non-Hispanic",2019,2021,Probation,Completed
10239317,2020-01-08,2022-08-05,Violent,Male,"Black, non-Hispanic",2020,2022,Parole,Completed
10239342,2023-05-29,,Drugs,Male,"Black, non-Hispanic",2023,,Probation,
10239345,2020-06-06,2021-07-21,Drugs,Male,"White, non-Hispanic",2020,2021,Parole,Completed
10239376,2017-11-05,2019-01-19,Drugs,Male,"White, non-Hispanic",2017,2019,Probation,Completed
10239379,2004-06-19,2022-01-24,Violent,Male,"Black, non-Hispanic",2004,2022,Parole,Completed
10239402,2016-06-29,,Violent,Male,Missing,2016,,Parole,
10239411,2023-06-17,2023-07-16,Public order,Male,"Other race(s), non-Hispanic",2023,2023,Probation,Completed
10239430,2018-05-25,2020-07-11,Public order,Male,"Black, non-Hispanic",2018,2020,Probation,Completed
10239480,2018-10-31,2019-05-18,Violent,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10239497,2021-02-06,,Drugs,Male,"Black, non-Hispanic",2021,,Parole,
10239559,2022-04-19,2023-03-10,Drugs,Female,"White, non-Hispanic",2022,2023,Parole,Completed
10239593,2016-09-11,,Violent,Male,"Black, non-Hispanic",2016,,Parole,
10239640,2023-06-15,2023-09-30,Violent,Male,"Other race(s), non-Hispanic",2023,2023,Probation,Other
10239672,2012-06-28,2019-11-05,Other/unspecified,Female,"White, non-Hispanic",2012,2019,Parole,Completed
10239689,2021-12-13,2022-08-31,Public order,Male,"White, non-Hispanic",2021,2022,Probation,Completed
10239729,2023-12-04,,Violent,Male,Missing,2023,,Probation,
10239770,2019-09-24,2020-12-11,Violent,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10239823,2022-07-25,2022-10-12,Property,Male,"White, non-Hispanic",2022,2022,Parole,Completed
10239824,2023-03-25,,Violent,Male,"Black, non-Hispanic",2023,,Probation,
10239827,2022-12-23,,Violent,Male,"White, non-Hispanic",2022,,Probation,
10239845,2019-02-01,2019-03-04,Violent,Male,"Hispanic, any race",2019,2019,Probation,Completed
10239855,2011-03-16,2020-07-01,Violent,Male,"Black, non-Hispanic",2011,2020,Probation,Completed
10239978,2003-09-27,,Violent,Female,"Black, non-Hispanic",2003,,Probation,
10240052,2007-05-09,2019-05-28,Violent,Male,"Black, non-Hispanic",2007,2019,Probation,Completed
10240075,2018-12-28,2019-08-23,Drugs,Male,"Black, non-Hispanic",2018,2019,Probation,Other
10240229,2014-12-30,,Violent,Male,"Hispanic, any race",2014,,Probation,
10240350,2022-05-22,2023-04-29,Drugs,Male,"Black, non-Hispanic",2022,2023,Parole,Other
10240483,2019-04-30,2021-09-03,Property,Male,"Black, non-Hispanic",2019,2021,Probation,Completed
10240531,2020-05-27,2020-07-11,Property,Male,Missing,2020,2020,Parole,Completed
10240641,2017-05-30,2019-04-12,Property,Male,Missing,2017,2019,Probation,Completed
10240671,2020-03-16,2021-06-16,Public order,Male,"White, non-Hispanic",2020,2021,Probation,Revoked
10240678,2023-06-26,2023-11-28,Violent,Female,Missing,2023,2023,Probation,Completed
10240738,2019-04-12,2020-11-02,Property,Male,"White, non-Hispanic",2019,2020,Probation,Completed
10240819,2018-09-27,2021-07-27,Violent,Male,"Black, non-Hispanic",2018,2021,Probation,Completed
10240834,2016-09-28,,Property,Male,"White, non-Hispanic",2016,,Parole,
10240861,2019-08-27,2020-01-02,Property,Male,"Black, non-Hispanic",2019,2020,Probation,Completed
10240873,2018-09-05,2019-10-23,Property,Female,Missing,2018,2019,Probation,Completed
10240874,2018-12-24,2019-01-10,Public order,Male,"White, non-Hispanic",2018,2019,Probation,Completed
10240927,2016-05-27,2019-10-14,Violent,Male,"Black, non-Hispanic",2016,2019,Parole,Revoked
10240949,2019-08-30,2020-05-19,Violent,Male,"Black, non-Hispanic",2019,2020,Probation,Revoked
10240950,2020-04-10,2021-10-31,Public order,Male,Missing,2020,2021,Probation,Completed
10240955,2023-01-03,2023-08-08,Property,Male,"Hispanic, any race",2023,2023,Parole,Revoked
