"id","gender","race","hearing_year","hearing_type","risk_level"
4526,"Male","White",2018,NA,NA
4527,"Male","White",2023,"Revocation","Medium"
4528,"Male","White",2016,"Other","High"
4529,"Male","White",2018,NA,"Medium"
4530,"Male","White",2022,"Revocation","High"
4531,"Male","American Indian or Alaskan Native",2017,"Other","Medium"
4532,"Male","White",2020,"Regular",NA
4533,"Female","White",2022,"Revocation","Medium"
4534,"Male","White",2019,"Regular","High"
4535,"Male","White",2023,"Revocation","High"
4536,"Male","White",2018,NA,"High"
4537,"Male","White",2018,NA,"Medium"
4538,"Female","White",2022,"Revocation","Medium"
4539,"Female",NA,2017,"Regular","Low"
4540,"Male","White",2019,"Regular","Medium"
4541,"Male","White",2021,"Regular","High"
4542,"Male","White",2021,"Regular","Medium"
4543,"Male","White",2019,"Regular","High"
4544,"Male","White",2018,NA,"High"
4545,"Male","White",2020,"Regular","Medium"
4546,"Male","White",2017,"Regular","High"
4547,"Male","White",2019,"Regular","Medium"
4548,"Male","White",2023,"Revocation","Medium"
4549,"Male","White",2017,"Regular","Medium"
4550,"Male","White",2022,"Revocation","Medium"
4551,"Female",NA,2018,NA,"Medium"
4552,"Male","White",2017,"Regular","Medium"
4553,NA,"White",2016,"Other","Medium"
4554,"Female",NA,2022,"Revocation","Low"
4555,"Male","White",2020,"Regular","Medium"
4556,"Male","White",2018,NA,"Medium"
4557,"Male",NA,2019,"Regular","Medium"
4558,"Male",NA,2022,"Revocation","High"
4559,"Male","White",2019,"Regular","High"
4560,"Female","White",2023,"Revocation","Medium"
4561,"Male","White",2022,"Revocation","Medium"
4562,"Male","White",2023,"Revocation","High"
4563,"Female","White",2022,"Revocation","Medium"
4564,"Male","White",2020,"Regular","High"
4565,NA,"White",2017,"Regular","Low"
4566,"Male","White",2022,"Revocation","Medium"
4567,"Male","White",2016,"Other","Medium"
4568,"Male","White",2018,NA,NA
4569,"Male","American Indian or Alaskan Native",2020,"Regular","High"
4570,"Male","White",2021,"Regular","Medium"
4571,"Male","White",2018,NA,"Medium"
4572,"Female","White",2023,"Revocation","Medium"
4573,"Male","White",2023,"Revocation","Medium"
4574,"Male","White",2021,"Regular","High"
4575,"Male","White",2017,"Regular","High"
4576,"Male","White",2022,"Revocation","Medium"
4577,"Male","White",2023,"Revocation","High"
4578,"Male","White",2023,"Revocation","Medium"
4579,"Male","White",2018,NA,NA
4580,"Female","White",2021,"Regular","Medium"
4581,"Male","White",2019,"Regular","High"
4582,NA,NA,2022,"Revocation","Low"
4583,"Male","White",2018,NA,"High"
4584,"Male",NA,2018,NA,"Medium"
4585,"Female","White",2022,"Revocation","Medium"
4586,"Male","White",2022,"Revocation","High"
4587,"Male","White",2023,"Revocation","High"
4588,"Female","White",2019,"Regular","Low"
4589,"Male","White",2021,"Regular","High"
4590,"Male","White",2021,"Regular","High"
4591,NA,"White",2016,"Disciplinary","Low"
4592,"Male","White",2023,"Revocation","Medium"
4593,"Female","White",2017,"Regular","Medium"
4594,"Male","White",2020,"Regular","High"
4595,"Male","White",2016,"Disciplinary","High"
4596,"Male","White",2023,"Revocation","High"
4597,"Male","American Indian or Alaskan Native",2019,"Regular","High"
4598,"Male","White",2019,"Regular","High"
4599,"Female","White",2017,"Regular","Low"
4600,"Female","White",2021,"Regular","Low"
4601,"Male","White",2017,"Regular","Medium"
4602,"Male","White",2019,"Regular","High"
4603,"Male","White",2018,NA,"Medium"
4604,"Male","White",2021,"Regular",NA
4605,"Female","White",2020,"Regular","Low"
4606,"Male","White",2019,"Regular","High"
4607,"Male","Black",2019,"Regular","High"
4608,"Male","White",2019,"Regular","High"
4609,"Male","White",2023,"Revocation","High"
4610,"Male","White",2022,"Revocation","Medium"
4611,"Male","White",2019,"Regular","High"
4612,"Male","White",2019,"Regular","Medium"
4613,"Male","White",2018,NA,"Medium"
4614,"Female","White",2016,"Other","Medium"
4615,"Male","White",2018,NA,NA
4616,"Male","White",2020,"Regular","Medium"
4617,"Male","White",2020,"Regular","High"
4618,"Male","White",2021,"Regular","High"
4619,"Male","White",2016,"Other","Medium"
4620,"Male","White",2022,"Revocation","High"
4621,"Female","White",2021,"Regular","Medium"
4622,NA,"White",2021,"Regular","Medium"
4623,"Male","Unknown",2019,"Regular","High"
4624,"Male","White",2019,"Regular","Medium"
4625,"Male","White",2021,"Regular","High"
4626,"Female","White",2019,"Regular","Low"
4627,"Female","White",2021,"Regular","Medium"
4628,"Male","White",2020,"Regular","Medium"
4629,"Male","White",2022,"Revocation","High"
4630,"Male","White",2017,"Regular","High"
4631,"Female",NA,2016,"Disciplinary","Medium"
4632,"Male","White",2023,"Revocation","High"
4633,"Male","White",2023,"Revocation","High"
4634,"Male","White",2017,"Regular","High"
4635,"Male","White",2023,"Revocation","High"
4636,"Male","White",2019,"Regular","High"
4637,"Male","White",2021,"Regular","Medium"
4638,"Male","White",2023,"Revocation","Medium"
4639,"Male","White",2022,"Regular","Medium"
4640,"Male","White",2023,"Revocation","Medium"
4641,"Male","White",2017,"Regular","High"
4642,"Male","White",2020,"Regular","High"
4643,"Male","White",2023,"Revocation","Medium"
4644,"Male",NA,2022,"Revocation","Medium"
4645,"Male","White",2016,"Other","Medium"
4646,"Male","White",2018,NA,"Medium"
4647,"Male","White",2020,"Regular","High"
4648,"Female","White",2018,NA,"Medium"
4649,"Female","White",2016,"Other","Medium"
4650,"Male","White",2023,"Revocation","High"
4651,"Male","White",2018,NA,"High"
4652,"Male","White",2021,"Regular",NA
4653,"Female","White",2020,"Regular","Low"
4654,"Female","White",2023,"Revocation","Medium"
4655,"Male","White",2021,"Regular","High"
4656,"Male","Black",2023,"Revocation","High"
4657,"Male","White",2020,"Regular","High"
4658,"Male","White",2020,"Regular","High"
4659,"Female","White",2022,"Revocation","Medium"
4660,"Male","White",2021,"Regular","High"
4661,"Male","White",2020,"Regular","Medium"
4662,"Male","American Indian or Alaskan Native",2023,"Revocation","Medium"
4663,"Male","White",2021,"Regular","High"
4664,"Male","American Indian or Alaskan Native",2020,"Regular","High"
4665,"Female","White",2018,NA,"Low"
4666,"Male","White",2019,"Regular","High"
4667,"Male","White",2023,"Revocation","High"
4668,"Male","White",2018,NA,"High"
4669,"Female","White",2019,"Regular","Low"
4670,"Male","White",2022,"Regular",NA
4671,"Male","White",2022,"Revocation",NA
4672,"Female","White",2022,"Regular","Low"
4673,"Female","Asian or Pacific Islander",2018,NA,"Medium"
4674,"Male","White",2019,"Regular","High"
4675,"Male","American Indian or Alaskan Native",2019,"Regular","High"
4676,"Female","White",2020,"Regular","Medium"
4677,"Male","White",2020,"Regular","Medium"
4678,"Female","White",2021,"Regular","Medium"
4679,"Male","White",2017,"Regular","Medium"
4680,"Male","White",2018,NA,"High"
4681,"Male","White",2021,"Regular","High"
4682,"Male",NA,2018,NA,"High"
4683,"Male","White",2021,"Regular","High"
4684,"Male","White",2023,"Revocation","Medium"
4685,"Male","White",2018,NA,"High"
4686,"Male","White",2020,"Regular","High"
4687,"Male","White",2020,"Regular",NA
4688,"Female","White",2019,"Regular","Medium"
4689,"Male","White",2017,"Regular","High"
4690,"Male","White",2020,"Regular","High"
4691,"Male","White",2017,"Regular",NA
4692,"Male","White",2019,"Regular","High"
4693,"Male","White",2018,NA,"High"
4694,"Male","White",2023,"Revocation","Medium"
4695,"Male","White",2018,NA,"Medium"
4696,"Female","White",2020,"Regular","Low"
4697,"Male","White",2021,"Regular","High"
4698,"Male","White",2016,"Other","Medium"
4699,"Female","White",2021,"Regular","Medium"
4700,"Male","White",2022,"Revocation","High"
4701,"Male","White",2018,NA,"High"
4702,"Male","White",2023,"Revocation","High"
4703,"Male","White",2020,"Regular","Medium"
4704,"Male","White",2021,"Regular","Medium"
4705,"Male","Unknown",2017,"Regular",NA
4706,"Male","White",2017,"Regular","High"
4707,"Male","White",2020,"Regular","Medium"
4708,"Male","White",2020,"Regular","Medium"
4709,"Female","White",2020,"Regular","Medium"
4710,"Male","White",2023,"Revocation","Medium"
4711,"Female","White",2023,"Revocation","Medium"
4712,"Male","White",2019,"Regular","High"
4713,"Male",NA,2023,"Revocation","High"
4714,"Male","White",2021,"Regular","High"
4715,"Female","White",2020,"Regular","Medium"
4716,"Male","White",2019,"Regular","Medium"
4717,"Male","White",2020,"Regular","Medium"
4718,"Male","White",2016,"Other","High"
4719,"Male","White",2022,"Revocation","High"
4720,"Male","White",2018,NA,NA
4721,"Female","White",2016,"Other","Medium"
4722,"Male",NA,2022,"Revocation","Medium"
4723,"Male",NA,2018,NA,"High"
4724,"Male","White",2019,"Regular","High"
4725,"Male",NA,2020,"Regular","Medium"
4726,"Male","White",2021,"Regular","High"
4727,"Female","White",2022,"Regular","Low"
4728,"Male","White",2020,"Regular","High"
4729,"Male","White",2023,"Revocation","High"
4730,"Male","White",2017,"Regular","High"
4731,"Male","White",2018,NA,NA
4732,"Male","White",2018,NA,"High"
4733,"Male",NA,2017,"Regular","Medium"
4734,"Male","White",2020,"Regular","Medium"
4735,"Male","White",2019,"Regular","High"
4736,"Male","White",2023,"Revocation","Medium"
4737,"Male","White",2020,"Regular","High"
4738,"Male","White",2023,"Revocation",NA
4739,"Male","White",2016,"Other","High"
4740,NA,"White",2019,"Regular","Low"
4741,"Male","White",2018,NA,"High"
4742,"Male","White",2020,"Regular","High"
4743,"Male","White",2019,"Regular","Medium"
4744,"Male","White",2023,"Revocation","Medium"
4745,"Female","White",2018,NA,"Medium"
4746,"Male","White",2017,"Regular",NA
4747,"Male","White",2018,NA,"Medium"
4748,"Male","White",2019,"Regular","High"
4749,"Female","White",2023,"Revocation","Medium"
4750,"Male","American Indian or Alaskan Native",2019,"Regular","High"
4751,"Male","White",2021,"Regular","Medium"
4752,"Male","White",2019,"Regular","High"
4753,"Male","White",2020,"Regular","High"
4754,"Male","American Indian or Alaskan Native",2021,"Regular","Medium"
4755,"Male","White",2018,NA,"Medium"
4756,"Male","White",2018,NA,"High"
4757,"Male","White",2020,"Regular","High"
4758,"Female","White",2021,"Regular","Medium"
4759,"Male","White",2018,NA,"High"
4760,"Male","White",2021,"Regular","Medium"
4761,"Male","White",2017,"Regular",NA
4762,"Male","White",2018,NA,"High"
4763,"Male","White",2021,"Regular","High"
4764,"Male","White",2019,"Regular","Medium"
4765,"Male","White",2022,"Revocation","Medium"
4766,"Male","White",2019,"Regular","High"
4767,"Female","White",2016,"Other","Medium"
4768,"Female","White",2016,"Other","Medium"
4769,"Male","White",2017,"Regular","High"
4770,"Male","White",2019,"Regular","Medium"
4771,NA,"American Indian or Alaskan Native",2021,"Regular","Low"
4772,"Male","White",2018,NA,"High"
4773,"Male","Black",2020,"Regular","High"
4774,"Male","White",2021,"Regular",NA
4775,NA,"White",2022,"Revocation","Medium"
4776,"Male","American Indian or Alaskan Native",2017,"Other","High"
4777,"Male","White",2018,NA,"High"
4778,"Female","White",2017,"Other","Low"
4779,"Male","White",2022,"Revocation","High"
4780,"Male","White",2017,"Regular","Medium"
4781,"Male","White",2023,"Revocation","High"
4782,"Male","White",2022,"Revocation","High"
4783,"Male","White",2021,"Regular","Medium"
4784,"Male","White",2023,"Revocation","High"
4785,"Male","White",2018,NA,"High"
4786,"Male","White",2018,NA,"High"
4787,"Female","White",2021,"Regular","Low"
4788,NA,"White",2020,"Regular","Medium"
4789,"Male","White",2021,"Regular","Medium"
4790,"Male","White",2016,"Other","High"
4791,"Male","White",2023,"Revocation","Medium"
4792,"Male","White",2016,"Other","Medium"
4793,"Male","White",2023,"Revocation","Medium"
4794,"Male","White",2020,"Regular","Medium"
4795,"Male","White",2019,"Regular","Medium"
4796,"Male","White",2022,"Revocation","High"
4797,"Male","White",2022,"Revocation","Medium"
4798,"Male","White",2022,"Revocation","Medium"
4799,"Male","White",2020,"Regular","Medium"
4800,"Female","White",2021,"Regular","Medium"
4801,"Male","White",2018,NA,"High"
4802,"Male","Black",2021,"Regular","High"
4803,"Male","White",2018,NA,"Medium"
4804,"Female","White",2019,"Regular","Medium"
4805,"Female","White",2020,"Regular","Medium"
4806,"Male","White",2019,"Regular","Medium"
4807,"Male","White",2019,"Regular","Medium"
4808,"Male","White",2019,"Regular","High"
4809,"Male","White",2022,"Revocation","High"
4810,"Male","White",2016,"Other",NA
4811,"Male","White",2017,"Regular","High"
4812,"Male","White",2019,"Regular","Medium"
4813,"Male","White",2023,"Revocation","Medium"
4814,"Male","White",2023,"Revocation","Medium"
4815,"Male","American Indian or Alaskan Native",2021,"Regular","High"
4816,"Male","White",2022,"Revocation","Medium"
4817,"Male","White",2018,NA,"Medium"
4818,"Male","White",2021,"Regular","High"
4819,"Male","White",2022,"Revocation","High"
4820,"Female","White",2018,NA,"Low"
4821,"Male",NA,2020,"Regular","Medium"
4822,"Male","Black",2018,NA,"Medium"
4823,"Male","White",2017,"Regular","Medium"
4824,"Male","White",2020,"Regular","High"
4825,"Female","White",2016,"Disciplinary","Low"
4826,"Male","White",2022,"Revocation","Medium"
4827,"Male","White",2020,"Regular","High"
4828,"Male","White",2021,"Regular","Medium"
4829,"Male","White",2017,"Regular","High"
4830,"Male","White",2019,"Regular","Medium"
4831,"Male","White",2021,"Regular",NA
4832,"Male","White",2017,"Regular","High"
4833,"Male","White",2018,NA,"High"
4834,"Male","White",2017,"Regular","High"
4835,"Male","White",2022,"Revocation","High"
4836,"Female","White",2020,"Regular","Medium"
4837,"Female","White",2017,"Regular","Medium"
4838,"Male","White",2020,"Regular","Medium"
4839,"Male","White",2018,NA,"High"
4840,"Male","White",2018,NA,"High"
4841,"Female","White",2016,"Other","Low"
4842,"Male","White",2020,"Regular","High"
4843,"Male","White",2023,"Revocation","High"
4844,"Male","White",2016,"Other","High"
4845,"Male","White",2020,"Regular","High"
4846,"Male","White",2023,"Revocation","High"
4847,"Male","White",2020,"Regular","High"
4848,"Male","White",2022,"Revocation","High"
4849,"Male","White",2017,"Regular","Medium"
4850,"Female","White",2018,NA,"Medium"
4851,"Female","White",2022,"Revocation","Medium"
4852,"Female","White",2016,"Other","Medium"
4853,"Male","American Indian or Alaskan Native",2017,"Regular","High"
4854,"Male","White",2018,NA,"High"
4855,"Male","White",2016,"Other","High"
4856,"Male","White",2016,"Medical","High"
4857,"Male","White",2023,"Revocation","Medium"
4858,"Male","White",2022,"Regular","High"
4859,"Male","White",2018,NA,"High"
4860,"Male","Unknown",2021,"Regular","High"
4861,"Male","White",2019,"Regular","High"
4862,NA,"White",2019,"Regular","High"
4863,"Male","White",2016,"Disciplinary","High"
4864,"Male","White",2020,"Regular","High"
4865,"Male","White",2021,"Regular","Medium"
4866,"Male","White",2017,"Regular","Medium"
4867,"Male","White",2017,"Regular","High"
4868,"Male","White",2021,"Regular",NA
4869,"Male","White",2016,"Other","High"
4870,"Male","American Indian or Alaskan Native",2019,"Regular","Medium"
4871,"Male","White",2023,"Revocation","Medium"
4872,"Male","White",2020,"Regular","High"
4873,"Female",NA,2022,"Revocation","Medium"
4874,"Male","White",2019,"Regular","High"
4875,"Male","White",2022,"Revocation","High"
4876,"Female","White",2017,"Regular","Medium"
4877,NA,"White",2018,NA,"Low"
4878,"Male","White",2019,"Regular","Medium"
4879,"Male","White",2019,"Regular","High"
4880,"Male","White",2021,"Regular","High"
4881,"Male","Unknown",2020,"Regular","Medium"
4882,"Male","White",2023,"Revocation","Medium"
4883,"Male","White",2017,"Regular","Medium"
4884,"Female","Unknown",2020,"Regular","Low"
4885,"Male","White",2020,"Regular","Medium"
4886,"Male","White",2020,"Regular","High"
4887,"Male","American Indian or Alaskan Native",2017,"Regular","High"
4888,"Male","White",2023,"Revocation",NA
4889,"Male","White",2022,"Revocation","High"
4890,"Male","White",2021,"Regular","Medium"
4891,"Male",NA,2020,"Regular","High"
4892,"Male","White",2023,"Revocation","Medium"
4893,"Male","White",2019,"Regular","High"
4894,"Female","White",2017,"Regular","Medium"
4895,"Male","Unknown",2023,"Revocation","High"
4896,"Male","Black",2019,"Regular","Medium"
4897,"Male","White",2021,"Regular","Medium"
4898,"Male","White",2020,"Regular","High"
4899,"Female","White",2022,"Revocation","Medium"
4900,"Male","White",2020,"Regular","High"
4901,"Male","Unknown",2022,"Revocation","Medium"
4902,"Male","White",2020,"Regular","High"
4903,"Male","White",2023,"Revocation",NA
4904,"Female","White",2022,"Revocation","Medium"
4905,"Male","White",2020,"Regular","Medium"
4906,"Male","White",2020,"Regular","High"
4907,"Male","White",2020,"Regular","High"
4908,"Male","White",2022,"Revocation","High"
4909,"Male","White",2023,"Revocation","High"
4910,"Male","White",2020,"Regular","High"
4911,"Male","White",2021,"Regular","Medium"
4912,"Male","White",2018,NA,"High"
4913,"Male","White",2018,NA,"Medium"
4914,"Male","White",2017,"Regular","Medium"
4915,"Female","White",2020,"Regular","Low"
4916,"Female","White",2017,"Regular","Medium"
4917,"Male","White",2022,"Revocation",NA
4918,"Male","White",2021,"Regular","Medium"
4919,"Male","White",2020,"Regular","High"
4920,"Male","White",2016,"Other","High"
4921,"Male","White",2019,"Regular","High"
4922,"Male","White",2019,"Regular","High"
4923,"Female","White",2018,NA,"Low"
4924,"Female","White",2023,"Revocation","Medium"
4925,"Male","White",2020,"Regular","High"
4926,"Male","White",2020,"Regular","Medium"
4927,"Male","White",2018,NA,"High"
4928,"Male","White",2017,"Regular","High"
4929,"Male","White",2019,"Regular","Medium"
4930,"Male","White",2019,"Regular","High"
4931,"Male","White",2023,"Revocation","Medium"
4932,"Female","White",2020,"Regular","Low"
4933,"Male","White",2018,NA,"Medium"
4934,"Male",NA,2021,"Regular","Medium"
4935,"Male","White",2020,"Regular","High"
4936,"Male","American Indian or Alaskan Native",2017,"Regular","Medium"
4937,"Male",NA,2021,"Regular","High"
4938,"Male","White",2020,"Regular","High"
4939,"Male","White",2023,"Revocation","High"
4940,"Male","White",2018,NA,"Medium"
4941,"Male","White",2021,"Regular","Medium"
4942,"Male","White",2019,"Regular","High"
4943,"Male","White",2019,"Regular","High"
4944,"Male","White",2020,"Regular","High"
4945,"Male","White",2023,"Revocation","High"
4946,"Male","White",2019,"Regular","High"
4947,"Male","White",2021,"Regular","High"
4948,"Male","White",2023,"Revocation","High"
4949,"Male","White",2016,"Disciplinary","Medium"
4950,"Male","White",2021,"Regular","Medium"
4951,"Male",NA,2021,"Regular","High"
4952,"Male","White",2019,"Regular","High"
4953,"Male","White",2022,"Regular",NA
4954,"Male","White",2019,"Regular","High"
4955,"Male","White",2017,"Regular","Medium"
4956,"Male","White",2020,"Regular","High"
4957,NA,"White",2019,"Regular","Low"
4958,NA,"White",2020,"Regular","Low"
4959,"Male","White",2021,"Regular","High"
4960,"Male","White",2017,"Regular","High"
4961,"Male","White",2019,"Regular","Medium"
4962,"Male","White",2022,"Revocation","High"
4963,"Male","White",2020,"Regular","Medium"
4964,"Female","White",2017,"Regular","Medium"
4965,"Male","White",2020,"Regular","High"
4966,"Male","White",2021,"Regular","High"
4967,"Male","White",2019,"Regular","Medium"
4968,"Female","White",2022,"Revocation","Medium"
4969,"Male","Unknown",2017,"Regular","High"
4970,"Male","Black",2022,"Revocation","High"
4971,"Male",NA,2021,"Regular","Medium"
4972,"Male",NA,2017,"Regular","High"
4973,"Male","White",2019,"Regular","Medium"
4974,"Male","White",2022,"Revocation","High"
4975,"Male",NA,2020,"Regular","High"
4976,"Female","White",2022,"Revocation","Low"
4977,"Male","White",2019,"Regular","High"
4978,"Male","White",2017,"Regular",NA
4979,"Male","White",2019,"Regular","High"
4980,"Male","White",2017,"Regular","High"
4981,"Male","White",2019,"Regular","High"
4982,"Female","White",2021,"Regular","Medium"
4983,"Male","White",2021,"Regular","Medium"
4984,"Male","White",2018,NA,"High"
4985,"Male","White",2018,NA,"High"
4986,"Male","White",2016,"Other","High"
4987,"Male","White",2023,"Revocation","Medium"
4988,"Male","Black",2016,"Other","Medium"
4989,"Male","White",2019,"Regular","High"
4990,"Male","White",2020,"Regular","High"
4991,"Male","White",2019,"Regular","Medium"
4992,"Female","American Indian or Alaskan Native",2022,"Revocation","Medium"
4993,"Male","White",2020,"Regular","High"
4994,"Male","White",2019,"Regular","Medium"
4995,"Female","White",2023,"Revocation","Medium"
4996,"Male","White",2019,"Regular","Medium"
4997,"Male","White",2019,"Regular",NA
4998,"Male","White",2018,NA,"High"
4999,"Male","White",2022,"Revocation","Medium"
5000,"Male","American Indian or Alaskan Native",2017,"Regular","Medium"
5001,"Male","White",2023,"Revocation","High"
5002,"Male","Black",2019,"Regular","Medium"
5003,"Male","White",2021,"Regular","High"
5004,"Male","White",2019,"Regular","High"
5005,"Male","White",2017,"Regular","High"
5006,"Female","White",2016,"Other","Medium"
5007,"Male","White",2016,"Other","Medium"
5008,"Male","Unknown",2016,"Other","Medium"
5009,"Male",NA,2021,"Regular","High"
5010,"Male","White",2019,"Regular",NA
5011,"Male","White",2020,"Regular",NA
5012,"Male","White",2017,"Regular","Medium"
5013,"Female",NA,2016,"Other","Low"
5014,"Male","White",2023,"Revocation","High"
5015,"Male","White",2018,NA,"High"
5016,"Male","White",2019,"Regular","Medium"
5017,"Male","White",2018,NA,"High"
5018,"Female","White",2018,NA,"Medium"
5019,"Male","White",2022,"Revocation","Medium"
5020,"Male","White",2018,NA,"High"
5021,"Male","White",2019,"Regular","High"
5022,NA,"White",2017,"Regular","Low"
5023,"Female","White",2019,"Regular","Medium"
5024,"Female","American Indian or Alaskan Native",2022,"Revocation","Medium"
5025,"Male","White",2022,"Revocation","High"
5026,"Male","White",2018,NA,"High"
5027,"Male","White",2021,"Regular","High"
5028,"Male","White",2021,"Regular","High"
5029,"Male","White",2020,"Regular","High"
5030,NA,"White",2023,"Revocation","Low"
5031,"Female","White",2016,"Medical","Medium"
5032,"Male","White",2021,"Regular","High"
5033,"Male","White",2017,"Regular","High"
5034,"Male","White",2020,"Regular","High"
5035,"Male","White",2018,NA,"High"
5036,"Male","White",2021,"Regular","Medium"
5037,"Male","White",2020,"Regular","Medium"
5038,"Male","American Indian or Alaskan Native",2023,"Revocation","Medium"
5039,"Male","White",2019,"Regular","Medium"
5040,NA,"White",2016,"Other","Medium"
5041,"Male","White",2022,"Revocation","High"
5042,"Male","White",2016,"Other","Medium"
5043,"Male","White",2018,NA,"Medium"
5044,"Male","White",2016,"Other","High"
5045,"Male","White",2023,"Revocation","Medium"
5046,"Male","White",2022,"Revocation","High"
5047,"Male","Black",2016,"Medical","High"
5048,"Male","White",2023,"Revocation","High"
5049,"Male","White",2017,"Regular","High"
5050,"Male","White",2021,"Regular","Medium"
5051,"Male","White",2017,"Other","Medium"
5052,"Female","White",2021,"Regular","Medium"
5053,"Male","White",2016,"Other","Medium"
5054,"Male","White",2019,"Regular","High"
5055,"Male","White",2016,"Other","High"
5056,"Female","White",2017,"Other","Low"
5057,"Male","White",2020,"Regular","High"
5058,"Female","White",2023,"Revocation","Medium"
5059,"Female","White",2022,"Revocation","Medium"
5060,"Male","White",2023,"Revocation","High"
5061,"Male","White",2018,NA,"Medium"
5062,"Male","White",2021,"Regular","High"
5063,"Male","White",2016,"Disciplinary","High"
5064,"Male","White",2020,"Regular","Medium"
5065,"Male","White",2019,"Regular","High"
5066,NA,"White",2021,"Regular","Low"
5067,"Male","White",2022,"Revocation","High"
5068,"Male","White",2017,"Regular","Medium"
5069,"Male","White",2022,"Revocation","Medium"
5070,"Male","White",2023,"Revocation","High"
5071,"Male","White",2020,"Regular","High"
5072,"Male","White",2020,"Regular","Medium"
5073,"Female","White",2016,"Other","Medium"
5074,"Male","White",2020,"Regular","High"
5075,"Male","White",2023,"Revocation","High"
5076,"Male","White",2021,"Regular","High"
5077,"Male","White",2023,"Revocation","Medium"
5078,"Male","White",2021,"Regular","Medium"
5079,NA,"White",2019,"Regular","Low"
5080,NA,"White",2017,"Other","Low"
5081,"Male","White",2022,"Revocation","High"
5082,"Male","White",2021,"Regular","Medium"
5083,"Male","White",2022,"Revocation",NA
5084,"Female","White",2016,"Other","Medium"
5085,"Male","White",2022,"Revocation","Medium"
5086,"Male","White",2023,"Revocation","High"
5087,"Male","Black",2020,"Regular","Medium"
5088,"Male","Black",2023,"Revocation","High"
5089,"Male","White",2020,"Regular","Medium"
5090,"Male","White",2019,"Regular","High"
5091,"Male","White",2018,NA,"Medium"
5092,"Male","White",2016,"Disciplinary","High"
5093,"Female","White",2020,"Regular","Medium"
5094,"Male","White",2019,"Regular","Medium"
5095,"Male","White",2023,"Revocation","Medium"
5096,"Male","White",2016,"Disciplinary","Medium"
5097,"Male","White",2017,"Regular","High"
5098,"Male","White",2021,"Regular","Medium"
5099,"Female","White",2023,"Revocation","Low"
5100,"Male","White",2019,"Regular","High"
5101,"Male","American Indian or Alaskan Native",2023,"Revocation","Medium"
5102,"Male","White",2019,"Regular","Medium"
5103,"Female","White",2016,"Other","Low"
5104,"Female","White",2023,"Revocation","Low"
5105,"Male","White",2021,"Regular","High"
5106,"Male","White",2021,"Regular","High"
5107,"Male","White",2020,"Regular","High"
5108,"Male","White",2023,"Revocation","High"
5109,"Male","White",2018,NA,"Medium"
5110,"Female","White",2023,"Revocation","Medium"
5111,"Male",NA,2019,"Regular",NA
5112,"Male","White",2018,NA,"Medium"
5113,"Female","White",2023,"Revocation","Low"
5114,"Male","White",2021,"Regular","High"
5115,NA,"White",2021,"Regular","Low"
5116,"Female","White",2016,"Other","Medium"
5117,"Male","White",2017,"Regular","Medium"
5118,"Male","White",2016,"Other","High"
5119,"Male","White",2022,"Revocation","High"
5120,"Male","White",2021,"Regular","High"
5121,"Male","White",2017,"Regular","Medium"
5122,"Female","American Indian or Alaskan Native",2019,"Regular","Low"
5123,"Male","White",2020,"Regular","High"
5124,"Female","White",2018,NA,"Medium"
5125,"Male","White",2018,NA,"High"
5126,"Male","White",2020,"Regular","Medium"
5127,"Male","White",2018,NA,"High"
5128,"Female","White",2019,"Regular","Medium"
5129,"Male","Unknown",2018,NA,"Medium"
5130,"Male","White",2018,NA,"High"
5131,"Male","American Indian or Alaskan Native",2021,"Regular","Medium"
5132,"Male","White",2016,"Other","High"
5133,"Male","White",2018,NA,"Medium"
5134,"Male",NA,2023,"Revocation","High"
5135,"Male","White",2017,"Other","Medium"
5136,"Male","White",2018,NA,"High"
5137,"Male","White",2023,"Revocation","Medium"
5138,"Male","White",2020,"Regular","High"
5139,"Male","White",2020,"Regular","High"
5140,"Male","White",2018,NA,"High"
5141,NA,"White",2018,NA,"Low"
5142,"Male","White",2019,"Regular","High"
5143,"Female","White",2023,"Revocation","Low"
5144,"Female","American Indian or Alaskan Native",2023,"Revocation","Medium"
5145,"Male","American Indian or Alaskan Native",2020,"Regular","Medium"
5146,"Male","White",2019,"Regular","High"
5147,"Male","White",2021,"Regular","High"
5148,"Male","White",2018,NA,"High"
5149,"Female","White",2022,"Revocation","Medium"
5150,"Male","White",2017,"Regular","High"
5151,"Male","White",2020,"Regular","Medium"
5152,"Male","White",2021,"Regular","Medium"
5153,"Male","White",2021,"Regular",NA
5154,"Female","White",2018,NA,"Medium"
5155,"Male","White",2016,"Disciplinary","Medium"
5156,"Male","White",2019,"Regular","High"
5157,"Male","White",2022,"Revocation","High"
5158,NA,"White",2016,"Other","Medium"
5159,"Male","White",2020,"Regular","Medium"
5160,"Male","White",2016,"Other","Medium"
5161,"Male","White",2020,"Regular","Medium"
5162,"Female","White",2018,NA,"Medium"
5163,"Male","White",2023,"Revocation","Medium"
5164,"Male","White",2019,"Regular","High"
5165,"Male","White",2016,"Disciplinary","High"
5166,"Male","White",2018,NA,"High"
5167,"Male","White",2021,"Regular","High"
5168,NA,"White",2022,"Revocation","High"
5169,"Male","American Indian or Alaskan Native",2017,"Regular","High"
5170,"Female","White",2017,"Regular","Medium"
5171,"Male","White",2018,NA,"High"
5172,"Male","White",2020,"Regular","Medium"
5173,"Male","White",2022,"Revocation","Medium"
5174,"Male","White",2022,"Revocation","High"
