person_id,facility_id,facility_name,facility_gender_policy,gender,race,offense_type,security_level,admission_date,parole_date
P010019,13,FAC013,Male-only,Male,Black,Property,Medium,2021-05-27,
P010020,13,FAC013,Male-only,Male,Black,Drug,Medium,2019-12-16,
P010021,13,FAC013,Male-only,Male,White,Violent,Medium,2016-01-09,
P010022,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2023-06-03,2025-03-28
P010023,13,FAC013,Male-only,Male,Black,Violent,Minimum,2023-12-26,2025-06-01
P010024,13,FAC013,Male-only,Male,Hispanic,Other,Maximum,2012-04-25,
P010025,13,FAC013,Male-only,Male,Black,Drug,Medium,2011-06-23,2015-05-13
P010026,13,FAC013,Male-only,Male,White,Other,Medium,2020-11-18,
P010027,13,FAC013,Male-only,Male,Black,Property,Minimum,2017-07-30,2017-12-22
P010028,13,FAC013,Male-only,Male,White,Property,Medium,2024-11-27,
P010029,13,FAC013,Male-only,Male,White,Property,Maximum,2023-10-31,2024-03-02
P010030,13,FAC013,Male-only,Male,Black,Drug,Minimum,2015-08-08,
P010031,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2012-05-29,
P010032,13,FAC013,Male-only,Male,Black,Property,Medium,2021-08-12,
P010033,13,FAC013,Male-only,Male,White,PublicOrder,Maximum,2013-02-27,
P010034,13,FAC013,Male-only,Male,Black,Violent,Medium,2020-04-13,
P010035,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2020-04-15,2022-08-20
P010036,13,FAC013,Male-only,Male,Black,Violent,Medium,2014-02-24,2016-10-28
P010037,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2011-10-10,2019-06-30
P010038,13,FAC013,Male-only,Male,White,PublicOrder,Medium,2025-02-25,2025-07-22
P010039,13,FAC013,Male-only,Male,White,Violent,Minimum,2017-12-06,2019-02-05
P010040,13,FAC013,Male-only,Male,White,Property,Minimum,2023-12-28,
P010041,13,FAC013,Male-only,Male,Asian,Property,Maximum,2019-02-06,2022-04-13
P010042,13,FAC013,Male-only,Male,White,Property,Maximum,2023-03-14,2024-05-31
P010043,13,FAC013,Male-only,Male,White,Property,Medium,2024-11-04,
P010044,13,FAC013,Male-only,Male,White,Drug,Minimum,2024-04-07,2024-08-10
P010045,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Medium,2024-02-23,2025-05-08
P010046,13,FAC013,Male-only,Male,Black,Property,Minimum,2021-08-27,
P010047,13,FAC013,Male-only,Male,Black,Property,Minimum,2011-12-31,
P010048,13,FAC013,Male-only,Male,White,Violent,Maximum,2024-05-21,
P010049,13,FAC013,Male-only,Male,Black,Violent,Medium,2014-05-21,2015-08-05
P010050,13,FAC013,Male-only,Male,Black,Violent,Medium,2018-11-27,2019-07-04
P010051,13,FAC013,Male-only,Male,Black,Property,Minimum,2017-02-05,
P010052,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Medium,2014-05-13,
P010053,13,FAC013,Male-only,Male,White,Violent,Maximum,2010-04-19,
P010054,13,FAC013,Male-only,Male,White,Violent,Minimum,2016-07-04,2017-08-10
P010055,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2012-08-22,
P010056,13,FAC013,Male-only,Male,Hispanic,Violent,Maximum,2024-12-08,2025-06-06
P010057,13,FAC013,Male-only,Male,White,PublicOrder,Minimum,2010-10-01,
P010058,13,FAC013,Male-only,Male,Black,Violent,Medium,2025-01-15,
P010059,13,FAC013,Male-only,Male,Native American,Drug,Maximum,2014-06-13,2017-01-11
P010060,13,FAC013,Male-only,Male,White,Other,Minimum,2015-04-21,
P010061,13,FAC013,Male-only,Male,White,Property,Minimum,2021-08-25,
P010062,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2023-12-01,
P010063,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2022-05-23,
P010064,13,FAC013,Male-only,Male,Black,Property,Maximum,2023-12-27,
P010065,13,FAC013,Male-only,Male,Black,Property,Maximum,2014-08-01,
P010066,13,FAC013,Male-only,Male,White,Property,Minimum,2018-07-24,
P010067,13,FAC013,Male-only,Male,White,Violent,Medium,2019-09-24,2023-09-07
P010068,13,FAC013,Male-only,Male,Black,Violent,Minimum,2014-03-20,2016-08-10
P010069,13,FAC013,Male-only,Male,Black,Property,Medium,2013-01-01,2021-12-15
P010070,13,FAC013,Male-only,Male,Black,Violent,Minimum,2013-09-04,2017-11-22
P010071,13,FAC013,Male-only,Male,White,Violent,Maximum,2010-05-05,
P010072,13,FAC013,Male-only,Male,Black,Violent,Medium,2017-12-05,2023-09-15
P010073,13,FAC013,Male-only,Male,White,Violent,Medium,2016-03-19,
P010074,13,FAC013,Male-only,Male,White,Violent,Medium,2020-02-25,2022-07-14
P010075,13,FAC013,Male-only,Male,Black,Violent,Medium,2018-08-09,2022-01-05
P010076,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2025-06-12,2025-07-20
P010077,13,FAC013,Male-only,Male,White,Property,Medium,2022-03-19,2024-06-09
P010078,13,FAC013,Male-only,Male,Black,Property,Minimum,2011-02-01,
P010079,13,FAC013,Male-only,Male,White,Violent,Minimum,2010-05-13,2014-10-25
P010080,13,FAC013,Male-only,Male,Asian,Property,Medium,2012-10-31,
P010081,13,FAC013,Male-only,Male,Black,Drug,Medium,2019-07-24,2022-06-05
P010082,13,FAC013,Male-only,Male,Black,Drug,Minimum,2010-01-21,2019-05-20
P010083,13,FAC013,Male-only,Male,Black,Other,Medium,2022-02-12,2022-06-08
P010084,13,FAC013,Male-only,Male,Black,Property,Medium,2017-05-17,2024-01-31
P010085,13,FAC013,Male-only,Male,Black,PublicOrder,Maximum,2010-01-15,2011-11-19
P010086,13,FAC013,Male-only,Male,Black,Property,Minimum,2016-02-15,2023-02-08
P010087,13,FAC013,Male-only,Male,Black,Violent,Minimum,2021-05-13,2023-01-06
P010088,13,FAC013,Male-only,Male,Black,Violent,Medium,2024-10-09,
P010089,13,FAC013,Male-only,Male,White,Property,Maximum,2016-11-20,2023-04-05
P010090,13,FAC013,Male-only,Male,Asian,Violent,Medium,2013-07-24,2013-09-30
P010091,13,FAC013,Male-only,Male,White,Property,Maximum,2015-10-25,2019-12-29
P010092,13,FAC013,Male-only,Male,White,Violent,Medium,2018-02-21,
P010093,13,FAC013,Male-only,Male,White,Violent,Medium,2022-04-11,2024-07-23
P010094,13,FAC013,Male-only,Male,Black,Drug,Maximum,2010-03-25,2011-11-01
P010095,13,FAC013,Male-only,Male,Hispanic,Property,Minimum,2024-02-19,
P010096,13,FAC013,Male-only,Male,White,PublicOrder,Minimum,2024-12-20,2025-05-17
P010097,13,FAC013,Male-only,Male,Black,Drug,Minimum,2016-06-03,2023-10-11
P010098,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2019-10-21,
P010099,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Medium,2010-01-01,2018-12-02
P010100,13,FAC013,Male-only,Male,White,Property,Medium,2021-07-01,
P010101,13,FAC013,Male-only,Male,White,PublicOrder,Medium,2017-05-19,
P010102,13,FAC013,Male-only,Male,White,PublicOrder,Medium,2020-08-18,
P010103,13,FAC013,Male-only,Male,Other,Property,Minimum,2012-12-30,
P010104,13,FAC013,Male-only,Male,White,Violent,Medium,2015-06-25,
P010105,13,FAC013,Male-only,Male,White,Property,Minimum,2012-08-11,2021-12-07
P010106,13,FAC013,Male-only,Male,Black,Violent,Minimum,2014-04-23,
P010107,13,FAC013,Male-only,Male,Black,Property,Minimum,2014-08-30,2022-04-28
P010108,13,FAC013,Male-only,Male,White,Violent,Medium,2023-03-26,2024-10-15
P010109,13,FAC013,Male-only,Male,Hispanic,Property,Minimum,2014-08-27,
P010110,13,FAC013,Male-only,Male,White,Violent,Minimum,2020-12-19,
P010111,13,FAC013,Male-only,Male,White,Violent,Maximum,2010-09-22,
P010112,13,FAC013,Male-only,Male,White,Violent,Minimum,2015-12-16,2020-04-07
P010113,13,FAC013,Male-only,Male,Black,Property,Medium,2014-02-24,2022-08-20
P010114,13,FAC013,Male-only,Male,White,Violent,Maximum,2011-09-07,
P010115,13,FAC013,Male-only,Male,Black,Violent,Maximum,2011-11-07,2017-08-31
P010116,13,FAC013,Male-only,Male,Black,Violent,Minimum,2018-04-05,2025-07-22
P010117,13,FAC013,Male-only,Male,White,Other,Medium,2019-01-31,2022-05-12
P010118,13,FAC013,Male-only,Male,White,Property,Medium,2014-08-13,2018-11-23
P010119,13,FAC013,Male-only,Male,White,Other,Minimum,2023-02-02,2025-01-25
P010120,13,FAC013,Male-only,Male,White,Property,Medium,2010-06-28,
P010121,13,FAC013,Male-only,Male,White,Property,Maximum,2019-04-20,2024-06-11
P010122,13,FAC013,Male-only,Male,White,Property,Medium,2015-10-08,
P010123,13,FAC013,Male-only,Male,Black,Property,Maximum,2013-04-05,
P010124,13,FAC013,Male-only,Male,White,Violent,Minimum,2015-12-20,2023-04-04
P010125,13,FAC013,Male-only,Male,Black,Property,Minimum,2014-09-21,2021-08-26
P010126,13,FAC013,Male-only,Male,Black,Drug,Minimum,2018-10-09,
P010127,13,FAC013,Male-only,Male,Black,Violent,Medium,2024-05-18,2025-04-19
P010128,13,FAC013,Male-only,Male,Black,Other,Minimum,2014-11-20,
P010129,13,FAC013,Male-only,Male,Black,Violent,Medium,2012-05-09,
P010130,13,FAC013,Male-only,Male,Black,Property,Medium,2012-11-12,
P010131,13,FAC013,Male-only,Male,White,Violent,Minimum,2018-10-28,2025-04-24
P010132,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2025-03-20,2025-06-02
P010133,13,FAC013,Male-only,Male,Black,Violent,Medium,2012-01-21,2017-07-12
P010134,13,FAC013,Male-only,Male,Black,Other,Medium,2014-05-26,
P010135,13,FAC013,Male-only,Male,Hispanic,Drug,Minimum,2014-01-28,
P010136,13,FAC013,Male-only,Male,Hispanic,Property,Medium,2018-07-30,
P010137,13,FAC013,Male-only,Male,Hispanic,Other,Minimum,2016-07-07,
P010138,13,FAC013,Male-only,Male,Black,Violent,Medium,2020-06-12,
P010139,13,FAC013,Male-only,Male,White,Violent,Minimum,2019-09-08,2021-03-22
P010140,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2019-07-21,
P010141,13,FAC013,Male-only,Male,Other,Violent,Medium,2019-06-11,2020-04-25
P010142,13,FAC013,Male-only,Male,White,PublicOrder,Medium,2015-03-08,2018-03-11
P010143,13,FAC013,Male-only,Male,Hispanic,Property,Minimum,2018-06-16,
P010144,13,FAC013,Male-only,Male,White,Property,Medium,2013-04-07,
P010145,13,FAC013,Male-only,Male,Hispanic,Violent,Maximum,2010-08-21,
P010146,13,FAC013,Male-only,Male,Black,Drug,Maximum,2010-05-10,2012-12-21
P010147,13,FAC013,Male-only,Male,Asian,PublicOrder,Maximum,2021-05-24,2023-08-04
P010148,13,FAC013,Male-only,Male,Hispanic,Violent,Medium,2017-04-10,2023-12-01
P010149,13,FAC013,Male-only,Male,White,Violent,Minimum,2019-09-18,2025-04-11
P010150,13,FAC013,Male-only,Male,Black,Violent,Medium,2013-03-06,2019-05-13
P010151,13,FAC013,Male-only,Male,White,Property,Medium,2012-03-01,
P010152,13,FAC013,Male-only,Male,White,Violent,Medium,2011-07-23,
P010153,13,FAC013,Male-only,Male,White,Violent,Minimum,2012-07-24,2019-06-03
P010154,13,FAC013,Male-only,Male,Hispanic,Drug,Medium,2012-05-29,
P010155,13,FAC013,Male-only,Male,White,PublicOrder,Medium,2011-02-21,2018-04-03
P010156,13,FAC013,Male-only,Male,Black,Drug,Maximum,2013-01-10,2021-01-26
P010157,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Medium,2025-06-21,
P010158,13,FAC013,Male-only,Male,White,Property,Minimum,2023-10-27,2025-03-13
P010159,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2013-01-17,
P010160,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Minimum,2025-05-08,
P010161,13,FAC013,Male-only,Male,White,Property,Minimum,2011-05-03,2016-07-26
P010162,13,FAC013,Male-only,Male,Black,Violent,Medium,2025-05-18,
P010163,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Maximum,2010-02-06,2011-01-08
P010164,13,FAC013,Male-only,Male,White,Violent,Minimum,2013-07-21,
P010165,13,FAC013,Male-only,Male,Black,Drug,Minimum,2021-07-29,2025-07-26
P010166,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2020-08-27,
P010167,13,FAC013,Male-only,Male,Hispanic,Drug,Maximum,2020-11-01,2022-06-05
P010168,13,FAC013,Male-only,Male,Hispanic,Violent,Medium,2013-06-08,2019-12-14
P010169,13,FAC013,Male-only,Male,White,PublicOrder,Medium,2013-06-27,2016-06-10
P010170,13,FAC013,Male-only,Male,White,Violent,Medium,2014-04-18,2024-04-10
P010171,13,FAC013,Male-only,Male,White,Violent,Medium,2025-01-25,
P010172,13,FAC013,Male-only,Male,Black,Violent,Medium,2013-01-25,2014-12-30
P010173,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2018-09-16,2019-02-15
P010174,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2014-08-23,2024-03-21
P010175,13,FAC013,Male-only,Male,White,PublicOrder,Maximum,2025-01-21,
P010176,13,FAC013,Male-only,Male,Black,Drug,Minimum,2023-01-25,2025-01-31
P010177,13,FAC013,Male-only,Male,Black,Property,Minimum,2011-10-24,2014-02-15
P010178,13,FAC013,Male-only,Male,White,Other,Minimum,2016-09-09,
P010179,13,FAC013,Male-only,Male,Black,Property,Medium,2022-12-11,
P010180,13,FAC013,Male-only,Male,Hispanic,Violent,Medium,2018-12-11,2024-11-01
P010181,13,FAC013,Male-only,Male,Native American,Property,Medium,2021-01-29,2024-09-05
P010182,13,FAC013,Male-only,Male,White,Violent,Medium,2021-01-28,2021-06-19
P010183,13,FAC013,Male-only,Male,Black,Drug,Minimum,2010-08-12,
P010184,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Minimum,2019-08-17,2023-08-16
P010185,13,FAC013,Male-only,Male,White,Violent,Maximum,2021-08-31,
P010186,13,FAC013,Male-only,Male,Black,Drug,Medium,2015-03-09,2024-08-28
P010187,13,FAC013,Male-only,Male,Black,Other,Medium,2016-07-25,2025-01-09
P010188,13,FAC013,Male-only,Male,Hispanic,Property,Medium,2010-01-25,2015-07-22
P010189,13,FAC013,Male-only,Male,Black,Drug,Medium,2019-03-12,
P010190,13,FAC013,Male-only,Male,Black,Other,Medium,2019-07-08,
P010191,13,FAC013,Male-only,Male,Black,Violent,Minimum,2016-10-13,
P010192,13,FAC013,Male-only,Male,White,Drug,Medium,2015-07-25,2024-12-13
P010193,13,FAC013,Male-only,Male,Black,Violent,Medium,2012-09-10,2018-04-27
P010194,13,FAC013,Male-only,Male,Black,Violent,Maximum,2024-06-09,2025-04-18
P010195,13,FAC013,Male-only,Male,Black,Violent,Medium,2016-03-27,2024-06-22
P010196,13,FAC013,Male-only,Male,White,Violent,Minimum,2022-03-24,2022-12-20
P010197,13,FAC013,Male-only,Male,White,Violent,Minimum,2023-11-22,2024-02-03
P010198,13,FAC013,Male-only,Male,Black,Violent,Medium,2021-06-05,
P010199,13,FAC013,Male-only,Male,White,Violent,Minimum,2011-07-28,2014-11-04
P010200,13,FAC013,Male-only,Male,Hispanic,Other,Maximum,2018-04-24,2022-01-11
P010201,13,FAC013,Male-only,Male,White,Drug,Minimum,2014-05-05,2015-12-09
P010202,13,FAC013,Male-only,Male,Hispanic,Other,Medium,2019-09-17,2025-05-31
P010203,13,FAC013,Male-only,Male,Black,Violent,Minimum,2014-12-22,
P010204,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2011-08-29,2012-04-22
P010205,13,FAC013,Male-only,Male,White,Drug,Minimum,2023-07-04,2025-06-27
P010206,13,FAC013,Male-only,Male,Hispanic,Property,Maximum,2022-08-23,
P010207,13,FAC013,Male-only,Male,Black,Property,Medium,2013-01-22,2023-01-18
P010208,13,FAC013,Male-only,Male,White,Drug,Medium,2022-04-26,2025-07-20
P010209,13,FAC013,Male-only,Male,White,Violent,Medium,2024-10-22,
P010210,13,FAC013,Male-only,Male,Black,Violent,Medium,2024-11-21,2025-06-16
P010211,13,FAC013,Male-only,Male,White,Drug,Maximum,2020-05-27,
P010212,13,FAC013,Male-only,Male,White,Drug,Maximum,2016-03-28,
P010213,13,FAC013,Male-only,Male,Black,Property,Medium,2018-03-18,
P010214,13,FAC013,Male-only,Male,White,Drug,Minimum,2020-12-04,
P010215,13,FAC013,Male-only,Male,White,Property,Medium,2012-08-09,2019-05-15
P010216,13,FAC013,Male-only,Male,Hispanic,Drug,Medium,2023-10-27,
P010217,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2022-08-10,2022-12-16
P010218,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Medium,2017-10-28,2024-05-06
P010219,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2021-01-01,2022-05-28
P010220,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2014-12-09,2018-09-03
P010221,13,FAC013,Male-only,Male,White,Property,Maximum,2014-12-14,2021-10-13
P010222,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Minimum,2018-09-29,2019-02-19
P010223,13,FAC013,Male-only,Male,Black,Property,Maximum,2015-06-04,2021-10-29
P010224,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2024-11-19,
P010225,13,FAC013,Male-only,Male,Black,Property,Medium,2012-05-04,2015-06-26
P010226,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2013-12-12,2017-03-22
P010227,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Maximum,2017-01-13,
P010228,13,FAC013,Male-only,Male,Black,Property,Medium,2019-02-06,2020-09-13
P010229,13,FAC013,Male-only,Male,White,Property,Minimum,2024-03-27,
P010230,13,FAC013,Male-only,Male,White,Drug,Minimum,2019-10-16,
P010231,13,FAC013,Male-only,Male,Black,Violent,Medium,2021-07-27,
P010232,13,FAC013,Male-only,Male,Other,PublicOrder,Minimum,2019-12-18,2020-07-01
P010233,13,FAC013,Male-only,Male,Hispanic,Drug,Medium,2023-01-15,
P010234,13,FAC013,Male-only,Male,Black,Violent,Minimum,2024-08-14,2024-10-09
P010235,13,FAC013,Male-only,Male,Black,Violent,Maximum,2012-08-06,
P010236,13,FAC013,Male-only,Male,White,PublicOrder,Minimum,2015-04-17,
P010237,13,FAC013,Male-only,Male,Black,Property,Medium,2020-12-28,2021-06-17
P010238,13,FAC013,Male-only,Male,Black,Violent,Minimum,2016-08-31,
P010239,13,FAC013,Male-only,Male,White,Violent,Maximum,2013-12-04,
P010240,13,FAC013,Male-only,Male,Black,Drug,Maximum,2010-09-30,2012-11-30
P010241,13,FAC013,Male-only,Male,Hispanic,Drug,Minimum,2013-04-10,
P010242,13,FAC013,Male-only,Male,White,Property,Minimum,2016-03-27,
P010243,13,FAC013,Male-only,Male,Black,Property,Minimum,2020-02-19,2025-06-05
P010244,13,FAC013,Male-only,Male,Black,Violent,Medium,2015-02-23,2021-01-02
P010245,13,FAC013,Male-only,Male,White,Violent,Medium,2024-05-08,
P010246,13,FAC013,Male-only,Male,White,Violent,Medium,2018-08-15,2023-06-19
P010247,13,FAC013,Male-only,Male,Black,Other,Minimum,2024-06-25,2025-06-17
P010248,13,FAC013,Male-only,Male,Black,Property,Medium,2024-10-01,
P010249,13,FAC013,Male-only,Male,White,Violent,Medium,2012-08-06,2014-09-05
P010250,13,FAC013,Male-only,Male,Black,Property,Maximum,2015-06-04,2019-08-02
P010251,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2019-06-12,2024-07-06
P010252,13,FAC013,Male-only,Male,Black,Property,Medium,2022-09-01,2023-12-07
P010253,13,FAC013,Male-only,Male,White,Drug,Minimum,2017-06-26,2022-02-01
P010254,13,FAC013,Male-only,Male,Hispanic,Violent,Medium,2017-06-24,2021-01-16
P010255,13,FAC013,Male-only,Male,Black,Violent,Minimum,2022-08-21,2024-11-10
P010256,13,FAC013,Male-only,Male,White,Other,Medium,2020-09-07,2025-03-15
P010257,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2015-11-23,
P010258,13,FAC013,Male-only,Male,White,Drug,Minimum,2017-08-28,2021-01-30
P010259,13,FAC013,Male-only,Male,Black,PublicOrder,Maximum,2021-05-25,
P010260,13,FAC013,Male-only,Male,Black,Property,Medium,2017-11-16,2024-12-27
P010261,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2020-11-24,2022-05-05
P010262,13,FAC013,Male-only,Male,Black,Property,Maximum,2012-12-16,2018-07-22
P010263,13,FAC013,Male-only,Male,White,Property,Maximum,2020-08-11,
P010264,13,FAC013,Male-only,Male,Black,Violent,Maximum,2022-06-17,2024-07-24
P010265,13,FAC013,Male-only,Male,Black,Violent,Medium,2023-06-12,
P010266,13,FAC013,Male-only,Male,Black,Drug,Medium,2010-10-12,
P010267,13,FAC013,Male-only,Male,White,Violent,Minimum,2017-11-21,2024-10-23
P010268,13,FAC013,Male-only,Male,Black,Other,Medium,2024-11-27,
P010269,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2010-06-12,
P010270,13,FAC013,Male-only,Male,Hispanic,Drug,Maximum,2011-09-30,
P010271,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2014-03-20,2023-03-02
P010272,13,FAC013,Male-only,Male,White,Property,Minimum,2019-01-20,2020-03-10
P010273,13,FAC013,Male-only,Male,Black,Property,Minimum,2017-11-07,
P010274,13,FAC013,Male-only,Male,Black,Drug,Maximum,2018-03-15,2018-08-21
P010275,13,FAC013,Male-only,Male,White,Drug,Medium,2013-06-06,2020-12-04
P010276,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2011-09-02,
P010277,13,FAC013,Male-only,Male,Black,Violent,Medium,2020-06-27,2020-11-09
P010278,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2016-05-10,
P010279,13,FAC013,Male-only,Male,Black,Violent,Minimum,2016-10-31,2021-02-04
P010280,13,FAC013,Male-only,Male,Black,Drug,Minimum,2020-01-31,2023-01-21
P010281,13,FAC013,Male-only,Male,Hispanic,Violent,Maximum,2019-06-24,2022-07-10
P010282,13,FAC013,Male-only,Male,Black,PublicOrder,Medium,2025-01-02,2025-07-10
P010283,13,FAC013,Male-only,Male,Black,Drug,Maximum,2015-10-03,
P010284,13,FAC013,Male-only,Male,White,PublicOrder,Minimum,2016-06-18,2019-10-07
P010285,13,FAC013,Male-only,Male,Black,Violent,Maximum,2022-04-14,
P010286,13,FAC013,Male-only,Male,Hispanic,Property,Medium,2022-05-06,2024-12-30
P010287,13,FAC013,Male-only,Male,Black,Drug,Minimum,2010-06-04,
P010288,13,FAC013,Male-only,Male,Hispanic,Violent,Medium,2020-02-27,2024-05-29
P010289,13,FAC013,Male-only,Male,White,Property,Medium,2013-10-10,2021-07-17
P010290,13,FAC013,Male-only,Male,Black,Violent,Medium,2024-11-15,
P010291,13,FAC013,Male-only,Male,White,Drug,Medium,2023-12-29,
P010292,13,FAC013,Male-only,Male,White,Drug,Medium,2011-09-03,
P010293,13,FAC013,Male-only,Male,White,Drug,Medium,2010-02-23,
P010294,13,FAC013,Male-only,Male,Hispanic,Drug,Medium,2013-08-30,2017-02-10
P010295,13,FAC013,Male-only,Male,Hispanic,Property,Minimum,2021-09-04,2023-06-04
P010296,13,FAC013,Male-only,Male,Black,Violent,Minimum,2023-03-12,2025-03-04
P010297,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2013-04-23,2017-01-13
P010298,13,FAC013,Male-only,Male,White,Drug,Minimum,2017-02-21,
P010299,13,FAC013,Male-only,Male,Black,Property,Minimum,2011-08-02,2015-12-10
P010300,13,FAC013,Male-only,Male,Black,Violent,Medium,2018-07-28,
P010301,13,FAC013,Male-only,Male,Hispanic,Property,Medium,2025-04-23,
P010302,13,FAC013,Male-only,Male,Black,Violent,Medium,2021-07-28,2024-07-06
P010303,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Maximum,2024-12-30,
P010304,13,FAC013,Male-only,Male,Black,Property,Minimum,2018-03-24,2024-06-01
P010305,13,FAC013,Male-only,Male,White,Property,Minimum,2012-03-10,
P010306,13,FAC013,Male-only,Male,Hispanic,PublicOrder,Medium,2013-11-27,2016-11-23
P010307,13,FAC013,Male-only,Male,White,Violent,Medium,2022-01-01,2024-03-17
P010308,13,FAC013,Male-only,Male,White,Property,Minimum,2022-06-02,2023-09-15
P010309,13,FAC013,Male-only,Male,Black,Drug,Medium,2017-09-26,2021-09-29
P010310,13,FAC013,Male-only,Male,White,Other,Medium,2012-12-08,2014-03-10
P010311,13,FAC013,Male-only,Male,Black,Violent,Medium,2019-08-17,2020-02-29
P010312,13,FAC013,Male-only,Male,Black,Drug,Medium,2019-06-15,2022-09-18
P010313,13,FAC013,Male-only,Male,Hispanic,Violent,Maximum,2013-03-16,2015-11-21
P010314,13,FAC013,Male-only,Male,White,PublicOrder,Minimum,2022-02-01,
P010315,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2020-06-29,
P010316,13,FAC013,Male-only,Male,Black,Other,Medium,2020-08-18,2025-04-03
P010317,13,FAC013,Male-only,Male,Black,Violent,Medium,2018-08-05,
P010318,13,FAC013,Male-only,Male,Native American,Violent,Medium,2018-12-29,
P010319,13,FAC013,Male-only,Male,Black,Violent,Minimum,2023-04-15,
P010320,13,FAC013,Male-only,Male,White,Property,Medium,2016-08-31,2024-05-04
P010321,13,FAC013,Male-only,Male,White,Violent,Minimum,2011-03-15,
P010322,13,FAC013,Male-only,Male,Black,Drug,Maximum,2016-05-11,2025-05-12
P010323,13,FAC013,Male-only,Male,Black,Violent,Medium,2015-12-08,2016-11-10
P010324,13,FAC013,Male-only,Male,Black,Drug,Medium,2015-03-05,2024-07-17
P010325,13,FAC013,Male-only,Male,White,Violent,Maximum,2014-11-01,
P010326,13,FAC013,Male-only,Male,Hispanic,Property,Maximum,2016-06-24,
P010327,13,FAC013,Male-only,Male,White,Violent,Minimum,2020-08-27,2021-07-20
P010328,13,FAC013,Male-only,Male,Black,Property,Minimum,2017-03-14,2018-04-20
P010329,13,FAC013,Male-only,Male,White,Property,Maximum,2013-04-25,2013-05-29
P010330,13,FAC013,Male-only,Male,Black,Other,Minimum,2017-07-24,
P010331,13,FAC013,Male-only,Male,Black,Violent,Medium,2012-05-25,
P010332,13,FAC013,Male-only,Male,Hispanic,Violent,Minimum,2023-09-06,2023-12-23
P010333,13,FAC013,Male-only,Male,White,Property,Maximum,2018-04-03,2022-05-12
P010334,13,FAC013,Male-only,Male,Black,Drug,Medium,2024-09-24,
P010335,13,FAC013,Male-only,Male,Black,PublicOrder,Minimum,2014-10-16,2021-04-06
P010336,13,FAC013,Male-only,Male,Black,Property,Minimum,2014-04-18,2021-01-31
P010337,13,FAC013,Male-only,Male,White,Drug,Medium,2015-11-23,
P010338,13,FAC013,Male-only,Male,Black,Other,Minimum,2024-05-20,2024-06-24
P010339,13,FAC013,Male-only,Male,White,Property,Medium,2012-05-14,2018-11-19
P010340,13,FAC013,Male-only,Male,Black,Other,Minimum,2023-01-12,
P010341,13,FAC013,Male-only,Male,Hispanic,Violent,Medium,2011-07-30,
P010342,13,FAC013,Male-only,Male,Black,Property,Minimum,2023-12-15,
P010343,13,FAC013,Male-only,Male,White,Violent,Minimum,2011-02-10,2013-11-06
P010344,13,FAC013,Male-only,Male,White,PublicOrder,Minimum,2014-10-07,2017-03-02
P010345,13,FAC013,Male-only,Male,White,Violent,Maximum,2017-08-02,2024-11-25
P010346,13,FAC013,Male-only,Male,White,Other,Medium,2010-01-13,2019-03-24
P010347,13,FAC013,Male-only,Male,Native American,Drug,Medium,2016-04-12,2023-12-30
