person_id,year,facility_id,facility_name,facility_gender_policy,gender,race,offense_type,security_level,admission_date,parole_date
P202100616,2021.0,10,FAC010,Mixed,Female,White,Property,Medium,2021-03-30,2024-01-14
P202100617,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-08-27,2021-12-12
P202100618,2021.0,10,FAC010,Mixed,Male,Other,Other,Minimum,2021-03-16,2022-03-23
P202100619,2021.0,10,FAC010,Mixed,Male,White,Violent,Medium,2021-08-22,2023-05-28
P202100620,2021.0,10,FAC010,Mixed,Male,Black,Drug,Minimum,2021-06-13,2024-06-19
P202100621,2021.0,10,,Mixed,Male,Black,Drug,Medium,2021-11-30,
P202100622,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,,2024-07-21
P202100623,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-02-26,
P202100624,2021.0,10,FAC010,,Female,Black,Property,Medium,2021-10-02,2022-12-03
P202100625,2021.0,10,FAC010,Mixed,Male,Native American,Other,Minimum,2021-08-02,2021-10-23
P202100626,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-09-02,
P202100627,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-11-11,
P202100628,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,2021-05-18,
P202100629,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-10-11,
P202100630,2021.0,10,FAC010,Mixed,Male,,Violent,Medium,2021-10-08,2024-04-30
P202100631,2021.0,10,,,Male,White,Violent,Maximum,2021-06-10,
P202100632,,10,FAC010,Mixed,Male,Black,Property,Medium,2021-06-08,
P202100633,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-02-04,
P202100634,2021.0,10,FAC010,Mixed,Male,White,,Medium,2021-04-04,
P202100635,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-10-08,2024-07-09
P202100636,2021.0,10,FAC010,,Male,White,Violent,Medium,2021-09-22,2023-10-20
P202100637,2021.0,10,FAC010,Mixed,,Black,Drug,Minimum,2021-07-15,2022-12-06
P202100638,,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-08-02,2023-03-13
P202100639,2021.0,10,FAC010,Mixed,Male,Black,Drug,Medium,2021-03-16,2024-12-15
P202100640,2021.0,10,FAC010,Mixed,Female,Black,Drug,Medium,2021-10-01,
P202100641,,10,FAC010,Mixed,Female,Black,Drug,Minimum,2021-06-03,
P202100642,2021.0,10,FAC010,Mixed,Female,White,Violent,Maximum,,2024-11-12
P202100643,2021.0,10,FAC010,Mixed,Female,White,Violent,Maximum,2021-11-06,
P202100644,2021.0,10,FAC010,Mixed,Male,,PublicOrder,Minimum,2021-06-23,2021-10-28
P202100645,2021.0,10,FAC010,Mixed,Female,White,Violent,Maximum,2021-10-30,2023-05-15
P202100646,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-04-09,2021-08-24
P202100647,2021.0,10,FAC010,Mixed,Female,White,Violent,Maximum,2021-11-09,2022-03-27
P202100648,2021.0,10,FAC010,Mixed,Male,Black,Drug,Minimum,2021-07-23,2023-07-10
P202100649,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,2021-10-06,2025-01-14
P202100650,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,,
P202100651,2021.0,10,,Mixed,Male,White,Violent,Medium,2021-02-21,2024-04-29
P202100652,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-06-07,2022-07-22
P202100653,2021.0,10,FAC010,Mixed,Male,White,Violent,Medium,2021-12-22,
P202100654,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-12-10,2025-02-17
P202100655,2021.0,10,FAC010,Mixed,Female,White,Property,,2021-04-21,
P202100656,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-04-14,
P202100657,2021.0,10,FAC010,Mixed,Male,Black,Drug,Minimum,,2024-04-24
P202100658,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-04-07,2025-04-14
P202100659,2021.0,10,FAC010,Mixed,Male,,Property,Medium,2021-03-05,2025-01-16
P202100660,2021.0,10,,Mixed,Male,White,Violent,Maximum,2021-08-12,
P202100661,2021.0,10,FAC010,Mixed,Male,White,Violent,Medium,2021-04-26,
P202100662,2021.0,10,FAC010,Mixed,Male,,Property,Medium,2021-12-12,2022-01-25
P202100663,2021.0,10,FAC010,Mixed,Male,Black,,Minimum,2021-08-29,2024-06-30
P202100664,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-09-07,2022-10-04
P202100665,2021.0,10,FAC010,Mixed,Male,White,Property,Medium,2021-10-02,
P202100666,2021.0,10,FAC010,Mixed,Female,White,Violent,Maximum,2021-05-12,2022-02-20
P202100667,,10,FAC010,Mixed,Male,Black,,Minimum,2021-07-21,
P202100668,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,,2022-05-29
P202100669,2021.0,10,,Mixed,Female,Hispanic,PublicOrder,Minimum,,2021-12-19
P202100670,2021.0,10,FAC010,Mixed,Male,Black,Property,,2021-03-02,2023-12-26
P202100671,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,2021-07-12,2022-10-22
P202100672,2021.0,10,FAC010,Mixed,Male,White,Violent,Maximum,2021-12-19,
P202100673,2021.0,10,FAC010,Mixed,Male,Black,Drug,Minimum,2021-03-27,
P202100674,2021.0,10,FAC010,Mixed,Male,,Violent,Maximum,2021-09-14,2024-11-01
P202100675,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,2021-09-15,2022-10-29
P202100676,2021.0,10,FAC010,Mixed,Male,,Drug,Minimum,2021-05-28,2021-11-26
P202100677,,10,FAC010,Mixed,Male,White,Violent,Medium,,2025-08-05
P202100678,2021.0,10,FAC010,Mixed,Male,White,Violent,Medium,2021-11-11,
P202100679,2021.0,10,FAC010,Mixed,Male,White,Property,Medium,2021-09-23,2021-12-01
P202100680,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,2021-04-05,2022-12-31
P202100681,2021.0,10,FAC010,Mixed,Male,White,Violent,Medium,2021-08-09,2022-09-28
P202100682,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,2021-02-08,
P202100683,2021.0,10,FAC010,,,Black,Drug,Minimum,,2022-07-20
P202100684,2021.0,10,FAC010,Mixed,Male,Black,Drug,,2021-12-08,
P202100685,,10,FAC010,,Male,White,Violent,Maximum,2021-07-17,2025-05-25
P202100686,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,2021-05-22,2021-11-30
P202100687,2021.0,10,FAC010,Mixed,Male,,PublicOrder,Minimum,2021-08-17,
P202100688,2021.0,10,FAC010,,Male,Black,Property,Medium,2021-06-21,2022-11-15
P202100689,2021.0,10,FAC010,Mixed,,White,Violent,Maximum,2021-11-02,2023-04-03
P202100690,2021.0,10,FAC010,Mixed,Male,Black,Property,Medium,2021-04-28,2024-11-07
P202100691,2021.0,10,FAC010,Mixed,Male,,,Medium,2021-11-02,2023-06-30
P202100692,2021.0,10,FAC010,Mixed,Male,Black,Drug,,2021-04-30,
P202100693,2021.0,10,FAC010,Mixed,Male,Black,Drug,Minimum,2021-04-17,
P202100694,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-10-13,2022-03-27
P202100695,2021.0,10,FAC010,Mixed,Male,Hispanic,PublicOrder,Minimum,2021-09-12,2025-01-16
P202100696,2021.0,10,,Mixed,Male,Hispanic,Other,Minimum,2021-06-21,
P202100697,2021.0,10,,Mixed,,Hispanic,,,2021-11-09,2023-01-18
P202100698,2021.0,10,FAC010,Mixed,,Black,Drug,Minimum,2021-07-07,2024-05-15
P202100699,2021.0,10,FAC010,Mixed,Male,White,Violent,Medium,2021-11-11,2022-10-03
P202100700,2021.0,10,FAC010,Mixed,Male,White,Violent,,2021-02-28,
P202100701,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-01-06,2021-04-21
P202100702,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-07-14,2024-11-13
P202100703,2021.0,11,,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-06-10,2022-05-31
P202100704,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-03-11,
P202100705,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-02-15,2022-09-20
P202100706,2021.0,11,FAC011,Male-only,Male,,Drug,Minimum,,
P202100707,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-04-03,2022-12-11
P202100708,2021.0,11,FAC011,Male-only,Male,Black,,Medium,,2022-02-18
P202100709,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-07-22,
P202100710,2021.0,11,FAC011,Male-only,Male,Other,Other,Minimum,2021-11-22,2024-05-26
P202100711,2021.0,11,FAC011,Male-only,,Black,Drug,Medium,2021-02-05,2023-04-05
P202100712,2021.0,11,,Male-only,Male,,Property,Medium,,2022-12-25
P202100713,2021.0,11,FAC011,Male-only,Male,Black,Drug,,2021-03-07,
P202100714,2021.0,11,FAC011,Male-only,Male,Black,,Medium,2021-02-07,2023-11-25
P202100715,2021.0,11,FAC011,Male-only,Male,Black,,,2021-07-31,2023-07-25
P202100716,2021.0,11,FAC011,Male-only,Male,,Drug,Minimum,2021-07-10,
P202100717,2021.0,11,FAC011,Male-only,,Black,,Medium,2021-02-18,
P202100718,2021.0,11,FAC011,,Male,White,Violent,Medium,2021-11-18,
P202100719,2021.0,11,FAC011,Male-only,,White,Violent,Maximum,2021-05-28,2024-04-07
P202100720,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,,2024-10-26
P202100721,2021.0,11,FAC011,Male-only,Male,White,Violent,Maximum,2021-05-22,2023-03-16
P202100722,2021.0,11,FAC011,Male-only,Male,,Property,Medium,2021-04-28,2023-04-21
P202100723,2021.0,11,FAC011,,Male,White,Property,Medium,,
P202100724,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-04-27,2022-02-07
P202100725,2021.0,11,FAC011,Male-only,Male,Hispanic,Drug,,2021-08-03,
P202100726,2021.0,11,FAC011,Male-only,Male,Black,Drug,Minimum,,
P202100727,,11,,Male-only,Male,White,Violent,Medium,2021-03-25,2024-04-15
P202100728,2021.0,11,FAC011,Male-only,,,Violent,Maximum,2021-01-30,2024-08-20
P202100729,2021.0,11,FAC011,,Male,White,Violent,,2021-05-23,
P202100730,2021.0,11,FAC011,Male-only,Male,,Violent,Maximum,2021-02-04,
P202100731,2021.0,11,FAC011,Male-only,Male,Black,,Minimum,2021-07-09,2021-12-16
P202100732,2021.0,11,FAC011,Male-only,,White,Property,,2021-09-01,2024-09-07
P202100733,2021.0,11,FAC011,Male-only,Male,White,Violent,Maximum,2021-07-28,2022-09-24
P202100734,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-10-19,
P202100735,,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-08-08,2024-02-17
P202100736,2021.0,11,FAC011,Male-only,,White,,Medium,2021-07-16,
P202100737,2021.0,11,FAC011,Male-only,Male,,PublicOrder,Minimum,2021-10-30,
P202100738,2021.0,11,FAC011,,Male,Black,Property,Medium,2021-07-30,2024-04-10
P202100739,2021.0,11,FAC011,Male-only,Male,White,Violent,,2021-04-08,
P202100740,2021.0,11,FAC011,Male-only,Male,White,Property,Medium,2021-01-27,2022-02-19
P202100741,2021.0,11,FAC011,Male-only,Male,Other,Other,Minimum,2021-10-18,2022-08-27
P202100742,2021.0,11,FAC011,Male-only,Male,,,Medium,2021-04-03,2024-07-21
P202100743,2021.0,11,FAC011,Male-only,,Black,Property,Medium,2021-04-18,
P202100744,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-06-01,
P202100745,2021.0,11,FAC011,,Male,,Drug,Minimum,2021-03-11,2023-04-18
P202100746,2021.0,11,FAC011,Male-only,Male,White,Violent,Medium,2021-06-28,2023-01-24
P202100747,2021.0,11,,Male-only,Male,Hispanic,Drug,Minimum,2021-03-06,2022-08-06
P202100748,2021.0,11,FAC011,Male-only,Male,White,Property,Medium,2021-10-12,2025-05-04
P202100749,2021.0,11,FAC011,Male-only,Male,White,Property,Medium,2021-03-19,
P202100750,2021.0,11,FAC011,Male-only,Male,Black,Drug,Minimum,,2023-06-07
P202100751,,11,FAC011,Male-only,Male,Black,Property,Medium,2021-06-03,2024-04-11
P202100752,2021.0,11,FAC011,,Male,White,Violent,Medium,,
P202100753,,11,,Male-only,Male,White,Violent,Maximum,2021-11-09,2022-11-29
P202100754,2021.0,11,FAC011,Male-only,Male,Black,Drug,Medium,2021-06-17,2025-04-12
P202100755,2021.0,11,,Male-only,Male,Black,Drug,Minimum,2021-11-18,2023-07-13
P202100756,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-04-16,
P202100757,2021.0,11,FAC011,Male-only,Male,Black,Drug,Medium,2021-01-24,2023-09-27
P202100758,,11,FAC011,Male-only,Male,White,Violent,Maximum,2021-06-30,2023-12-18
P202100759,2021.0,11,,,Male,,Other,Minimum,2021-02-25,2022-05-09
P202100760,,11,FAC011,Male-only,Male,Black,Drug,Minimum,,
P202100761,,11,FAC011,Male-only,Male,Hispanic,Other,,2021-03-28,2024-05-20
P202100762,,11,FAC011,Male-only,Male,White,Violent,Medium,,
P202100763,2021.0,11,FAC011,Male-only,Male,White,Violent,,,2025-06-05
P202100764,2021.0,11,FAC011,Male-only,Male,Hispanic,,Minimum,2021-07-27,2021-11-06
P202100765,2021.0,11,FAC011,Male-only,Male,Black,,Medium,2021-01-21,2022-04-24
P202100766,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-12-10,2024-09-07
P202100767,2021.0,11,FAC011,Male-only,Male,Black,Drug,Minimum,2021-10-05,2024-08-04
P202100768,2021.0,11,FAC011,Male-only,Male,White,Violent,Medium,2021-01-11,2023-11-03
P202100769,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-02-24,2022-11-13
P202100770,2021.0,11,FAC011,Male-only,Male,White,Violent,Maximum,2021-06-26,
P202100771,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-07-01,2024-08-17
P202100772,,11,FAC011,Male-only,Male,Black,Property,Medium,2021-01-20,2023-10-27
P202100773,2021.0,11,,Male-only,Male,,PublicOrder,Minimum,2021-10-28,2023-12-20
P202100774,2021.0,11,FAC011,Male-only,Male,,Violent,Maximum,2021-02-12,2024-06-06
P202100775,2021.0,11,FAC011,Male-only,Male,White,Violent,,2021-07-10,2025-07-01
P202100776,2021.0,11,FAC011,Male-only,Male,Hispanic,,Minimum,2021-03-16,
P202100777,2021.0,11,FAC011,Male-only,,Black,Property,,,
P202100778,2021.0,11,FAC011,Male-only,Male,Black,Drug,Minimum,2021-03-21,2025-01-06
P202100779,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-09-05,
P202100780,,11,FAC011,Male-only,Male,White,Violent,Maximum,2021-07-04,2023-10-21
P202100781,,11,FAC011,Male-only,Male,,Violent,Maximum,2021-05-25,2023-09-01
P202100782,,11,FAC011,Male-only,,Black,Property,Medium,2021-02-20,
P202100783,2021.0,11,FAC011,Male-only,Male,White,Violent,Medium,2021-05-23,
P202100784,,11,FAC011,Male-only,Male,Black,Property,Medium,2021-09-17,
P202100785,2021.0,11,FAC011,Male-only,Male,White,Violent,Maximum,,2021-07-17
P202100786,2021.0,11,FAC011,Male-only,,Black,Drug,,2021-10-17,
P202100787,2021.0,11,,Male-only,Male,,Property,Medium,2021-06-24,2023-11-01
P202100788,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,,2024-06-25
P202100789,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-03-19,
P202100790,2021.0,11,FAC011,,Male,White,Violent,Maximum,2021-02-11,
P202100791,2021.0,11,FAC011,Male-only,Male,White,Violent,Maximum,2021-11-16,
P202100792,2021.0,11,FAC011,Male-only,Male,Black,Drug,,2021-08-15,2022-05-26
P202100793,2021.0,11,FAC011,Male-only,Male,,Property,Medium,2021-07-10,
P202100794,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,,2021-02-09,2025-01-22
P202100795,2021.0,11,FAC011,,Male,,Property,Medium,2021-12-24,2023-04-12
P202100796,2021.0,11,,Male-only,Male,White,Violent,Maximum,,2024-07-22
P202100797,2021.0,11,,Male-only,Male,,Drug,Minimum,2021-11-10,2024-04-17
P202100798,2021.0,11,FAC011,,Male,White,Violent,Medium,,2023-10-07
P202100799,2021.0,11,FAC011,Male-only,Male,White,Violent,Maximum,2021-09-24,2025-03-27
P202100800,2021.0,11,FAC011,,Male,Black,Drug,Minimum,2021-05-04,
P202100801,2021.0,11,FAC011,Male-only,Male,Hispanic,Drug,Minimum,2021-11-29,
P202100802,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-06-19,
P202100803,2021.0,11,FAC011,Male-only,Male,Native American,Other,Minimum,2021-03-18,2024-05-18
P202100804,2021.0,11,FAC011,Male-only,Male,,Property,Medium,2021-02-18,
P202100805,2021.0,11,FAC011,Male-only,Male,White,Violent,Medium,2021-04-18,2025-02-13
P202100806,2021.0,11,FAC011,,Male,Black,Property,Medium,2021-07-31,
P202100807,2021.0,11,FAC011,Male-only,Male,Black,,Medium,2021-04-04,
P202100808,2021.0,11,FAC011,Male-only,Male,White,,Medium,2021-04-12,
P202100809,2021.0,11,FAC011,,Male,Black,Drug,Minimum,,2025-03-05
P202100810,2021.0,11,FAC011,Male-only,Male,Hispanic,Other,,2021-05-22,2022-05-13
P202100811,2021.0,11,FAC011,Male-only,Male,White,Violent,Maximum,2021-11-23,
P202100812,,11,FAC011,Male-only,Male,Black,Property,Medium,2021-10-13,2024-06-15
P202100813,2021.0,11,FAC011,Male-only,,Black,,Medium,2021-06-12,
P202100814,2021.0,11,,Male-only,Male,White,Violent,Medium,2021-04-10,
P202100815,2021.0,11,FAC011,,,Hispanic,PublicOrder,Minimum,2021-02-22,
P202100816,2021.0,11,FAC011,Male-only,Male,,Violent,Maximum,2021-02-02,
P202100817,2021.0,11,FAC011,Male-only,Male,Asian,Other,Minimum,2021-08-28,
P202100818,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-01-10,2023-11-03
P202100819,2021.0,11,FAC011,Male-only,Male,Hispanic,Drug,Minimum,2021-12-23,2025-06-24
P202100820,2021.0,11,FAC011,Male-only,Male,Black,Property,Medium,2021-07-28,2023-08-15
P202100821,2021.0,11,FAC011,Male-only,Male,Black,Drug,Minimum,2021-03-10,
P202100822,2021.0,11,FAC011,Male-only,Male,White,Violent,Medium,2021-08-10,
P202100823,2021.0,11,FAC011,Male-only,Male,White,,Medium,2021-12-28,
P202100824,2021.0,11,,Male-only,Male,Black,Drug,Minimum,2021-06-25,2022-12-29
P202100825,2021.0,11,FAC011,Male-only,Male,Black,Drug,Minimum,2021-05-14,2021-08-28
P202100826,2021.0,11,FAC011,Male-only,Male,,Property,Medium,2021-07-20,2023-07-18
P202100827,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,,2021-10-17,2022-01-19
P202100828,2021.0,11,,Male-only,,White,,,2021-09-19,
P202100829,2021.0,11,FAC011,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-02-05,2022-10-17
P202100830,2021.0,11,FAC011,Male-only,,White,,Medium,2021-11-05,2024-07-12
P202100831,2021.0,12,FAC012,,,White,Violent,Maximum,2021-02-16,2023-07-15
P202100832,2021.0,12,FAC012,Male-only,Male,Black,Drug,Minimum,2021-03-14,
P202100833,2021.0,12,FAC012,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-01-25,2023-08-07
P202100834,2021.0,12,,,Male,Hispanic,PublicOrder,Minimum,2021-04-21,
P202100835,2021.0,12,FAC012,Male-only,Male,White,Violent,Medium,2021-07-26,
P202100836,2021.0,12,FAC012,Male-only,Male,White,Violent,Medium,2021-12-15,
P202100837,2021.0,12,,Male-only,Male,White,Violent,Maximum,2021-04-01,
P202100838,2021.0,12,FAC012,Male-only,Male,White,Violent,Maximum,2021-07-07,2022-06-25
P202100839,2021.0,12,FAC012,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-10-27,2023-12-22
P202100840,2021.0,12,FAC012,Male-only,,,Drug,Minimum,2021-02-21,
P202100841,2021.0,12,FAC012,Male-only,Male,Black,,Medium,2021-12-11,
P202100842,2021.0,12,,Male-only,Male,Black,Drug,Medium,2021-12-26,
P202100843,2021.0,12,FAC012,Male-only,Male,White,Violent,Medium,2021-06-16,2023-08-07
P202100844,2021.0,12,FAC012,Male-only,Male,Asian,Other,Minimum,2021-05-24,
P202100845,2021.0,12,,Male-only,Male,Black,Property,Medium,2021-02-16,
P202100846,2021.0,12,FAC012,Male-only,Male,Black,Drug,Minimum,2021-06-13,2023-02-11
P202100847,2021.0,12,FAC012,Male-only,,Hispanic,PublicOrder,,2021-12-10,2025-05-04
P202100848,2021.0,12,FAC012,Male-only,Male,Black,Drug,Minimum,2021-03-06,2023-10-20
P202100849,2021.0,12,FAC012,Male-only,Male,Black,Drug,Minimum,,2023-10-07
P202100850,,12,FAC012,,Male,,Property,Medium,2021-03-14,2023-09-22
P202100851,2021.0,12,FAC012,Male-only,Male,White,Violent,,,
P202100852,,12,FAC012,Male-only,,Hispanic,PublicOrder,Minimum,2021-04-11,2021-05-29
P202100853,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-04-25,
P202100854,2021.0,12,FAC012,,Male,,Drug,Minimum,2021-02-02,2024-09-27
P202100855,2021.0,12,FAC012,,Male,,Property,Medium,2021-10-02,
P202100856,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-07-16,2022-04-26
P202100857,2021.0,12,FAC012,Male-only,Male,White,,Maximum,2021-02-18,2025-04-30
P202100858,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,,2024-03-03
P202100859,2021.0,12,,Male-only,Male,White,Violent,Medium,2021-02-19,2024-08-13
P202100860,2021.0,12,FAC012,Male-only,,White,Violent,Maximum,2021-06-29,
P202100861,2021.0,12,,Male-only,Male,Hispanic,Drug,Minimum,2021-07-31,2022-07-31
P202100862,2021.0,12,FAC012,Male-only,,Hispanic,PublicOrder,,2021-01-30,
P202100863,2021.0,12,FAC012,Male-only,Male,,Drug,Minimum,2021-05-09,
P202100864,2021.0,12,FAC012,Male-only,Male,White,Violent,Maximum,2021-06-15,
P202100865,2021.0,12,FAC012,,Male,White,Property,Medium,,2024-02-04
P202100866,2021.0,12,FAC012,Male-only,Male,White,Violent,Medium,,
P202100867,2021.0,12,FAC012,,Male,Black,,,2021-11-02,
P202100868,2021.0,12,FAC012,Male-only,Male,Black,Drug,,2021-06-29,2022-12-17
P202100869,,12,,Male-only,Male,Black,Property,Medium,2021-06-05,
P202100870,2021.0,12,FAC012,Male-only,Male,White,,Medium,2021-12-15,
P202100871,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,,2022-10-31
P202100872,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-03-02,
P202100873,,12,,,Male,White,Violent,Medium,2021-02-22,
P202100874,2021.0,12,FAC012,Male-only,,White,Violent,Maximum,2021-07-12,2024-09-30
P202100875,2021.0,12,FAC012,Male-only,Male,Hispanic,PublicOrder,,2021-06-07,2022-05-31
P202100876,2021.0,12,FAC012,Male-only,Male,,,Minimum,2021-08-04,
P202100877,,12,FAC012,,Male,White,Violent,Maximum,2021-07-03,2022-10-05
P202100878,2021.0,12,FAC012,Male-only,,Black,Drug,Minimum,2021-07-12,
P202100879,2021.0,12,FAC012,Male-only,Male,,Violent,Maximum,,2024-09-15
P202100880,2021.0,12,FAC012,,Male,,Drug,Minimum,2021-04-07,2024-06-17
P202100881,2021.0,12,FAC012,,Male,White,Violent,,,2024-03-11
P202100882,2021.0,12,FAC012,Male-only,Male,White,Violent,Medium,2021-01-27,
P202100883,2021.0,12,FAC012,Male-only,Male,Hispanic,Other,Minimum,2021-08-10,
P202100884,,12,FAC012,Male-only,Male,Black,Drug,,2021-07-19,
P202100885,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-02-25,2022-12-07
P202100886,2021.0,12,,Male-only,Male,,Drug,,2021-01-25,2024-05-09
P202100887,2021.0,12,,,,Black,Property,Medium,2021-12-18,
P202100888,2021.0,12,FAC012,,,Black,Drug,Minimum,2021-09-10,2023-03-12
P202100889,2021.0,12,FAC012,Male-only,Male,White,,Maximum,2021-10-07,
P202100890,,12,FAC012,Male-only,Male,White,Violent,Medium,,2022-05-31
P202100891,,12,FAC012,Male-only,Male,White,Violent,Maximum,2021-02-11,
P202100892,2021.0,12,FAC012,Male-only,,Hispanic,Drug,Minimum,,2021-12-08
P202100893,2021.0,12,FAC012,Male-only,Male,White,Violent,Medium,2021-06-04,2022-06-07
P202100894,,12,FAC012,Male-only,Male,Hispanic,Other,Minimum,2021-10-08,
P202100895,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-03-03,
P202100896,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-05-26,
P202100897,2021.0,12,FAC012,Male-only,Male,Black,Drug,Minimum,2021-06-28,
P202100898,2021.0,12,FAC012,Male-only,Male,White,Violent,Medium,2021-12-22,2025-07-24
P202100899,,12,FAC012,Male-only,Male,Hispanic,PublicOrder,Minimum,2021-02-04,2023-12-24
P202100900,2021.0,12,FAC012,Male-only,Male,White,,Maximum,2021-07-06,
P202100901,2021.0,12,FAC012,Male-only,Male,White,Violent,,,2023-06-19
P202100902,,12,FAC012,Male-only,,White,,Maximum,2021-10-07,
P202100903,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-08-07,
P202100904,2021.0,12,FAC012,Male-only,,Black,Drug,Minimum,2021-07-02,
P202100905,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-09-18,2025-06-07
P202100906,,12,FAC012,,Male,,PublicOrder,Minimum,2021-12-26,
P202100907,2021.0,12,,Male-only,Male,Black,Property,Medium,2021-08-06,2022-12-17
P202100908,2021.0,12,,Male-only,Male,,PublicOrder,Minimum,2021-12-14,
P202100909,2021.0,12,FAC012,Male-only,Male,,Violent,Maximum,2021-04-07,2022-12-22
P202100910,,12,FAC012,Male-only,Male,White,Violent,Maximum,2021-11-09,2023-08-03
P202100911,2021.0,12,,Male-only,Male,Black,,Medium,2021-03-30,2021-12-01
P202100912,2021.0,12,,Male-only,Male,,PublicOrder,Minimum,2021-09-10,2025-07-15
P202100913,2021.0,12,,Male-only,Male,Black,Drug,,2021-04-03,2024-09-19
P202100914,,12,FAC012,Male-only,Male,White,Violent,Maximum,2021-09-23,2024-08-17
P202100915,2021.0,12,,,Male,Native American,Other,Minimum,2021-01-30,
P202100916,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,,2024-02-17
P202100917,2021.0,12,FAC012,,Male,White,Violent,Medium,2021-09-12,2022-02-11
P202100918,,12,FAC012,Male-only,Male,White,Violent,Maximum,2021-09-17,2023-03-20
P202100919,2021.0,12,FAC012,Male-only,Male,White,Violent,Maximum,2021-10-29,2024-02-18
P202100920,2021.0,12,FAC012,Male-only,Male,Black,Property,Medium,2021-10-15,
P202100921,2021.0,12,FAC012,Male-only,Male,Black,Drug,Minimum,,2023-12-09
P202100922,2021.0,12,,Male-only,Male,White,Violent,Medium,2021-10-06,
P202100923,2021.0,12,FAC012,Male-only,Male,,Violent,Medium,2021-02-12,2022-04-06
P202100924,2021.0,12,FAC012,Male-only,Male,White,Property,Medium,2021-09-05,
P202100925,2021.0,12,FAC012,Male-only,Male,Other,Other,Minimum,2021-07-14,2022-12-01
