"state","metric","year","total"
"Montana","Parole New Offense Violation Population","2019",41
"Montana","Parole Technical Violation Population","2019",211
"Montana","Total Admissions","2020",1092
"Montana","Supervision Violation Admissions","2020",483
"Montana","Probation Violation Admissions","2020",253
"Montana","Probation New Offense Violation Admissions","2020",78
"Montana","Probation Technical Violation Admissions","2020",175
"Montana","Parole Violation Admissions","2020",230
"Montana","Parole New Offense Violation Admissions","2020",29
"Montana","Parole Technical Violation Admissions","2020",201
"Montana","Total Population","2020",2401
"Montana","Supervision Violation Population","2020",706
"Montana","Probation Violation Population","2020",457
"Montana","Probation New Offense Violation Population","2020",159
"Montana","Probation Technical Violation Population","2020",298
"Montana","Parole Violation Population","2020",249
"Montana","Parole New Offense Violation Population","2020",37
"Montana","Parole Technical Violation Population","2020",212
"Montana","Total Admissions","2021",973
"Montana","Supervision Violation Admissions","2021",482
"Montana","Probation Violation Admissions","2021",216
"Montana","Probation New Offense Violation Admissions","2021",86
"Montana","Probation Technical Violation Admissions","2021",130
"Montana","Parole Violation Admissions","2021",266
"Montana","Parole New Offense Violation Admissions","2021",76
"Montana","Parole Technical Violation Admissions","2021",190
"Montana","Total Population","2021",2631
"Montana","Supervision Violation Population","2021",813
"Montana","Probation Violation Population","2021",479
"Montana","Probation New Offense Violation Population","2021",176
"Montana","Probation Technical Violation Population","2021",303
"Montana","Parole Violation Population","2021",334
"Montana","Parole New Offense Violation Population","2021",97
"Montana","Parole Technical Violation Population","2021",237
"Nebraska","Total Admissions","2018",2704
"Nebraska","Supervision Violation Admissions","2018",640
"Nebraska","Probation Violation Admissions","2018",250
"Nebraska","Probation New Offense Violation Admissions","2018",NA
"Nebraska","Probation Technical Violation Admissions","2018",NA
"Nebraska","Parole Violation Admissions","2018",390
"Nebraska","Parole New Offense Violation Admissions","2018",245
"Nebraska","Parole Technical Violation Admissions","2018",145
"Nebraska","Total Population","2018",5287
"Nebraska","Supervision Violation Population","2018",591
"Nebraska","Probation Violation Population","2018",281
"Nebraska","Probation New Offense Violation Population","2018",NA
"Nebraska","Probation Technical Violation Population","2018",NA
"Nebraska","Parole Violation Population","2018",310
"Nebraska","Parole New Offense Violation Population","2018",205
"Nebraska","Parole Technical Violation Population","2018",105
"Nebraska","Total Admissions","2019",2800
"Nebraska","Supervision Violation Admissions","2019",654
"Nebraska","Probation Violation Admissions","2019",294
"Nebraska","Probation New Offense Violation Admissions","2019",NA
"Nebraska","Probation Technical Violation Admissions","2019",NA
"Nebraska","Parole Violation Admissions","2019",360
"Nebraska","Parole New Offense Violation Admissions","2019",210
"Nebraska","Parole Technical Violation Admissions","2019",150
"Nebraska","Total Population","2019",5491
"Nebraska","Supervision Violation Population","2019",717
"Nebraska","Probation Violation Population","2019",369
"Nebraska","Probation New Offense Violation Population","2019",NA
"Nebraska","Probation Technical Violation Population","2019",NA
"Nebraska","Parole Violation Population","2019",348
"Nebraska","Parole New Offense Violation Population","2019",237
"Nebraska","Parole Technical Violation Population","2019",111
"Nebraska","Total Admissions","2020",2363
"Nebraska","Supervision Violation Admissions","2020",NA
"Nebraska","Probation Violation Admissions","2020",NA
"Nebraska","Probation New Offense Violation Admissions","2020",NA
"Nebraska","Probation Technical Violation Admissions","2020",NA
"Nebraska","Parole Violation Admissions","2020",342
"Nebraska","Parole New Offense Violation Admissions","2020",195
"Nebraska","Parole Technical Violation Admissions","2020",147
"Nebraska","Total Population","2020",5426
"Nebraska","Supervision Violation Population","2020",NA
"Nebraska","Probation Violation Population","2020",NA
"Nebraska","Probation New Offense Violation Population","2020",NA
"Nebraska","Probation Technical Violation Population","2020",NA
"Nebraska","Parole Violation Population","2020",NA
"Nebraska","Parole New Offense Violation Population","2020",NA
"Nebraska","Parole Technical Violation Population","2020",NA
"Nebraska","Total Admissions","2021",2554
"Nebraska","Supervision Violation Admissions","2021",NA
"Nebraska","Probation Violation Admissions","2021",NA
"Nebraska","Probation New Offense Violation Admissions","2021",NA
"Nebraska","Probation Technical Violation Admissions","2021",NA
"Nebraska","Parole Violation Admissions","2021",393
"Nebraska","Parole New Offense Violation Admissions","2021",218
"Nebraska","Parole Technical Violation Admissions","2021",175
"Nebraska","Total Population","2021",5423
"Nebraska","Supervision Violation Population","2021",NA
"Nebraska","Probation Violation Population","2021",NA
"Nebraska","Probation New Offense Violation Population","2021",NA
"Nebraska","Probation Technical Violation Population","2021",NA
"Nebraska","Parole Violation Population","2021",NA
"Nebraska","Parole New Offense Violation Population","2021",NA
"Nebraska","Parole Technical Violation Population","2021",NA
"Nevada","Total Admissions","2018",6502
"Nevada","Supervision Violation Admissions","2018",2571
"Nevada","Probation Violation Admissions","2018",1484
"Nevada","Probation New Offense Violation Admissions","2018",79
"Nevada","Probation Technical Violation Admissions","2018",NA
"Nevada","Parole Violation Admissions","2018",1087
"Nevada","Parole New Offense Violation Admissions","2018",25
"Nevada","Parole Technical Violation Admissions","2018",NA
"Nevada","Total Population","2018",13751
"Nevada","Supervision Violation Population","2018",2967
"Nevada","Probation Violation Population","2018",1871
"Nevada","Probation New Offense Violation Population","2018",216
"Nevada","Probation Technical Violation Population","2018",NA
"Nevada","Parole Violation Population","2018",1096
"Nevada","Parole New Offense Violation Population","2018",136
"Nevada","Parole Technical Violation Population","2018",NA
"Nevada","Total Admissions","2019",5980
"Nevada","Supervision Violation Admissions","2019",2531
"Nevada","Probation Violation Admissions","2019",1384
"Nevada","Probation New Offense Violation Admissions","2019",64
"Nevada","Probation Technical Violation Admissions","2019",NA
"Nevada","Parole Violation Admissions","2019",1147
"Nevada","Parole New Offense Violation Admissions","2019",32
"Nevada","Parole Technical Violation Admissions","2019",NA
"Nevada","Total Population","2019",12932
"Nevada","Supervision Violation Population","2019",2686
"Nevada","Probation Violation Population","2019",1720
"Nevada","Probation New Offense Violation Population","2019",194
"Nevada","Probation Technical Violation Population","2019",NA
"Nevada","Parole Violation Population","2019",966
"Nevada","Parole New Offense Violation Population","2019",122
"Nevada","Parole Technical Violation Population","2019",NA
"Nevada","Total Admissions","2020",4419
"Nevada","Supervision Violation Admissions","2020",2103
"Nevada","Probation Violation Admissions","2020",1124
"Nevada","Probation New Offense Violation Admissions","2020",111
"Nevada","Probation Technical Violation Admissions","2020",NA
"Nevada","Parole Violation Admissions","2020",979
"Nevada","Parole New Offense Violation Admissions","2020",21
"Nevada","Parole Technical Violation Admissions","2020",NA
"Nevada","Total Population","2020",11486
"Nevada","Supervision Violation Population","2020",2335
"Nevada","Probation Violation Population","2020",1501
"Nevada","Probation New Offense Violation Population","2020",229
"Nevada","Probation Technical Violation Population","2020",NA
"Nevada","Parole Violation Population","2020",834
"Nevada","Parole New Offense Violation Population","2020",113
"Nevada","Parole Technical Violation Population","2020",NA
"Nevada","Total Admissions","2021",4050
"Nevada","Supervision Violation Admissions","2021",1978
"Nevada","Probation Violation Admissions","2021",908
"Nevada","Probation New Offense Violation Admissions","2021",90
"Nevada","Probation Technical Violation Admissions","2021",NA
"Nevada","Parole Violation Admissions","2021",1070
"Nevada","Parole New Offense Violation Admissions","2021",16
"Nevada","Parole Technical Violation Admissions","2021",NA
"Nevada","Total Population","2021",10393
"Nevada","Supervision Violation Population","2021",2094
"Nevada","Probation Violation Population","2021",1288
"Nevada","Probation New Offense Violation Population","2021",215
"Nevada","Probation Technical Violation Population","2021",NA
"Nevada","Parole Violation Population","2021",806
"Nevada","Parole New Offense Violation Population","2021",97
"Nevada","Parole Technical Violation Population","2021",NA
"New Hampshire","Total Admissions","2018",1426
"New Hampshire","Supervision Violation Admissions","2018",802
"New Hampshire","Probation Violation Admissions","2018",147
"New Hampshire","Probation New Offense Violation Admissions","2018",NA
"New Hampshire","Probation Technical Violation Admissions","2018",147
"New Hampshire","Parole Violation Admissions","2018",655
"New Hampshire","Parole New Offense Violation Admissions","2018",NA
"New Hampshire","Parole Technical Violation Admissions","2018",655
"New Hampshire","Total Population","2018",2531
"New Hampshire","Supervision Violation Population","2018",54
"New Hampshire","Probation Violation Population","2018",11
"New Hampshire","Probation New Offense Violation Population","2018",NA
"New Hampshire","Probation Technical Violation Population","2018",11
"New Hampshire","Parole Violation Population","2018",43
"New Hampshire","Parole New Offense Violation Population","2018",NA
"New Hampshire","Parole Technical Violation Population","2018",43
"New Hampshire","Total Admissions","2019",1330
"New Hampshire","Supervision Violation Admissions","2019",869
"New Hampshire","Probation Violation Admissions","2019",160
"New Hampshire","Probation New Offense Violation Admissions","2019",NA
"New Hampshire","Probation Technical Violation Admissions","2019",160
"New Hampshire","Parole Violation Admissions","2019",709
"New Hampshire","Parole New Offense Violation Admissions","2019",NA
"New Hampshire","Parole Technical Violation Admissions","2019",709
"New Hampshire","Total Population","2019",2463
"New Hampshire","Supervision Violation Population","2019",63
"New Hampshire","Probation Violation Population","2019",5
"New Hampshire","Probation New Offense Violation Population","2019",NA
"New Hampshire","Probation Technical Violation Population","2019",5
"New Hampshire","Parole Violation Population","2019",58
"New Hampshire","Parole New Offense Violation Population","2019",NA
"New Hampshire","Parole Technical Violation Population","2019",58
"New Hampshire","Total Admissions","2020",907
"New Hampshire","Supervision Violation Admissions","2020",612
"New Hampshire","Probation Violation Admissions","2020",76
"New Hampshire","Probation New Offense Violation Admissions","2020",NA
"New Hampshire","Probation Technical Violation Admissions","2020",76
"New Hampshire","Parole Violation Admissions","2020",536
"New Hampshire","Parole New Offense Violation Admissions","2020",NA
"New Hampshire","Parole Technical Violation Admissions","2020",536
"New Hampshire","Total Population","2020",2155
"New Hampshire","Supervision Violation Population","2020",43
"New Hampshire","Probation Violation Population","2020",2
"New Hampshire","Probation New Offense Violation Population","2020",NA
"New Hampshire","Probation Technical Violation Population","2020",2
"New Hampshire","Parole Violation Population","2020",41
"New Hampshire","Parole New Offense Violation Population","2020",NA
"New Hampshire","Parole Technical Violation Population","2020",41
"New Hampshire","Total Admissions","2021",865
"New Hampshire","Supervision Violation Admissions","2021",560
"New Hampshire","Probation Violation Admissions","2021",78
"New Hampshire","Probation New Offense Violation Admissions","2021",NA
"New Hampshire","Probation Technical Violation Admissions","2021",NA
"New Hampshire","Parole Violation Admissions","2021",482
"New Hampshire","Parole New Offense Violation Admissions","2021",NA
"New Hampshire","Parole Technical Violation Admissions","2021",NA
"New Hampshire","Total Population","2021",1953
"New Hampshire","Supervision Violation Population","2021",38
"New Hampshire","Probation Violation Population","2021",7
"New Hampshire","Probation New Offense Violation Population","2021",NA
"New Hampshire","Probation Technical Violation Population","2021",7
"New Hampshire","Parole Violation Population","2021",31
"New Hampshire","Parole New Offense Violation Population","2021",NA
"New Hampshire","Parole Technical Violation Population","2021",31
"New Jersey","Total Admissions","2018",8050
"New Jersey","Supervision Violation Admissions","2018",683
"New Jersey","Probation Violation Admissions","2018",NA
"New Jersey","Probation New Offense Violation Admissions","2018",NA
"New Jersey","Probation Technical Violation Admissions","2018",NA
"New Jersey","Parole Violation Admissions","2018",683
"New Jersey","Parole New Offense Violation Admissions","2018",19
"New Jersey","Parole Technical Violation Admissions","2018",664
"New Jersey","Total Population","2018",19362
"New Jersey","Supervision Violation Population","2018",NA
"New Jersey","Probation Violation Population","2018",NA
"New Jersey","Probation New Offense Violation Population","2018",NA
"New Jersey","Probation Technical Violation Population","2018",NA
"New Jersey","Parole Violation Population","2018",NA
"New Jersey","Parole New Offense Violation Population","2018",NA
"New Jersey","Parole Technical Violation Population","2018",NA
"New Jersey","Total Admissions","2019",7469
"New Jersey","Supervision Violation Admissions","2019",647
"New Jersey","Probation Violation Admissions","2019",NA
"New Jersey","Probation New Offense Violation Admissions","2019",NA
"New Jersey","Probation Technical Violation Admissions","2019",NA
"New Jersey","Parole Violation Admissions","2019",647
"New Jersey","Parole New Offense Violation Admissions","2019",21
"New Jersey","Parole Technical Violation Admissions","2019",626
"New Jersey","Total Population","2019",18613
"New Jersey","Supervision Violation Population","2019",NA
"New Jersey","Probation Violation Population","2019",NA
"New Jersey","Probation New Offense Violation Population","2019",NA
"New Jersey","Probation Technical Violation Population","2019",NA
"New Jersey","Parole Violation Population","2019",NA
"New Jersey","Parole New Offense Violation Population","2019",NA
"New Jersey","Parole Technical Violation Population","2019",NA
"New Jersey","Total Admissions","2020",3972
"New Jersey","Supervision Violation Admissions","2020",405
"New Jersey","Probation Violation Admissions","2020",NA
"New Jersey","Probation New Offense Violation Admissions","2020",NA
"New Jersey","Probation Technical Violation Admissions","2020",NA
"New Jersey","Parole Violation Admissions","2020",405
"New Jersey","Parole New Offense Violation Admissions","2020",11
"New Jersey","Parole Technical Violation Admissions","2020",394
"New Jersey","Total Population","2020",12830
"New Jersey","Supervision Violation Population","2020",NA
"New Jersey","Probation Violation Population","2020",NA
"New Jersey","Probation New Offense Violation Population","2020",NA
"New Jersey","Probation Technical Violation Population","2020",NA
"New Jersey","Parole Violation Population","2020",NA
"New Jersey","Parole New Offense Violation Population","2020",NA
"New Jersey","Parole Technical Violation Population","2020",NA
"New Jersey","Total Admissions","2021",4540
"New Jersey","Supervision Violation Admissions","2021",276
"New Jersey","Probation Violation Admissions","2021",NA
"New Jersey","Probation New Offense Violation Admissions","2021",NA
"New Jersey","Probation Technical Violation Admissions","2021",NA
"New Jersey","Parole Violation Admissions","2021",276
"New Jersey","Parole New Offense Violation Admissions","2021",9
"New Jersey","Parole Technical Violation Admissions","2021",267
"New Jersey","Total Population","2021",12506
"New Jersey","Supervision Violation Population","2021",NA
"New Jersey","Probation Violation Population","2021",NA
"New Jersey","Probation New Offense Violation Population","2021",NA
"New Jersey","Probation Technical Violation Population","2021",NA
"New Jersey","Parole Violation Population","2021",NA
"New Jersey","Parole New Offense Violation Population","2021",NA
"New Jersey","Parole Technical Violation Population","2021",NA
"New Mexico","Total Admissions","2018",3585
"New Mexico","Supervision Violation Admissions","2018",NA
"New Mexico","Probation Violation Admissions","2018",NA
"New Mexico","Probation New Offense Violation Admissions","2018",NA
"New Mexico","Probation Technical Violation Admissions","2018",NA
"New Mexico","Parole Violation Admissions","2018",NA
"New Mexico","Parole New Offense Violation Admissions","2018",NA
"New Mexico","Parole Technical Violation Admissions","2018",NA
"New Mexico","Total Population","2018",7030
"New Mexico","Supervision Violation Population","2018",NA
"New Mexico","Probation Violation Population","2018",NA
"New Mexico","Probation New Offense Violation Population","2018",NA
"New Mexico","Probation Technical Violation Population","2018",NA
"New Mexico","Parole Violation Population","2018",NA
"New Mexico","Parole New Offense Violation Population","2018",NA
"New Mexico","Parole Technical Violation Population","2018",NA
"New Mexico","Total Admissions","2019",3122
"New Mexico","Supervision Violation Admissions","2019",NA
"New Mexico","Probation Violation Admissions","2019",NA
"New Mexico","Probation New Offense Violation Admissions","2019",NA
"New Mexico","Probation Technical Violation Admissions","2019",NA
"New Mexico","Parole Violation Admissions","2019",NA
"New Mexico","Parole New Offense Violation Admissions","2019",NA
"New Mexico","Parole Technical Violation Admissions","2019",NA
"New Mexico","Total Population","2019",6723
"New Mexico","Supervision Violation Population","2019",NA
"New Mexico","Probation Violation Population","2019",NA
"New Mexico","Probation New Offense Violation Population","2019",NA
"New Mexico","Probation Technical Violation Population","2019",NA
"New Mexico","Parole Violation Population","2019",NA
"New Mexico","Parole New Offense Violation Population","2019",NA
"New Mexico","Parole Technical Violation Population","2019",NA
"New Mexico","Total Admissions","2020",2380
"New Mexico","Supervision Violation Admissions","2020",NA
"New Mexico","Probation Violation Admissions","2020",NA
"New Mexico","Probation New Offense Violation Admissions","2020",NA
"New Mexico","Probation Technical Violation Admissions","2020",NA
"New Mexico","Parole Violation Admissions","2020",NA
"New Mexico","Parole New Offense Violation Admissions","2020",NA
"New Mexico","Parole Technical Violation Admissions","2020",NA
"New Mexico","Total Population","2020",5500
"New Mexico","Supervision Violation Population","2020",NA
"New Mexico","Probation Violation Population","2020",NA
"New Mexico","Probation New Offense Violation Population","2020",NA
"New Mexico","Probation Technical Violation Population","2020",NA
"New Mexico","Parole Violation Population","2020",NA
"New Mexico","Parole New Offense Violation Population","2020",NA
"New Mexico","Parole Technical Violation Population","2020",NA
"New Mexico","Total Admissions","2021",2364
"New Mexico","Supervision Violation Admissions","2021",NA
"New Mexico","Probation Violation Admissions","2021",NA
"New Mexico","Probation New Offense Violation Admissions","2021",NA
"New Mexico","Probation Technical Violation Admissions","2021",NA
"New Mexico","Parole Violation Admissions","2021",NA
"New Mexico","Parole New Offense Violation Admissions","2021",NA
"New Mexico","Parole Technical Violation Admissions","2021",NA
"New Mexico","Total Population","2021",5154
"New Mexico","Supervision Violation Population","2021",NA
"New Mexico","Probation Violation Population","2021",NA
"New Mexico","Probation New Offense Violation Population","2021",NA
"New Mexico","Probation Technical Violation Population","2021",NA
"New Mexico","Parole Violation Population","2021",NA
"New Mexico","Parole New Offense Violation Population","2021",NA
"New Mexico","Parole Technical Violation Population","2021",NA
"New York","Total Admissions","2018",23104
"New York","Supervision Violation Admissions","2018",11365
"New York","Probation Violation Admissions","2018",NA
"New York","Probation New Offense Violation Admissions","2018",NA
"New York","Probation Technical Violation Admissions","2018",NA
"New York","Parole Violation Admissions","2018",11365
"New York","Parole New Offense Violation Admissions","2018",1381
"New York","Parole Technical Violation Admissions","2018",9984
"New York","Total Population","2018",47459
"New York","Supervision Violation Population","2018",10625
"New York","Probation Violation Population","2018",NA
"New York","Probation New Offense Violation Population","2018",NA
"New York","Probation Technical Violation Population","2018",NA
"New York","Parole Violation Population","2018",10625
"New York","Parole New Offense Violation Population","2018",5925
"New York","Parole Technical Violation Population","2018",4700
"New York","Total Admissions","2019",21533
"New York","Supervision Violation Admissions","2019",11038
"New York","Probation Violation Admissions","2019",NA
"New York","Probation New Offense Violation Admissions","2019",NA
"New York","Probation Technical Violation Admissions","2019",NA
"New York","Parole Violation Admissions","2019",11038
"New York","Parole New Offense Violation Admissions","2019",1299
"New York","Parole Technical Violation Admissions","2019",9739
"New York","Total Population","2019",44276
"New York","Supervision Violation Population","2019",9756
"New York","Probation Violation Population","2019",NA
"New York","Probation New Offense Violation Population","2019",NA
"New York","Probation Technical Violation Population","2019",NA
"New York","Parole Violation Population","2019",9756
"New York","Parole New Offense Violation Population","2019",5602
"New York","Parole Technical Violation Population","2019",4154
"New York","Total Admissions","2020",8402
"New York","Supervision Violation Admissions","2020",4199
"New York","Probation Violation Admissions","2020",NA
"New York","Probation New Offense Violation Admissions","2020",NA
"New York","Probation Technical Violation Admissions","2020",NA
"New York","Parole Violation Admissions","2020",4199
"New York","Parole New Offense Violation Admissions","2020",511
"New York","Parole Technical Violation Admissions","2020",3688
"New York","Total Population","2020",34405
"New York","Supervision Violation Population","2020",6497
"New York","Probation Violation Population","2020",NA
"New York","Probation New Offense Violation Population","2020",NA
"New York","Probation Technical Violation Population","2020",NA
"New York","Parole Violation Population","2020",6497
"New York","Parole New Offense Violation Population","2020",4694
"New York","Parole Technical Violation Population","2020",1803
"New York","Total Admissions","2021",9397
"New York","Supervision Violation Admissions","2021",3396
"New York","Probation Violation Admissions","2021",NA
"New York","Probation New Offense Violation Admissions","2021",NA
"New York","Probation Technical Violation Admissions","2021",NA
"New York","Parole Violation Admissions","2021",3396
"New York","Parole New Offense Violation Admissions","2021",802
"New York","Parole Technical Violation Admissions","2021",2594
"New York","Total Population","2021",30571
"New York","Supervision Violation Population","2021",5144
"New York","Probation Violation Population","2021",NA
"New York","Probation New Offense Violation Population","2021",NA
"New York","Probation Technical Violation Population","2021",NA
"New York","Parole Violation Population","2021",5144
"New York","Parole New Offense Violation Population","2021",4209
"New York","Parole Technical Violation Population","2021",935
"North Carolina","Total Admissions","2018",25209
"North Carolina","Supervision Violation Admissions","2018",14964
"North Carolina","Probation Violation Admissions","2018",8990
"North Carolina","Probation New Offense Violation Admissions","2018",6560
"North Carolina","Probation Technical Violation Admissions","2018",2430
"North Carolina","Parole Violation Admissions","2018",5974
"North Carolina","Parole New Offense Violation Admissions","2018",5929
"North Carolina","Parole Technical Violation Admissions","2018",45
"North Carolina","Total Population","2018",37104
"North Carolina","Supervision Violation Population","2018",10517
"North Carolina","Probation Violation Population","2018",6504
"North Carolina","Probation New Offense Violation Population","2018",5961
"North Carolina","Probation Technical Violation Population","2018",543
"North Carolina","Parole Violation Population","2018",4013
"North Carolina","Parole New Offense Violation Population","2018",4004
"North Carolina","Parole Technical Violation Population","2018",9
"North Carolina","Total Admissions","2019",24222
"North Carolina","Supervision Violation Admissions","2019",14324
"North Carolina","Probation Violation Admissions","2019",8265
"North Carolina","Probation New Offense Violation Admissions","2019",5919
"North Carolina","Probation Technical Violation Admissions","2019",2346
"North Carolina","Parole Violation Admissions","2019",6059
"North Carolina","Parole New Offense Violation Admissions","2019",6024
"North Carolina","Parole Technical Violation Admissions","2019",35
"North Carolina","Total Population","2019",36053
"North Carolina","Supervision Violation Population","2019",10094
"North Carolina","Probation Violation Population","2019",5973
"North Carolina","Probation New Offense Violation Population","2019",5525
"North Carolina","Probation Technical Violation Population","2019",448
"North Carolina","Parole Violation Population","2019",4121
"North Carolina","Parole New Offense Violation Population","2019",4115
"North Carolina","Parole Technical Violation Population","2019",6
"North Carolina","Total Admissions","2020",20838
"North Carolina","Supervision Violation Admissions","2020",14839
"North Carolina","Probation Violation Admissions","2020",9068
"North Carolina","Probation New Offense Violation Admissions","2020",6958
"North Carolina","Probation Technical Violation Admissions","2020",2110
"North Carolina","Parole Violation Admissions","2020",5771
"North Carolina","Parole New Offense Violation Admissions","2020",5742
"North Carolina","Parole Technical Violation Admissions","2020",29
"North Carolina","Total Population","2020",30058
"North Carolina","Supervision Violation Population","2020",6974
"North Carolina","Probation Violation Population","2020",3971
"North Carolina","Probation New Offense Violation Population","2020",3771
"North Carolina","Probation Technical Violation Population","2020",200
"North Carolina","Parole Violation Population","2020",3003
"North Carolina","Parole New Offense Violation Population","2020",3000
"North Carolina","Parole Technical Violation Population","2020",3
"North Carolina","Total Admissions","2021",17655
"North Carolina","Supervision Violation Admissions","2021",10024
"North Carolina","Probation Violation Admissions","2021",5510
"North Carolina","Probation New Offense Violation Admissions","2021",3832
"North Carolina","Probation Technical Violation Admissions","2021",1678
"North Carolina","Parole Violation Admissions","2021",4514
"North Carolina","Parole New Offense Violation Admissions","2021",4486
"North Carolina","Parole Technical Violation Admissions","2021",28
"North Carolina","Total Population","2021",29629
"North Carolina","Supervision Violation Population","2021",6812
"North Carolina","Probation Violation Population","2021",4085
"North Carolina","Probation New Offense Violation Population","2021",3763
"North Carolina","Probation Technical Violation Population","2021",322
"North Carolina","Parole Violation Population","2021",2727
"North Carolina","Parole New Offense Violation Population","2021",2722
"North Carolina","Parole Technical Violation Population","2021",5
"North Dakota","Total Admissions","2018",1527
"North Dakota","Supervision Violation Admissions","2018",763
"North Dakota","Probation Violation Admissions","2018",447
"North Dakota","Probation New Offense Violation Admissions","2018",NA
"North Dakota","Probation Technical Violation Admissions","2018",447
"North Dakota","Parole Violation Admissions","2018",316
"North Dakota","Parole New Offense Violation Admissions","2018",NA
"North Dakota","Parole Technical Violation Admissions","2018",316
"North Dakota","Total Population","2018",1695
"North Dakota","Supervision Violation Population","2018",593
"North Dakota","Probation Violation Population","2018",412
"North Dakota","Probation New Offense Violation Population","2018",NA
"North Dakota","Probation Technical Violation Population","2018",412
"North Dakota","Parole Violation Population","2018",181
"North Dakota","Parole New Offense Violation Population","2018",NA
"North Dakota","Parole Technical Violation Population","2018",181
"North Dakota","Total Admissions","2019",1529
"North Dakota","Supervision Violation Admissions","2019",703
"North Dakota","Probation Violation Admissions","2019",429
"North Dakota","Probation New Offense Violation Admissions","2019",NA
"North Dakota","Probation Technical Violation Admissions","2019",429
"North Dakota","Parole Violation Admissions","2019",274
"North Dakota","Parole New Offense Violation Admissions","2019",NA
"North Dakota","Parole Technical Violation Admissions","2019",274
"North Dakota","Total Population","2019",1794
"North Dakota","Supervision Violation Population","2019",597
"North Dakota","Probation Violation Population","2019",413
"North Dakota","Probation New Offense Violation Population","2019",NA
"North Dakota","Probation Technical Violation Population","2019",413
"North Dakota","Parole Violation Population","2019",184
"North Dakota","Parole New Offense Violation Population","2019",NA
"North Dakota","Parole Technical Violation Population","2019",184
"North Dakota","Total Admissions","2020",937
"North Dakota","Supervision Violation Admissions","2020",389
"North Dakota","Probation Violation Admissions","2020",240
"North Dakota","Probation New Offense Violation Admissions","2020",NA
"North Dakota","Probation Technical Violation Admissions","2020",240
"North Dakota","Parole Violation Admissions","2020",149
"North Dakota","Parole New Offense Violation Admissions","2020",NA
"North Dakota","Parole Technical Violation Admissions","2020",149
"North Dakota","Total Population","2020",1401
"North Dakota","Supervision Violation Population","2020",397
"North Dakota","Probation Violation Population","2020",267
"North Dakota","Probation New Offense Violation Population","2020",NA
"North Dakota","Probation Technical Violation Population","2020",267
"North Dakota","Parole Violation Population","2020",130
"North Dakota","Parole New Offense Violation Population","2020",NA
"North Dakota","Parole Technical Violation Population","2020",130
"North Dakota","Total Admissions","2021",1491
"North Dakota","Supervision Violation Admissions","2021",595
"North Dakota","Probation Violation Admissions","2021",377
"North Dakota","Probation New Offense Violation Admissions","2021",NA
"North Dakota","Probation Technical Violation Admissions","2021",377
"North Dakota","Parole Violation Admissions","2021",218
"North Dakota","Parole New Offense Violation Admissions","2021",NA
"North Dakota","Parole Technical Violation Admissions","2021",218
"North Dakota","Total Population","2021",1689
"North Dakota","Supervision Violation Population","2021",505
"North Dakota","Probation Violation Population","2021",333
"North Dakota","Probation New Offense Violation Population","2021",NA
"North Dakota","Probation Technical Violation Population","2021",333
"North Dakota","Parole Violation Population","2021",172
"North Dakota","Parole New Offense Violation Population","2021",NA
"North Dakota","Parole Technical Violation Population","2021",172
"Ohio","Total Admissions","2018",20697
"Ohio","Supervision Violation Admissions","2018",6335
"Ohio","Probation Violation Admissions","2018",3234
"Ohio","Probation New Offense Violation Admissions","2018",NA
"Ohio","Probation Technical Violation Admissions","2018",3234
"Ohio","Parole Violation Admissions","2018",3101
"Ohio","Parole New Offense Violation Admissions","2018",NA
"Ohio","Parole Technical Violation Admissions","2018",3101
"Ohio","Total Population","2018",48954
"Ohio","Supervision Violation Population","2018",4342
"Ohio","Probation Violation Population","2018",2877
"Ohio","Probation New Offense Violation Population","2018",NA
"Ohio","Probation Technical Violation Population","2018",2877
"Ohio","Parole Violation Population","2018",1465
"Ohio","Parole New Offense Violation Population","2018",NA
"Ohio","Parole Technical Violation Population","2018",1465
"Ohio","Total Admissions","2019",20194
"Ohio","Supervision Violation Admissions","2019",6357
"Ohio","Probation Violation Admissions","2019",3019
"Ohio","Probation New Offense Violation Admissions","2019",NA
"Ohio","Probation Technical Violation Admissions","2019",3019
"Ohio","Parole Violation Admissions","2019",3338
"Ohio","Parole New Offense Violation Admissions","2019",NA
"Ohio","Parole Technical Violation Admissions","2019",3338
"Ohio","Total Population","2019",48697
"Ohio","Supervision Violation Population","2019",4438
"Ohio","Probation Violation Population","2019",2870
"Ohio","Probation New Offense Violation Population","2019",NA
"Ohio","Probation Technical Violation Population","2019",2870
"Ohio","Parole Violation Population","2019",1568
"Ohio","Parole New Offense Violation Population","2019",NA
"Ohio","Parole Technical Violation Population","2019",1568
"Ohio","Total Admissions","2020",14022
"Ohio","Supervision Violation Admissions","2020",4779
"Ohio","Probation Violation Admissions","2020",1931
"Ohio","Probation New Offense Violation Admissions","2020",NA
"Ohio","Probation Technical Violation Admissions","2020",1931
"Ohio","Parole Violation Admissions","2020",2848
"Ohio","Parole New Offense Violation Admissions","2020",NA
"Ohio","Parole Technical Violation Admissions","2020",2848
"Ohio","Total Population","2020",43665
"Ohio","Supervision Violation Population","2020",3662
"Ohio","Probation Violation Population","2020",2146
"Ohio","Probation New Offense Violation Population","2020",NA
"Ohio","Probation Technical Violation Population","2020",2146
"Ohio","Parole Violation Population","2020",1516
"Ohio","Parole New Offense Violation Population","2020",NA
"Ohio","Parole Technical Violation Population","2020",1516
